num;cartoprox_domaine;code_domaine;OccupSol;emis_profil;recepteurs;xc;yc;xb;yb;rues;noeuds;ponct
313;lyon_metro;674500_5068500;RURALE;0;9;674500;5068500;674500;5068500;0;0;0
314;lyon_metro;674500_5071500;RURALE;0;9;674500;5071500;674500;5071500;0;0;0
315;lyon_metro;674500_5074500;RURALE;0;9;674500;5074500;674500;5074500;0;0;0
316;lyon_metro;674500_5077500;RURALE;0;9;674500;5077500;674500;5077500;0;0;0
317;lyon_metro;674500_5080500;RURALE;0;9;674500;5080500;674500;5080500;0;0;0
318;lyon_metro;674500_5083500;RURALE;0;9;674500;5083500;674500;5083500;0;0;28
319;lyon_metro;674500_5086500;RURALE;0;9;674500;5086500;674500;5086500;0;0;28
320;lyon_metro;674500_5089500;RURALE;0;9;674500;5089500;674500;5089500;0;0;28
321;lyon_metro;677500_5032500;RURALE;0;9;677500;5032500;677500;5032500;0;0;28
322;lyon_metro;677500_5035500;RURALE;0;9;677500;5035500;677500;5035500;0;0;28
323;lyon_metro;677500_5038500;RURALE;0;72;677500;5038500;678343;5.03905e+06;7;8;28
324;lyon_metro;677500_5041500;RURALE;0;36;677500;5041500;678137;5.04139e+06;21;22;28
325;lyon_metro;677500_5044500;RURALE;0;34;677500;5044500;677625;5.04458e+06;38;40;28
326;lyon_metro;677500_5047500;RURALE;15;2341;677500;5047500;677583;5.04777e+06;133;128;28
327;lyon_metro;677500_5050500;URBAINE;15;10295;677500;5050500;677467;5.05082e+06;181;169;28
328;lyon_metro;677500_5053500;RURALE;15;5174;677500;5053500;676796;5.05348e+06;169;158;28
329;lyon_metro;677500_5056500;RURALE;15;1885;677500;5056500;678536;5.05586e+06;36;39;28
330;lyon_metro;677500_5059500;RURALE;0;21;677500;5059500;677779;5.05906e+06;14;15;28
331;lyon_metro;677500_5062500;RURALE;0;9;677500;5062500;677500;5062500;0;0;0
332;lyon_metro;677500_5065500;RURALE;0;9;677500;5065500;677500;5065500;0;0;0
333;lyon_metro;677500_5068500;RURALE;0;9;677500;5068500;677500;5068500;0;0;0
334;lyon_metro;677500_5071500;RURALE;0;9;677500;5071500;677500;5071500;0;0;0
335;lyon_metro;677500_5074500;RURALE;0;9;677500;5074500;677500;5074500;0;0;0
336;lyon_metro;677500_5077500;RURALE;0;9;677500;5077500;677500;5077500;0;0;0
337;lyon_metro;677500_5080500;RURALE;0;9;677500;5080500;677500;5080500;0;0;0
338;lyon_metro;677500_5083500;RURALE;0;9;677500;5083500;677500;5083500;0;0;0
339;lyon_metro;677500_5086500;RURALE;0;9;677500;5086500;677500;5086500;0;0;28
340;lyon_metro;677500_5089500;RURALE;0;9;677500;5089500;677500;5089500;0;0;28
341;lyon_metro;680500_5032500;RURALE;0;9;680500;5032500;680500;5032500;0;0;28
342;lyon_metro;680500_5035500;RURALE;0;9;680500;5035500;680500;5035500;0;0;28
343;lyon_metro;680500_5038500;RURALE;15;871;680500;5038500;679268;5.03946e+06;7;8;28
344;lyon_metro;680500_5041500;RURALE;15;2588;680500;5041500;679801;5.04149e+06;21;22;28
345;lyon_metro;680500_5044500;RURALE;15;2643;680500;5044500;680175;5.04451e+06;41;44;28
346;lyon_metro;680500_5047500;RURALE;15;2650;680500;5047500;679981;5.04752e+06;136;131;28
347;lyon_metro;680500_5050500;URBAINE;15;9780;680500;5050500;680249;5.05017e+06;128;123;28
348;lyon_metro;680500_5053500;RURALE;0;20;680500;5053500;680170;5.05363e+06;104;100;28
349;lyon_metro;680500_5056500;RURALE;15;1905;680500;5056500;679871;5.05706e+06;20;21;28
350;lyon_metro;680500_5059500;RURALE;0;19;680500;5059500;680103;5.05895e+06;14;15;28
351;lyon_metro;680500_5062500;RURALE;0;9;680500;5062500;680500;5062500;0;0;0
352;lyon_metro;680500_5065500;RURALE;0;9;680500;5065500;680500;5065500;0;0;0
353;lyon_metro;680500_5068500;RURALE;0;9;680500;5068500;680500;5068500;0;0;0
354;lyon_metro;680500_5071500;RURALE;0;9;680500;5071500;680500;5071500;0;0;0
355;lyon_metro;680500_5074500;RURALE;0;9;680500;5074500;680500;5074500;0;0;0
356;lyon_metro;680500_5077500;RURALE;0;9;680500;5077500;680500;5077500;0;0;0
357;lyon_metro;680500_5080500;RURALE;0;9;680500;5080500;680500;5080500;0;0;28
358;lyon_metro;680500_5083500;RURALE;0;9;680500;5083500;680500;5083500;0;0;28
359;lyon_metro;680500_5086500;RURALE;0;9;680500;5086500;680500;5086500;0;0;28
360;lyon_metro;680500_5089500;RURALE;0;9;680500;5089500;680500;5089500;0;0;28
361;lyon_metro;683500_5032500;RURALE;0;9;683500;5032500;683500;5032500;0;0;28
362;lyon_metro;683500_5035500;RURALE;0;9;683500;5035500;683500;5035500;0;0;28
363;lyon_metro;683500_5038500;RURALE;0;9;683500;5038500;683500;5038500;0;0;0
364;lyon_metro;683500_5041500;RURALE;0;12;683500;5041500;683531;5041575;12;14;28
365;lyon_metro;683500_5044500;RURALE;0;22;683500;5044500;683548;5.04468e+06;25;28;28
366;lyon_metro;683500_5047500;RURALE;15;3192;683500;5047500;683532;5.04784e+06;54;57;28
367;lyon_metro;683500_5050500;RURALE;15;934;683500;5050500;682366;5.0494e+06;40;43;28
368;lyon_metro;683500_5053500;RURALE;0;11;683500;5053500;683246;5.05339e+06;24;25;28
369;lyon_metro;683500_5056500;RURALE;0;13;683500;5056500;683276;5.05651e+06;3;4;28
370;lyon_metro;683500_5059500;RURALE;0;11;683500;5059500;683246;5.05939e+06;0;0;0
371;lyon_metro;683500_5062500;RURALE;0;9;683500;5062500;683500;5062500;0;0;0
372;lyon_metro;683500_5065500;RURALE;0;9;683500;5065500;683500;5065500;0;0;0
373;lyon_metro;683500_5068500;RURALE;0;9;683500;5068500;683500;5068500;0;0;28
374;lyon_metro;683500_5071500;RURALE;0;9;683500;5071500;683500;5071500;0;0;28
375;lyon_metro;683500_5074500;RURALE;0;9;683500;5074500;683500;5074500;0;0;28
376;lyon_metro;683500_5077500;RURALE;0;9;683500;5077500;683500;5077500;0;0;28
377;lyon_metro;683500_5080500;RURALE;0;9;683500;5080500;683500;5080500;0;0;28
378;lyon_metro;683500_5083500;RURALE;0;9;683500;5083500;683500;5083500;0;0;28
379;lyon_metro;683500_5086500;RURALE;0;9;683500;5086500;683500;5086500;0;0;28
380;lyon_metro;683500_5089500;RURALE;0;9;683500;5089500;683500;5089500;0;0;28
381;lyon_metro;686500_5032500;RURALE;0;9;686500;5032500;686500;5032500;0;0;28
382;lyon_metro;686500_5035500;RURALE;0;9;686500;5035500;686500;5035500;0;0;28
383;lyon_metro;686500_5038500;RURALE;0;9;686500;5038500;686500;5038500;0;0;28
384;lyon_metro;686500_5041500;RURALE;0;9;686500;5041500;686500;5041500;0;0;28
385;lyon_metro;686500_5044500;RURALE;0;19;686500;5044500;686198;5.04485e+06;5;6;28
386;lyon_metro;686500_5047500;RURALE;0;76;686500;5047500;685436;5.04689e+06;7;8;28
387;lyon_metro;686500_5050500;RURALE;0;12;686500;5050500;686468;5.05062e+06;6;7;28
388;lyon_metro;686500_5053500;RURALE;0;9;686500;5053500;686500;5053500;0;0;0
389;lyon_metro;686500_5056500;RURALE;0;9;686500;5056500;686500;5056500;0;0;0
390;lyon_metro;686500_5059500;RURALE;0;9;686500;5059500;686500;5059500;0;0;0
391;lyon_metro;686500_5062500;RURALE;0;9;686500;5062500;686500;5062500;0;0;28
392;lyon_metro;686500_5065500;RURALE;0;9;686500;5065500;686500;5065500;0;0;28
393;lyon_metro;686500_5068500;RURALE;0;9;686500;5068500;686500;5068500;0;0;28
394;lyon_metro;686500_5071500;RURALE;0;9;686500;5071500;686500;5071500;0;0;28
395;lyon_metro;686500_5074500;RURALE;0;9;686500;5074500;686500;5074500;0;0;28
396;lyon_metro;686500_5077500;RURALE;0;9;686500;5077500;686500;5077500;0;0;28
397;lyon_metro;686500_5080500;RURALE;0;9;686500;5080500;686500;5080500;0;0;28
398;lyon_metro;686500_5083500;RURALE;0;9;686500;5083500;686500;5083500;0;0;28
399;lyon_metro;686500_5086500;RURALE;0;9;686500;5086500;686500;5086500;0;0;28
400;lyon_metro;686500_5089500;RURALE;0;9;686500;5089500;686500;5089500;0;0;28
