i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
4413	02/07/2008	20:00	5.80	180.0	3.25	26.30	489.3	0.57	5.08	6.0	-43.12	389.16	0.065	0.00e+00	4.46e-04
4414	02/07/2008	21:00	3.90	190.0	2.17	25.20	252.3	0.36	6.18	6.0	-27.20	153.15	0.065	0.00e+00	4.39e-04
4415	02/07/2008	22:00	2.20	170.0	1.21	24.60	138.7	0.19	8.21	6.0	-12.48	90.00	0.057	0.00e+00	4.36e-04
4416	02/07/2008	23:00	3.60	200.0	2.00	24.10	240.4	0.33	6.42	7.0	-21.67	151.83	0.056	0.00e+00	4.33e-04
4417	03/07/2008	00:00	3.20	170.0	1.76	23.80	188.9	0.28	6.83	7.0	-18.34	108.43	0.056	0.00e+00	4.32e-04
4418	03/07/2008	01:00	4.00	340.0	2.23	21.70	287.8	0.38	6.10	7.0	-24.85	194.84	0.056	0.00e+00	4.20e-04
4419	03/07/2008	02:00	2.20	10.0	1.21	21.00	138.7	0.19	8.21	8.0	-10.03	90.00	0.045	0.00e+00	4.16e-04
4420	03/07/2008	03:00	3.70	330.0	2.07	20.20	284.5	0.35	6.33	8.0	-18.88	208.41	0.045	0.00e+00	4.12e-04
4421	03/07/2008	04:00	2.40	340.0	1.31	19.10	145.5	0.21	7.88	8.0	-10.98	90.00	0.045	0.00e+00	4.06e-04
4422	03/07/2008	05:00	1.60	100.0	1.00	18.80	116.2	0.14	9.57	8.0	-5.52	90.00	0.033	3.21e-04	4.04e-04
4423	03/07/2008	06:00	2.70	90.0	1.53	18.20	321.0	0.27	7.39	8.0	-4.22	422.01	0.013	8.78e-04	4.01e-04
4424	03/07/2008	07:00	2.40	360.0	1.32	18.10	783.8	0.27	8.07	7.0	20.56	-86.20	-0.063	2.83e-03	4.00e-04
4425	03/07/2008	08:00	4.60	330.0	2.55	17.80	1409.0	0.49	5.78	7.0	34.87	-295.33	-0.060	3.62e-03	3.99e-04
4426	03/07/2008	09:00	3.40	360.0	1.88	17.50	1467.2	0.39	6.77	8.0	59.57	-85.74	-0.129	2.00e-03	3.97e-04
4427	03/07/2008	10:00	3.00	330.0	1.66	17.70	1487.2	0.33	7.18	8.0	19.93	-155.72	-0.051	2.18e-03	3.98e-04
4428	03/07/2008	11:00	5.10	300.0	2.83	16.50	1539.8	0.53	5.48	8.0	24.12	-557.19	-0.038	2.27e-03	3.92e-04
4429	03/07/2008	12:00	5.50	320.0	3.06	15.60	1656.0	0.57	5.27	8.0	26.22	-637.61	-0.038	2.30e-03	3.87e-04
4430	03/07/2008	13:00	5.50	320.0	3.06	15.60	1686.4	0.57	5.27	8.0	25.20	-662.42	-0.037	2.27e-03	3.87e-04
4431	03/07/2008	14:00	2.00	300.0	1.21	15.90	1733.3	0.28	8.46	7.0	60.67	-31.54	-0.181	4.56e-03	3.89e-04
4432	03/07/2008	15:00	1.50	50.0	1.00	16.00	1771.1	0.23	9.47	7.0	50.61	-22.47	-0.180	4.19e-03	3.89e-04
4433	03/07/2008	16:00	1.50	70.0	1.00	16.40	1798.5	0.22	9.75	7.0	37.15	-24.57	-0.142	3.62e-03	3.91e-04
4434	03/07/2008	17:00	3.00	80.0	1.65	16.30	1825.1	0.34	7.21	8.0	34.80	-97.04	-0.086	1.35e-03	3.91e-04
4435	03/07/2008	18:00	2.30	110.0	1.26	16.30	1840.5	0.26	8.25	8.0	20.53	-77.82	-0.065	8.78e-04	3.91e-04
4436	03/07/2008	19:00	1.00	150.0	1.00	16.60	1845.1	0.13	12.66	8.0	6.43	-27.91	-0.042	3.21e-04	3.92e-04
4437	03/07/2008	20:00	1.10	110.0	1.00	15.60	93.9	0.10	11.46	8.0	-2.15	90.00	0.018	0.00e+00	3.87e-04
4438	03/07/2008	21:00	1.00	0.0	1.00	14.70	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.82e-04
4439	03/07/2008	22:00	1.00	0.0	1.00	14.30	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.80e-04
4440	03/07/2008	23:00	1.00	160.0	1.00	14.10	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.79e-04
4441	04/07/2008	00:00	1.00	110.0	1.00	13.80	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.78e-04
4442	04/07/2008	01:00	1.00	140.0	1.00	13.20	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.74e-04
4443	04/07/2008	02:00	1.00	0.0	1.00	13.40	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.76e-04
4444	04/07/2008	03:00	1.00	40.0	1.00	13.20	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.74e-04
4445	04/07/2008	04:00	1.50	310.0	1.00	13.50	112.0	0.13	9.88	7.0	-4.69	90.00	0.030	0.00e+00	3.76e-04
4446	04/07/2008	05:00	1.30	10.0	1.00	13.90	469.5	0.16	11.05	5.0	11.78	-32.34	-0.060	1.08e-03	3.78e-04
4447	04/07/2008	06:00	2.00	360.0	1.22	15.20	814.3	0.28	8.41	2.0	63.98	-31.06	-0.188	3.47e-03	3.85e-04
4448	04/07/2008	07:00	4.50	340.0	2.50	16.90	1467.0	0.51	5.86	1.0	118.06	-98.43	-0.194	5.39e-03	3.94e-04
4449	04/07/2008	08:00	3.50	10.0	2.13	18.70	1617.8	0.46	6.37	2.0	171.21	-50.51	-0.312	6.86e-03	4.04e-04
4450	04/07/2008	09:00	4.10	20.0	2.46	19.60	1789.7	0.52	5.92	2.0	214.42	-59.24	-0.345	7.95e-03	4.09e-04
4451	04/07/2008	10:00	3.60	30.0	2.30	20.00	1966.4	0.50	6.14	1.0	246.11	-45.83	-0.413	8.70e-03	4.11e-04
4452	04/07/2008	11:00	4.40	10.0	2.68	21.00	2142.7	0.57	5.68	1.0	265.70	-61.10	-0.396	9.08e-03	4.16e-04
4453	04/07/2008	12:00	4.50	340.0	2.73	22.10	2309.0	0.58	5.62	1.0	271.03	-62.79	-0.399	9.19e-03	4.22e-04
4454	04/07/2008	13:00	4.20	350.0	2.59	23.30	2458.9	0.55	5.78	1.0	262.04	-57.14	-0.404	9.08e-03	4.29e-04
4455	04/07/2008	14:00	3.90	20.0	2.42	23.90	2588.5	0.52	5.97	1.0	240.58	-52.61	-0.393	8.70e-03	4.32e-04
4456	04/07/2008	15:00	3.00	10.0	1.95	24.10	2694.5	0.44	6.66	1.0	207.65	-36.43	-0.403	7.99e-03	4.33e-04
4457	04/07/2008	16:00	2.60	10.0	1.70	24.50	2775.5	0.39	7.13	1.0	164.83	-32.02	-0.361	6.90e-03	4.35e-04
4458	04/07/2008	17:00	2.50	20.0	1.58	24.50	2830.9	0.36	7.40	1.0	115.43	-35.24	-0.276	5.39e-03	4.35e-04
4459	04/07/2008	18:00	2.90	360.0	1.62	24.00	2860.7	0.34	7.30	1.0	62.29	-58.32	-0.154	3.50e-03	4.33e-04
4460	04/07/2008	19:00	2.20	10.0	1.22	22.40	2864.6	0.24	8.37	1.0	7.97	-155.08	-0.028	1.27e-03	4.24e-04
4461	04/07/2008	20:00	1.10	10.0	1.00	20.90	93.9	0.10	11.46	2.0	-2.15	90.00	0.019	0.00e+00	4.16e-04
4462	04/07/2008	21:00	1.00	10.0	1.00	19.90	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.10e-04
4463	04/07/2008	22:00	1.00	350.0	1.00	18.80	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.04e-04
4464	04/07/2008	23:00	1.00	190.0	1.00	18.00	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.00e-04
4465	05/07/2008	00:00	1.20	190.0	1.00	17.00	98.7	0.11	10.99	3.0	-2.67	90.00	0.021	0.00e+00	3.95e-04
4466	05/07/2008	01:00	1.00	180.0	1.00	16.20	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	3.90e-04
4467	05/07/2008	02:00	1.00	180.0	1.00	15.20	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	3.85e-04
4468	05/07/2008	03:00	1.00	140.0	1.00	14.60	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	3.82e-04
4469	05/07/2008	04:00	1.00	170.0	1.00	14.00	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	3.79e-04
4470	05/07/2008	05:00	1.40	220.0	1.00	14.80	490.5	0.17	10.65	4.0	10.77	-40.31	-0.053	1.16e-03	3.83e-04
4471	05/07/2008	06:00	1.10	210.0	1.00	16.50	642.7	0.20	10.86	3.0	65.10	-11.21	-0.269	3.39e-03	3.92e-04
4472	05/07/2008	07:00	1.00	280.0	1.00	19.10	848.0	0.20	11.46	4.0	116.39	-6.39	-0.481	5.01e-03	4.06e-04
4473	05/07/2008	08:00	1.10	280.0	1.00	21.40	1072.1	0.22	10.97	4.0	162.77	-6.11	-0.616	6.41e-03	4.18e-04
4474	05/07/2008	09:00	1.50	90.0	1.00	22.60	1298.7	0.28	9.41	4.0	202.04	-9.41	-0.619	7.43e-03	4.25e-04
4475	05/07/2008	10:00	1.50	90.0	1.00	24.80	1524.5	0.28	9.43	3.0	238.47	-8.43	-0.722	8.47e-03	4.37e-04
4476	05/07/2008	11:00	1.30	160.0	1.00	26.20	1687.9	0.25	10.11	6.0	195.75	-7.36	-0.665	6.52e-03	4.45e-04
4477	05/07/2008	12:00	1.00	200.0	1.00	27.10	1839.7	0.22	11.53	6.0	199.98	-4.51	-0.797	6.60e-03	4.50e-04
4478	05/07/2008	13:00	1.10	330.0	1.00	28.00	1976.7	0.23	10.99	6.0	194.44	-5.45	-0.737	6.52e-03	4.55e-04
4479	05/07/2008	14:00	2.00	10.0	1.31	28.40	2131.5	0.34	8.16	3.0	234.53	-14.77	-0.599	8.47e-03	4.57e-04
4480	05/07/2008	15:00	2.10	30.0	1.39	28.20	2229.6	0.34	7.92	6.0	157.32	-21.55	-0.405	5.74e-03	4.56e-04
4481	05/07/2008	16:00	4.00	10.0	2.25	28.40	2308.5	0.47	6.18	6.0	127.70	-72.13	-0.236	4.95e-03	4.57e-04
4482	05/07/2008	17:00	2.00	10.0	1.31	28.60	2362.9	0.31	8.15	6.0	93.31	-27.29	-0.264	3.87e-03	4.59e-04
4483	05/07/2008	18:00	1.90	10.0	1.15	27.70	2394.9	0.27	8.67	6.0	56.07	-30.09	-0.182	2.50e-03	4.53e-04
4484	05/07/2008	19:00	2.00	20.0	1.10	26.90	2405.4	0.23	8.87	6.0	18.38	-60.93	-0.068	8.98e-04	4.49e-04
4485	05/07/2008	20:00	3.30	340.0	1.79	25.60	176.1	0.28	6.75	6.0	-21.14	92.85	0.065	0.00e+00	4.42e-04
4486	05/07/2008	21:00	3.20	360.0	1.73	23.80	170.2	0.27	6.86	6.0	-20.50	90.00	0.065	0.00e+00	4.32e-04
4487	05/07/2008	22:00	3.80	340.0	2.12	22.60	263.8	0.36	6.25	7.0	-23.28	172.62	0.056	0.00e+00	4.25e-04
4488	05/07/2008	23:00	2.50	360.0	1.37	21.60	148.8	0.21	7.72	7.0	-13.98	90.00	0.056	0.00e+00	4.19e-04
4489	06/07/2008	00:00	1.70	10.0	1.00	20.80	120.2	0.15	9.30	7.0	-6.45	90.00	0.037	0.00e+00	4.15e-04
4490	06/07/2008	01:00	2.00	10.0	1.10	20.20	131.6	0.17	8.60	7.0	-9.77	90.00	0.048	0.00e+00	4.12e-04
4491	06/07/2008	02:00	1.50	360.0	1.00	19.50	112.0	0.13	9.88	7.0	-4.69	90.00	0.030	0.00e+00	4.08e-04
4492	06/07/2008	03:00	2.80	330.0	1.52	19.60	158.3	0.24	7.31	7.0	-15.70	90.00	0.056	0.00e+00	4.09e-04
4493	06/07/2008	04:00	4.10	350.0	2.29	20.20	299.3	0.39	6.03	7.0	-25.71	205.44	0.056	0.00e+00	4.12e-04
4494	06/07/2008	05:00	5.80	340.0	3.23	19.70	1731.1	0.60	5.12	7.0	11.79	-1619.74	-0.017	6.45e-04	4.09e-04
4495	06/07/2008	06:00	2.30	340.0	1.35	18.00	243.8	0.23	7.87	8.0	-4.32	261.99	0.015	8.67e-04	4.00e-04
4496	06/07/2008	07:00	2.50	30.0	1.40	17.30	761.4	0.26	7.79	8.0	3.12	-520.18	-0.010	1.34e-03	3.96e-04
4497	06/07/2008	08:00	1.00	0.0	1.00	17.00	779.2	0.13	12.56	8.0	10.14	-21.21	-0.063	1.72e-03	3.95e-04
4498	06/07/2008	09:00	1.50	110.0	1.00	17.30	806.5	0.19	10.26	8.0	15.78	-35.97	-0.071	2.00e-03	3.96e-04
4499	06/07/2008	10:00	2.20	200.0	1.21	17.80	841.4	0.25	8.44	8.0	19.73	-72.22	-0.065	2.17e-03	3.99e-04
4500	06/07/2008	11:00	2.70	140.0	1.49	18.10	880.7	0.30	7.59	8.0	22.14	-108.55	-0.062	2.27e-03	4.00e-04
4501	06/07/2008	12:00	2.80	210.0	1.79	20.10	1159.6	0.40	6.96	7.0	152.66	-37.60	-0.321	4.81e-03	4.11e-04
4502	06/07/2008	13:00	1.10	320.0	1.00	22.00	1317.3	0.22	10.96	7.0	147.67	-6.51	-0.566	4.75e-03	4.22e-04
4503	06/07/2008	14:00	7.60	330.0	4.21	18.50	2273.7	0.79	4.49	7.0	54.22	-797.92	-0.058	4.56e-03	4.03e-04
4504	06/07/2008	15:00	5.50	320.0	3.06	15.70	2289.2	0.57	5.26	8.0	17.25	-956.04	-0.025	2.00e-03	3.88e-04
4505	06/07/2008	16:00	4.20	320.0	2.34	16.40	2297.7	0.44	6.02	8.0	10.57	-707.86	-0.020	1.72e-03	3.91e-04
4506	06/07/2008	17:00	1.40	100.0	1.00	16.60	2337.0	0.24	9.63	7.0	69.84	-17.02	-0.245	2.82e-03	3.92e-04
4507	06/07/2008	18:00	2.70	90.0	1.49	16.20	2359.7	0.31	7.61	7.0	39.89	-67.97	-0.106	1.82e-03	3.90e-04
4508	06/07/2008	19:00	2.80	110.0	1.56	15.50	2366.8	0.30	7.41	6.0	11.51	-211.67	-0.032	8.84e-04	3.87e-04
4509	06/07/2008	20:00	2.40	120.0	1.31	15.60	145.5	0.21	7.88	6.0	-15.61	90.00	0.063	0.00e+00	3.87e-04
4510	06/07/2008	21:00	1.30	190.0	1.00	15.30	103.3	0.11	10.58	7.0	-3.27	90.00	0.024	0.00e+00	3.86e-04
4511	06/07/2008	22:00	1.00	170.0	1.00	15.30	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.86e-04
4512	06/07/2008	23:00	1.00	200.0	1.00	15.30	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.86e-04
4513	07/07/2008	00:00	1.00	160.0	1.00	15.00	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	3.84e-04
4514	07/07/2008	01:00	1.30	140.0	1.00	14.40	103.3	0.11	10.58	7.0	-3.27	90.00	0.024	0.00e+00	3.81e-04
4515	07/07/2008	02:00	1.00	130.0	1.00	13.90	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	3.78e-04
4516	07/07/2008	03:00	1.20	130.0	1.00	14.10	98.7	0.11	10.99	5.0	-2.67	90.00	0.021	0.00e+00	3.79e-04
4517	07/07/2008	04:00	1.00	160.0	1.00	13.70	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.77e-04
4518	07/07/2008	05:00	1.00	160.0	1.00	13.70	370.6	0.13	12.65	3.0	7.28	-25.74	-0.047	1.18e-03	3.77e-04
4519	07/07/2008	06:00	1.00	0.0	1.00	15.20	550.4	0.19	11.38	2.0	62.74	-9.60	-0.275	3.43e-03	3.85e-04
4520	07/07/2008	07:00	2.30	250.0	1.50	17.80	996.5	0.35	7.61	2.0	118.85	-30.64	-0.288	5.33e-03	3.99e-04
4521	07/07/2008	08:00	2.30	260.0	1.51	19.20	1203.5	0.36	7.57	2.0	169.80	-24.55	-0.396	6.83e-03	4.06e-04
4522	07/07/2008	09:00	4.80	230.0	2.71	20.30	1616.4	0.56	5.63	5.0	188.46	-82.50	-0.284	6.77e-03	4.12e-04
4523	07/07/2008	10:00	2.40	210.0	1.57	20.90	1786.0	0.38	7.43	5.0	216.44	-22.49	-0.482	7.37e-03	4.16e-04
4524	07/07/2008	11:00	3.80	230.0	2.40	21.20	1969.6	0.52	6.00	4.0	253.82	-49.39	-0.412	8.43e-03	4.17e-04
4525	07/07/2008	12:00	4.10	240.0	2.44	21.60	2106.8	0.52	5.95	6.0	204.81	-60.19	-0.335	6.60e-03	4.19e-04
4526	07/07/2008	13:00	5.20	220.0	2.92	23.20	2234.5	0.60	5.43	6.0	198.04	-94.51	-0.283	6.51e-03	4.28e-04
4527	07/07/2008	14:00	5.40	230.0	3.05	23.00	2374.6	0.62	5.31	4.0	231.82	-92.52	-0.317	8.08e-03	4.27e-04
4528	07/07/2008	15:00	4.60	250.0	2.64	23.10	2488.2	0.55	5.71	4.0	201.00	-73.29	-0.312	7.41e-03	4.28e-04
4529	07/07/2008	16:00	4.80	230.0	2.69	23.40	2576.3	0.55	5.66	4.0	160.80	-91.36	-0.250	6.39e-03	4.29e-04
4530	07/07/2008	17:00	4.80	220.0	2.66	23.10	2637.8	0.53	5.68	4.0	114.41	-117.41	-0.183	4.98e-03	4.28e-04
4531	07/07/2008	18:00	4.60	240.0	2.54	22.10	2672.5	0.50	5.80	4.0	64.25	-170.50	-0.110	3.21e-03	4.22e-04
4532	07/07/2008	19:00	5.30	270.0	2.95	21.20	2681.8	0.55	5.36	3.0	11.33	-1294.74	-0.017	1.18e-03	4.17e-04
4533	07/07/2008	20:00	3.40	250.0	1.84	19.50	175.9	0.29	6.66	3.0	-28.53	90.00	0.084	0.00e+00	4.08e-04
4534	07/07/2008	21:00	3.30	240.0	1.79	18.70	173.0	0.28	6.76	3.0	-27.79	90.00	0.084	0.00e+00	4.04e-04
4535	07/07/2008	22:00	1.70	220.0	1.00	17.90	120.2	0.15	9.30	3.0	-6.45	90.00	0.037	0.00e+00	3.99e-04
4536	07/07/2008	23:00	2.50	260.0	1.37	17.90	148.8	0.21	7.72	2.0	-17.35	90.00	0.068	0.00e+00	3.99e-04
4537	08/07/2008	00:00	2.50	240.0	1.37	17.20	148.8	0.21	7.72	2.0	-17.35	90.00	0.068	0.00e+00	3.96e-04
4538	08/07/2008	01:00	1.50	150.0	1.00	15.70	112.0	0.13	9.88	2.0	-4.69	90.00	0.030	0.00e+00	3.88e-04
4539	08/07/2008	02:00	1.00	140.0	1.00	14.30	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	3.80e-04
4540	08/07/2008	03:00	1.70	120.0	1.00	13.10	120.2	0.15	9.30	1.0	-6.45	90.00	0.036	0.00e+00	3.74e-04
4541	08/07/2008	04:00	2.90	200.0	1.58	13.90	161.3	0.25	7.19	1.0	-25.51	90.00	0.086	0.00e+00	3.78e-04
4542	08/07/2008	05:00	1.00	0.0	1.00	14.30	369.3	0.13	12.66	3.0	7.06	-26.25	-0.046	1.16e-03	3.80e-04
4543	08/07/2008	06:00	3.00	220.0	1.67	15.40	1022.5	0.35	7.19	3.0	63.83	-61.65	-0.150	3.34e-03	3.86e-04
4544	08/07/2008	07:00	3.70	240.0	2.09	17.50	1276.0	0.44	6.42	2.0	118.58	-64.50	-0.224	5.32e-03	3.97e-04
4545	08/07/2008	08:00	3.20	250.0	2.00	19.10	1445.4	0.44	6.58	2.0	169.53	-44.32	-0.324	6.82e-03	4.06e-04
4546	08/07/2008	09:00	2.90	320.0	1.85	20.30	1589.2	0.41	6.84	6.0	161.23	-38.84	-0.329	5.72e-03	4.12e-04
4547	08/07/2008	10:00	2.70	260.0	1.77	21.20	1761.8	0.41	7.00	5.0	215.83	-28.71	-0.444	7.37e-03	4.17e-04
4548	08/07/2008	11:00	3.20	310.0	2.05	20.80	1909.1	0.45	6.50	6.0	200.32	-41.43	-0.373	6.51e-03	4.15e-04
4549	08/07/2008	12:00	1.80	250.0	1.18	21.60	2046.0	0.31	8.59	6.0	204.62	-13.22	-0.555	6.59e-03	4.19e-04
4550	08/07/2008	13:00	1.30	100.0	1.00	22.80	2139.0	0.25	10.08	7.0	146.95	-8.90	-0.510	4.75e-03	4.26e-04
4551	08/07/2008	14:00	1.00	340.0	1.00	22.10	2221.6	0.21	11.48	7.0	136.36	-5.77	-0.559	4.55e-03	4.22e-04
4552	08/07/2008	15:00	1.40	80.0	1.00	22.10	2291.1	0.25	9.69	7.0	118.89	-11.80	-0.402	4.18e-03	4.22e-04
4553	08/07/2008	16:00	2.00	70.0	1.32	22.40	2364.6	0.32	8.10	6.0	128.60	-22.55	-0.342	4.93e-03	4.24e-04
4554	08/07/2008	17:00	2.20	30.0	1.40	22.10	2416.4	0.32	7.88	6.0	92.36	-31.61	-0.245	3.84e-03	4.22e-04
4555	08/07/2008	18:00	3.90	30.0	2.15	21.40	2451.0	0.43	6.31	5.0	60.41	-118.08	-0.119	2.91e-03	4.18e-04
