i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
810	03/02/2008	17:00	7.20	180.0	4.06	10.10	712.7	0.73	4.55	7.0	-50.23	692.15	0.056	0.00e+00	3.62e-04
811	03/02/2008	18:00	8.30	180.0	4.68	10.00	878.0	0.85	4.24	7.0	-58.37	933.41	0.056	0.00e+00	3.61e-04
812	03/02/2008	19:00	9.50	180.0	5.32	10.00	1053.0	0.97	3.98	7.0	-66.54	1213.10	0.056	0.00e+00	3.61e-04
813	03/02/2008	20:00	10.00	190.0	5.63	9.60	1074.4	1.02	3.87	6.0	-82.18	1166.60	0.065	0.00e+00	3.59e-04
814	03/02/2008	21:00	7.60	190.0	4.27	9.40	718.4	0.77	4.44	6.0	-61.65	655.23	0.065	0.00e+00	3.58e-04
815	03/02/2008	22:00	4.40	190.0	2.45	9.30	301.6	0.42	5.82	6.0	-33.42	192.29	0.065	0.00e+00	3.58e-04
816	03/02/2008	23:00	2.80	180.0	1.52	9.00	158.3	0.24	7.31	6.0	-19.15	90.00	0.065	0.00e+00	3.56e-04
817	04/02/2008	00:00	7.20	170.0	4.04	9.90	663.0	0.72	4.56	6.0	-58.09	584.86	0.065	0.00e+00	3.61e-04
818	04/02/2008	01:00	8.70	180.0	4.85	10.00	1005.0	0.88	4.17	8.0	-49.17	1246.14	0.045	0.00e+00	3.61e-04
819	04/02/2008	02:00	11.00	190.0	6.12	9.70	1390.8	1.12	3.71	8.0	-62.42	2001.37	0.045	0.00e+00	3.60e-04
820	04/02/2008	03:00	8.50	190.0	4.74	9.60	972.2	0.86	4.22	8.0	-48.09	1186.76	0.045	0.00e+00	3.59e-04
821	04/02/2008	04:00	11.50	200.0	6.39	9.20	1477.2	1.17	3.63	8.0	-65.39	2184.85	0.045	0.00e+00	3.57e-04
822	04/02/2008	05:00	7.70	240.0	4.32	8.60	851.2	0.78	4.42	8.0	-43.87	977.39	0.045	0.00e+00	3.54e-04
823	04/02/2008	06:00	8.70	200.0	4.85	5.90	999.2	0.88	4.17	8.0	-49.89	1227.62	0.045	0.00e+00	3.41e-04
824	04/02/2008	07:00	5.70	180.0	3.21	6.00	551.0	0.57	5.11	8.0	-32.49	521.21	0.045	0.00e+00	3.41e-04
825	04/02/2008	08:00	6.00	190.0	3.35	6.10	1783.0	0.62	5.03	8.0	3.29	-6398.00	-0.004	3.89e-04	3.42e-04
826	04/02/2008	09:00	6.60	180.0	3.66	6.10	1978.5	0.69	4.81	7.0	37.40	-769.75	-0.043	1.78e-03	3.42e-04
827	04/02/2008	10:00	6.20	180.0	3.43	6.20	2025.3	0.65	4.98	7.0	58.37	-420.98	-0.071	2.44e-03	3.42e-04
828	04/02/2008	11:00	7.40	200.0	4.09	5.90	2223.7	0.77	4.55	7.0	71.63	-570.60	-0.074	2.82e-03	3.41e-04
829	04/02/2008	12:00	6.60	180.0	3.65	6.60	2275.5	0.69	4.83	7.0	75.94	-391.36	-0.087	2.94e-03	3.44e-04
830	04/02/2008	13:00	6.40	180.0	3.54	7.10	2322.9	0.67	4.90	7.0	71.34	-380.93	-0.085	2.82e-03	3.47e-04
831	04/02/2008	14:00	6.00	180.0	3.32	7.80	2361.0	0.63	5.06	7.0	58.19	-385.35	-0.074	2.44e-03	3.50e-04
832	04/02/2008	15:00	4.10	200.0	2.28	7.80	2373.4	0.43	6.11	6.0	19.34	-375.51	-0.036	2.44e-03	3.50e-04
833	04/02/2008	16:00	3.40	190.0	1.89	8.70	2382.4	0.36	6.72	6.0	14.60	-290.95	-0.032	1.12e-03	3.55e-04
834	04/02/2008	17:00	4.50	230.0	2.50	8.10	312.6	0.43	5.76	6.0	-34.46	201.89	0.065	0.00e+00	3.52e-04
835	04/02/2008	18:00	2.00	320.0	1.10	7.40	131.6	0.17	8.60	6.0	-9.86	90.00	0.046	0.00e+00	3.48e-04
836	04/02/2008	19:00	1.50	320.0	1.00	5.80	112.0	0.13	9.88	7.0	-4.74	90.00	0.029	0.00e+00	3.40e-04
837	04/02/2008	20:00	3.00	300.0	1.63	6.50	164.3	0.25	7.07	7.0	-17.74	90.00	0.056	0.00e+00	3.44e-04
838	04/02/2008	21:00	1.30	180.0	1.00	6.20	103.3	0.11	10.58	7.0	-3.30	90.00	0.023	0.00e+00	3.42e-04
839	04/02/2008	22:00	1.10	140.0	1.00	5.20	93.9	0.10	11.46	6.0	-2.17	90.00	0.018	0.00e+00	3.37e-04
840	04/02/2008	23:00	1.00	0.0	1.00	4.40	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.33e-04
841	05/02/2008	00:00	1.00	150.0	1.00	2.60	88.9	0.09	11.99	5.0	-1.71	90.00	0.015	0.00e+00	3.24e-04
842	05/02/2008	01:00	1.00	230.0	1.00	1.40	88.9	0.09	11.99	5.0	-1.71	90.00	0.015	0.00e+00	3.18e-04
843	05/02/2008	02:00	1.30	190.0	1.00	0.60	103.3	0.11	10.58	3.0	-3.30	90.00	0.023	0.00e+00	3.14e-04
844	05/02/2008	03:00	1.10	180.0	1.00	-0.30	93.9	0.10	11.46	3.0	-2.17	90.00	0.017	0.00e+00	3.10e-04
845	05/02/2008	04:00	1.40	220.0	1.00	-0.30	107.7	0.12	10.21	2.0	-3.98	90.00	0.025	0.00e+00	3.10e-04
846	05/02/2008	05:00	1.40	140.0	1.00	0.40	107.7	0.12	10.21	2.0	-3.98	90.00	0.025	0.00e+00	3.13e-04
847	05/02/2008	06:00	1.00	140.0	1.00	0.40	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.13e-04
848	05/02/2008	07:00	1.00	160.0	1.00	-0.10	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.11e-04
849	05/02/2008	08:00	1.00	0.0	1.00	0.80	382.9	0.13	12.60	7.0	9.39	-22.22	-0.055	8.44e-04	3.15e-04
850	05/02/2008	09:00	1.70	170.0	1.00	4.40	666.6	0.23	9.35	7.0	38.14	-28.87	-0.131	1.81e-03	3.33e-04
851	05/02/2008	10:00	1.00	200.0	1.00	6.20	769.9	0.19	11.37	7.0	59.22	-10.04	-0.251	2.46e-03	3.42e-04
852	05/02/2008	11:00	1.80	160.0	1.16	8.00	882.7	0.28	8.64	7.0	71.98	-25.89	-0.210	2.84e-03	3.51e-04
853	05/02/2008	12:00	4.10	180.0	2.28	9.20	1349.7	0.47	6.14	6.0	103.88	-87.99	-0.179	4.07e-03	3.57e-04
854	05/02/2008	13:00	1.80	190.0	1.16	10.10	1415.9	0.27	8.64	7.0	71.53	-25.94	-0.210	2.84e-03	3.62e-04
855	05/02/2008	14:00	3.60	170.0	1.99	11.20	1471.8	0.40	6.57	7.0	58.73	-100.09	-0.118	2.46e-03	3.68e-04
856	05/02/2008	15:00	2.60	180.0	1.43	11.60	1506.5	0.30	7.75	7.0	38.75	-64.19	-0.104	1.81e-03	3.70e-04
857	05/02/2008	16:00	2.00	170.0	1.10	11.00	1517.7	0.23	8.84	7.0	12.50	-83.48	-0.045	8.44e-04	3.67e-04
858	05/02/2008	17:00	1.60	160.0	1.00	9.60	116.2	0.14	9.57	7.0	-5.58	90.00	0.032	0.00e+00	3.59e-04
859	05/02/2008	18:00	2.40	150.0	1.31	9.10	145.5	0.21	7.88	7.0	-14.17	90.00	0.056	0.00e+00	3.57e-04
860	05/02/2008	19:00	1.00	140.0	1.00	8.70	88.9	0.09	11.99	7.0	-1.71	90.00	0.016	0.00e+00	3.55e-04
861	05/02/2008	20:00	1.70	140.0	1.00	8.40	120.2	0.15	9.30	7.0	-6.51	90.00	0.035	0.00e+00	3.53e-04
862	05/02/2008	21:00	1.00	0.0	1.00	8.30	88.9	0.09	11.99	7.0	-1.71	90.00	0.016	0.00e+00	3.53e-04
863	05/02/2008	22:00	1.00	190.0	1.00	7.40	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.48e-04
864	05/02/2008	23:00	1.00	70.0	1.00	5.50	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.39e-04
865	06/02/2008	00:00	1.00	60.0	1.00	4.60	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.34e-04
866	06/02/2008	01:00	2.30	160.0	1.26	4.50	142.1	0.20	8.04	7.0	-13.83	90.00	0.056	0.00e+00	3.34e-04
867	06/02/2008	02:00	2.00	130.0	1.10	6.10	131.6	0.17	8.60	7.0	-9.86	90.00	0.046	0.00e+00	3.42e-04
868	06/02/2008	03:00	1.30	190.0	1.00	7.10	103.3	0.11	10.58	7.0	-3.30	90.00	0.023	0.00e+00	3.47e-04
869	06/02/2008	04:00	3.90	190.0	2.17	7.50	267.3	0.37	6.18	7.0	-25.40	172.17	0.056	0.00e+00	3.49e-04
870	06/02/2008	05:00	5.70	200.0	3.20	7.60	498.1	0.57	5.12	7.0	-39.37	413.94	0.056	0.00e+00	3.49e-04
871	06/02/2008	06:00	4.10	200.0	2.29	7.80	291.7	0.39	6.03	7.0	-26.97	194.74	0.056	0.00e+00	3.50e-04
872	06/02/2008	07:00	5.50	190.0	3.08	7.40	470.9	0.54	5.21	7.0	-37.87	382.23	0.056	0.00e+00	3.48e-04
873	06/02/2008	08:00	3.20	190.0	1.78	7.50	984.3	0.34	6.92	7.0	12.04	-294.52	-0.028	8.73e-04	3.49e-04
874	06/02/2008	09:00	3.60	230.0	1.99	8.00	1138.4	0.39	6.57	7.0	39.15	-140.05	-0.080	1.83e-03	3.51e-04
875	06/02/2008	10:00	2.80	180.0	1.56	9.90	1206.2	0.33	7.43	7.0	59.64	-56.09	-0.144	2.49e-03	3.61e-04
876	06/02/2008	11:00	3.10	180.0	1.73	12.20	1284.1	0.37	7.06	7.0	72.00	-61.45	-0.159	2.87e-03	3.73e-04
877	06/02/2008	12:00	1.00	220.0	1.00	12.30	1382.4	0.20	11.45	6.0	103.54	-6.94	-0.420	4.10e-03	3.73e-04
878	06/02/2008	13:00	1.20	350.0	1.00	12.80	1469.4	0.22	10.44	6.0	97.50	-10.14	-0.357	3.93e-03	3.76e-04
879	06/02/2008	14:00	1.00	0.0	1.00	13.70	1548.0	0.20	11.43	5.0	93.14	-7.44	-0.385	4.03e-03	3.81e-04
880	06/02/2008	15:00	2.20	360.0	1.23	14.10	1581.7	0.27	8.40	7.0	39.92	-44.05	-0.121	1.83e-03	3.83e-04
881	06/02/2008	16:00	1.00	30.0	1.00	13.90	1593.4	0.14	12.29	7.0	14.39	-18.46	-0.082	8.73e-04	3.82e-04
882	06/02/2008	17:00	1.70	20.0	1.00	11.70	120.2	0.15	9.30	7.0	-6.51	90.00	0.036	0.00e+00	3.70e-04
883	06/02/2008	18:00	2.10	10.0	1.16	10.70	135.2	0.18	8.40	7.0	-11.18	90.00	0.050	0.00e+00	3.65e-04
884	06/02/2008	19:00	1.00	40.0	1.00	8.00	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.51e-04
885	06/02/2008	20:00	1.80	120.0	1.00	6.60	124.1	0.16	9.05	8.0	-7.53	90.00	0.039	0.00e+00	3.44e-04
886	06/02/2008	21:00	1.20	40.0	1.00	4.90	98.7	0.11	10.99	8.0	-2.70	90.00	0.020	0.00e+00	3.36e-04
887	06/02/2008	22:00	1.60	20.0	1.00	4.30	116.2	0.14	9.57	8.0	-5.58	90.00	0.032	0.00e+00	3.33e-04
888	06/02/2008	23:00	1.00	340.0	1.00	5.20	88.9	0.09	11.99	8.0	-1.71	90.00	0.015	0.00e+00	3.37e-04
889	07/02/2008	00:00	1.00	0.0	1.00	4.70	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.35e-04
890	07/02/2008	01:00	2.50	340.0	1.37	5.90	148.8	0.21	7.72	5.0	-17.52	90.00	0.065	0.00e+00	3.41e-04
891	07/02/2008	02:00	3.20	340.0	1.73	5.60	170.2	0.27	6.86	3.0	-28.52	90.00	0.084	0.00e+00	3.39e-04
892	07/02/2008	03:00	1.10	360.0	1.00	4.30	93.9	0.10	11.46	1.0	-2.17	90.00	0.018	0.00e+00	3.33e-04
893	07/02/2008	04:00	1.80	350.0	1.00	5.30	124.1	0.16	9.05	0.0	-7.53	90.00	0.038	0.00e+00	3.38e-04
894	07/02/2008	05:00	1.00	0.0	1.00	3.60	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.29e-04
895	07/02/2008	06:00	1.00	0.0	1.00	2.00	88.9	0.09	11.99	2.0	-1.71	90.00	0.015	0.00e+00	3.21e-04
896	07/02/2008	07:00	1.10	50.0	1.00	4.70	93.9	0.10	11.46	3.0	-2.17	90.00	0.018	0.00e+00	3.35e-04
897	07/02/2008	08:00	1.20	20.0	1.00	5.50	471.4	0.16	11.33	3.0	17.10	-22.77	-0.083	1.68e-03	3.39e-04
898	07/02/2008	09:00	2.80	10.0	1.58	6.60	982.6	0.34	7.40	3.0	68.20	-51.70	-0.160	3.46e-03	3.44e-04
899	07/02/2008	10:00	3.70	340.0	2.08	7.90	1256.3	0.44	6.44	3.0	106.46	-69.22	-0.196	4.67e-03	3.51e-04
900	07/02/2008	11:00	3.50	350.0	2.01	9.50	1383.2	0.43	6.55	1.0	126.71	-56.54	-0.237	5.52e-03	3.59e-04
901	07/02/2008	12:00	4.20	360.0	2.36	10.90	1507.9	0.49	6.04	1.0	133.97	-77.92	-0.222	5.75e-03	3.66e-04
902	07/02/2008	13:00	5.70	360.0	3.15	11.80	1783.7	0.62	5.21	1.0	125.11	-168.60	-0.164	5.52e-03	3.71e-04
903	07/02/2008	14:00	4.90	10.0	2.71	12.20	1860.7	0.54	5.63	1.0	100.96	-137.68	-0.153	4.80e-03	3.73e-04
904	07/02/2008	15:00	4.60	10.0	2.54	11.70	1906.1	0.50	5.80	0.0	59.73	-183.26	-0.098	3.55e-03	3.70e-04
905	07/02/2008	16:00	4.10	360.0	2.29	11.60	1916.1	0.43	6.09	0.0	9.90	-710.32	-0.019	1.72e-03	3.70e-04
906	07/02/2008	17:00	2.90	360.0	1.58	9.70	161.3	0.25	7.19	0.0	-25.76	90.00	0.084	0.00e+00	3.60e-04
907	07/02/2008	18:00	2.50	350.0	1.37	8.60	148.8	0.21	7.72	0.0	-17.52	90.00	0.066	0.00e+00	3.54e-04
908	07/02/2008	19:00	2.10	350.0	1.16	8.10	135.2	0.18	8.40	0.0	-11.18	90.00	0.050	0.00e+00	3.52e-04
909	07/02/2008	20:00	2.60	330.0	1.42	7.30	152.0	0.22	7.58	0.0	-19.40	90.00	0.070	0.00e+00	3.48e-04
910	07/02/2008	21:00	1.00	0.0	1.00	5.90	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.41e-04
911	07/02/2008	22:00	1.00	220.0	1.00	3.40	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.28e-04
912	07/02/2008	23:00	1.00	190.0	1.00	2.00	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.21e-04
913	08/02/2008	00:00	1.00	0.0	1.00	1.60	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.19e-04
914	08/02/2008	01:00	1.00	0.0	1.00	0.80	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.15e-04
915	08/02/2008	02:00	1.00	0.0	1.00	0.10	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.12e-04
916	08/02/2008	03:00	1.00	0.0	1.00	0.10	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.12e-04
917	08/02/2008	04:00	1.00	200.0	1.00	-0.50	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.09e-04
918	08/02/2008	05:00	1.00	250.0	1.00	-0.70	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.08e-04
919	08/02/2008	06:00	1.00	180.0	1.00	-0.90	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.07e-04
920	08/02/2008	07:00	1.00	210.0	1.00	-1.20	88.9	0.09	11.99	1.0	-1.71	90.00	0.015	0.00e+00	3.06e-04
921	08/02/2008	08:00	1.00	190.0	1.00	1.20	396.7	0.14	12.49	1.0	11.63	-19.96	-0.066	1.78e-03	3.17e-04
922	08/02/2008	09:00	1.00	0.0	1.00	4.20	567.7	0.19	11.39	1.0	65.77	-9.36	-0.273	3.60e-03	3.32e-04
923	08/02/2008	10:00	1.00	0.0	1.00	5.90	760.1	0.20	11.44	0.0	102.35	-6.99	-0.407	4.85e-03	3.41e-04
924	08/02/2008	11:00	1.00	0.0	1.00	6.30	945.9	0.21	11.47	0.0	127.43	-6.06	-0.494	5.57e-03	3.43e-04
925	08/02/2008	12:00	1.00	350.0	1.00	7.70	1113.4	0.21	11.48	1.0	138.24	-5.75	-0.534	5.80e-03	3.50e-04
926	08/02/2008	13:00	1.20	60.0	1.00	9.70	1249.9	0.23	10.47	1.0	128.23	-8.44	-0.450	5.56e-03	3.60e-04
927	08/02/2008	14:00	1.50	50.0	1.00	10.00	1350.7	0.26	9.34	1.0	103.58	-14.92	-0.323	4.85e-03	3.61e-04
928	08/02/2008	15:00	1.70	30.0	1.09	10.50	1407.8	0.26	8.93	0.0	61.36	-25.21	-0.192	3.61e-03	3.64e-04
929	08/02/2008	16:00	2.10	360.0	1.16	10.10	1418.3	0.23	8.61	0.0	10.78	-106.69	-0.037	1.78e-03	3.62e-04
930	08/02/2008	17:00	1.00	30.0	1.00	8.30	88.9	0.09	11.99	0.0	-1.71	90.00	0.016	0.00e+00	3.53e-04
931	08/02/2008	18:00	1.70	30.0	1.00	6.50	120.2	0.15	9.30	0.0	-6.51	90.00	0.035	0.00e+00	3.44e-04
932	08/02/2008	19:00	1.00	0.0	1.00	4.80	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.35e-04
933	08/02/2008	20:00	1.00	0.0	1.00	3.40	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.28e-04
934	08/02/2008	21:00	1.00	0.0	1.00	2.40	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.23e-04
