i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
5143	02/08/2008	06:00	1.40	180.0	1.00	15.90	629.1	0.22	9.85	2.0	42.36	-21.63	-0.162	2.67e-03	3.89e-04
5144	02/08/2008	07:00	1.20	170.0	1.00	18.10	813.4	0.22	10.44	2.0	100.58	-9.86	-0.377	4.75e-03	4.00e-04
5145	02/08/2008	08:00	1.30	80.0	1.00	20.00	1032.3	0.25	10.08	2.0	152.97	-8.66	-0.524	6.39e-03	4.11e-04
5146	02/08/2008	09:00	1.00	20.0	1.00	21.70	1258.7	0.22	11.53	2.0	196.56	-4.56	-0.771	7.58e-03	4.20e-04
5147	02/08/2008	10:00	1.20	360.0	1.00	22.60	1480.6	0.25	10.54	2.0	229.71	-5.73	-0.795	8.36e-03	4.25e-04
5148	02/08/2008	11:00	1.10	210.0	1.00	24.20	1680.5	0.23	11.02	4.0	237.84	-4.79	-0.869	8.22e-03	4.34e-04
5149	02/08/2008	12:00	1.10	240.0	1.00	25.30	1863.4	0.23	11.02	4.0	243.18	-4.72	-0.889	8.34e-03	4.40e-04
5150	02/08/2008	13:00	1.20	170.0	1.00	25.40	2013.5	0.24	10.54	5.0	218.26	-5.92	-0.768	7.51e-03	4.40e-04
5151	02/08/2008	14:00	2.50	50.0	1.64	26.00	2153.9	0.39	7.28	4.0	216.25	-24.45	-0.476	7.82e-03	4.44e-04
5152	02/08/2008	15:00	1.70	100.0	1.12	26.20	2270.1	0.30	8.83	3.0	191.36	-12.39	-0.551	7.43e-03	4.45e-04
5153	02/08/2008	16:00	2.00	30.0	1.32	26.50	2357.1	0.32	8.11	3.0	149.07	-20.29	-0.396	6.26e-03	4.46e-04
5154	02/08/2008	17:00	3.50	360.0	1.97	26.10	2414.9	0.42	6.62	3.0	100.08	-63.79	-0.207	4.65e-03	4.44e-04
5155	02/08/2008	18:00	2.90	10.0	1.60	25.60	2441.8	0.34	7.33	3.0	47.12	-70.73	-0.121	2.62e-03	4.41e-04
5156	02/08/2008	19:00	1.60	40.0	1.00	24.60	116.2	0.14	9.57	3.0	-5.52	90.00	0.034	2.29e-04	4.36e-04
5157	02/08/2008	20:00	1.90	50.0	1.05	23.70	127.9	0.16	8.82	2.0	-8.56	90.00	0.045	0.00e+00	4.31e-04
5158	02/08/2008	21:00	1.00	30.0	1.00	23.00	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.27e-04
5159	02/08/2008	22:00	1.00	0.0	1.00	22.60	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.25e-04
5160	02/08/2008	23:00	1.00	150.0	1.00	22.00	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.21e-04
5161	03/08/2008	00:00	1.00	0.0	1.00	20.70	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.14e-04
5162	03/08/2008	01:00	1.00	0.0	1.00	20.00	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	4.11e-04
5163	03/08/2008	02:00	1.80	100.0	1.00	19.60	124.1	0.16	9.05	1.0	-7.45	90.00	0.040	0.00e+00	4.08e-04
5164	03/08/2008	03:00	1.00	240.0	1.00	18.60	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	4.03e-04
5165	03/08/2008	04:00	1.00	160.0	1.00	17.90	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	3.99e-04
5166	03/08/2008	05:00	1.00	0.0	1.00	17.70	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	1.80e-04	3.98e-04
5167	03/08/2008	06:00	1.00	0.0	1.00	20.30	524.1	0.18	11.33	2.0	42.37	-12.50	-0.197	2.63e-03	4.12e-04
5168	03/08/2008	07:00	1.00	360.0	1.00	22.20	729.6	0.20	11.44	1.0	96.39	-7.22	-0.412	4.74e-03	4.23e-04
5169	03/08/2008	08:00	1.70	20.0	1.12	23.50	968.4	0.29	8.81	2.0	149.91	-14.65	-0.439	6.36e-03	4.30e-04
5170	03/08/2008	09:00	1.40	350.0	1.00	24.70	1205.0	0.26	9.74	3.0	191.76	-8.56	-0.621	7.41e-03	4.36e-04
5171	03/08/2008	10:00	1.60	340.0	1.05	25.50	1425.7	0.29	9.12	4.0	216.04	-10.16	-0.637	7.81e-03	4.41e-04
5172	03/08/2008	11:00	1.90	10.0	1.24	26.10	1632.7	0.33	8.37	4.0	234.92	-13.35	-0.616	8.21e-03	4.44e-04
5173	03/08/2008	12:00	3.20	330.0	2.09	26.30	1830.9	0.47	6.44	3.0	250.18	-36.68	-0.459	8.73e-03	4.45e-04
5174	03/08/2008	13:00	1.70	10.0	1.11	27.20	2002.6	0.31	8.86	2.0	244.45	-10.49	-0.688	8.78e-03	4.50e-04
5175	03/08/2008	14:00	3.20	30.0	2.07	27.80	2149.5	0.46	6.46	1.0	221.81	-39.44	-0.416	8.40e-03	4.54e-04
5176	03/08/2008	15:00	1.70	30.0	1.12	27.70	2265.0	0.30	8.83	1.0	189.03	-12.49	-0.548	7.61e-03	4.53e-04
5177	03/08/2008	16:00	3.10	30.0	1.91	27.70	2352.2	0.42	6.74	1.0	146.18	-44.55	-0.302	6.40e-03	4.53e-04
5178	03/08/2008	17:00	2.80	40.0	1.65	27.60	2407.8	0.36	7.24	1.0	96.28	-43.95	-0.230	4.74e-03	4.53e-04
5179	03/08/2008	18:00	2.80	60.0	1.55	27.00	2432.3	0.32	7.47	1.0	42.39	-70.59	-0.113	2.65e-03	4.49e-04
5180	03/08/2008	19:00	2.30	90.0	1.26	25.70	142.1	0.20	8.04	2.0	-9.72	90.00	0.042	1.80e-04	4.42e-04
5181	03/08/2008	20:00	1.50	110.0	1.00	23.90	112.0	0.13	9.88	2.0	-4.69	90.00	0.031	0.00e+00	4.32e-04
5182	03/08/2008	21:00	1.00	130.0	1.00	22.70	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.25e-04
5183	03/08/2008	22:00	1.40	170.0	1.00	21.70	107.7	0.12	10.21	2.0	-3.94	90.00	0.027	0.00e+00	4.20e-04
5184	03/08/2008	23:00	1.00	140.0	1.00	21.30	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.18e-04
5185	04/08/2008	00:00	1.60	140.0	1.00	20.40	116.2	0.14	9.57	3.0	-5.52	90.00	0.034	0.00e+00	4.13e-04
5186	04/08/2008	01:00	1.00	0.0	1.00	19.40	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.07e-04
5187	04/08/2008	02:00	1.00	320.0	1.00	19.20	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.06e-04
5188	04/08/2008	03:00	1.00	170.0	1.00	19.10	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.06e-04
5189	04/08/2008	04:00	1.00	40.0	1.00	19.00	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.05e-04
5190	04/08/2008	05:00	1.00	50.0	1.00	18.70	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	1.22e-04	4.03e-04
5191	04/08/2008	06:00	1.00	0.0	1.00	20.40	525.9	0.18	11.33	4.0	43.72	-12.24	-0.203	2.42e-03	4.13e-04
5192	04/08/2008	07:00	1.40	20.0	1.00	21.70	736.9	0.25	9.66	3.0	98.56	-13.41	-0.340	4.58e-03	4.20e-04
5193	04/08/2008	08:00	2.10	10.0	1.39	22.80	958.7	0.33	7.91	5.0	134.50	-24.10	-0.345	5.41e-03	4.26e-04
5194	04/08/2008	09:00	2.30	20.0	1.52	24.50	1150.5	0.36	7.56	6.0	147.26	-27.21	-0.354	5.45e-03	4.35e-04
5195	04/08/2008	10:00	2.10	30.0	1.38	26.00	1365.1	0.34	7.94	5.0	198.61	-18.26	-0.496	7.12e-03	4.44e-04
5196	04/08/2008	11:00	1.10	100.0	1.00	27.10	1577.8	0.23	11.01	4.0	233.16	-4.85	-0.862	8.19e-03	4.50e-04
5197	04/08/2008	12:00	1.60	150.0	1.05	27.70	1770.4	0.29	9.13	4.0	239.11	-9.50	-0.702	8.32e-03	4.53e-04
5198	04/08/2008	13:00	1.70	130.0	1.11	28.60	1939.6	0.31	8.85	4.0	231.68	-10.88	-0.659	8.19e-03	4.58e-04
5199	04/08/2008	14:00	1.80	70.0	1.18	29.10	2072.4	0.31	8.58	5.0	196.36	-13.59	-0.549	7.12e-03	4.61e-04
5200	04/08/2008	15:00	2.20	340.0	1.43	28.90	2143.7	0.33	7.78	7.0	109.81	-29.55	-0.287	3.98e-03	4.60e-04
5201	04/08/2008	16:00	2.50	40.0	1.50	28.50	2199.1	0.34	7.59	7.0	87.46	-38.56	-0.226	3.34e-03	4.58e-04
5202	04/08/2008	17:00	4.30	10.0	2.37	27.40	2239.4	0.47	6.01	7.0	61.03	-149.70	-0.113	2.47e-03	4.52e-04
5203	04/08/2008	18:00	5.30	10.0	2.94	26.30	2264.0	0.56	5.38	7.0	32.24	-470.92	-0.050	1.36e-03	4.45e-04
5204	04/08/2008	19:00	2.90	20.0	1.62	25.20	2266.7	0.30	7.23	7.0	2.96	-834.73	-0.008	6.59e-05	4.39e-04
5205	04/08/2008	20:00	3.20	350.0	1.76	24.60	189.4	0.28	6.82	7.0	-18.30	108.94	0.056	0.00e+00	4.36e-04
5206	04/08/2008	21:00	3.50	360.0	1.95	23.40	228.0	0.32	6.51	7.0	-20.94	140.89	0.056	0.00e+00	4.29e-04
5207	04/08/2008	22:00	1.30	360.0	1.00	23.10	103.3	0.11	10.58	7.0	-3.26	90.00	0.024	0.00e+00	4.28e-04
5208	04/08/2008	23:00	2.30	350.0	1.26	22.80	142.1	0.20	8.04	6.0	-13.98	90.00	0.060	0.00e+00	4.26e-04
5209	05/08/2008	00:00	1.00	0.0	1.00	22.30	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	4.23e-04
5210	05/08/2008	01:00	1.00	20.0	1.00	22.20	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	4.23e-04
5211	05/08/2008	02:00	1.10	70.0	1.00	22.20	93.9	0.10	11.46	7.0	-2.14	90.00	0.019	0.00e+00	4.23e-04
5212	05/08/2008	03:00	1.00	100.0	1.00	20.80	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	4.15e-04
5213	05/08/2008	04:00	1.20	340.0	1.00	21.20	98.7	0.11	10.99	7.0	-2.67	90.00	0.021	0.00e+00	4.17e-04
5214	05/08/2008	05:00	2.00	340.0	1.10	21.40	131.6	0.17	8.60	5.0	-6.59	90.00	0.032	5.86e-05	4.18e-04
5215	05/08/2008	06:00	1.90	10.0	1.09	22.20	716.8	0.25	8.93	2.0	40.83	-33.18	-0.140	2.54e-03	4.23e-04
5216	05/08/2008	07:00	2.80	10.0	1.64	23.30	1043.2	0.36	7.26	1.0	94.29	-44.30	-0.223	4.67e-03	4.29e-04
5217	05/08/2008	08:00	3.10	20.0	1.91	23.70	1224.7	0.42	6.73	3.0	147.72	-44.39	-0.301	6.18e-03	4.31e-04
5218	05/08/2008	09:00	2.60	20.0	1.71	24.90	1415.4	0.40	7.13	4.0	183.82	-29.84	-0.399	7.03e-03	4.37e-04
5219	05/08/2008	10:00	2.50	20.0	1.64	25.20	1608.5	0.39	7.28	4.0	214.88	-24.56	-0.472	7.78e-03	4.39e-04
5220	05/08/2008	11:00	2.40	310.0	1.57	26.00	1800.9	0.38	7.44	3.0	242.13	-20.75	-0.543	8.57e-03	4.44e-04
5221	05/08/2008	12:00	2.50	330.0	1.63	27.10	1978.9	0.40	7.29	3.0	247.80	-22.17	-0.541	8.70e-03	4.50e-04
5222	05/08/2008	13:00	3.00	20.0	1.96	27.80	2122.2	0.44	6.65	5.0	214.15	-35.76	-0.419	7.47e-03	4.54e-04
5223	05/08/2008	14:00	3.60	20.0	2.25	27.50	2256.2	0.49	6.20	4.0	212.75	-48.71	-0.376	7.78e-03	4.52e-04
5224	05/08/2008	15:00	3.20	20.0	1.95	27.30	2343.4	0.43	6.67	6.0	145.55	-46.75	-0.296	5.44e-03	4.51e-04
5225	05/08/2008	16:00	3.90	10.0	2.19	27.20	2410.5	0.46	6.28	6.0	114.58	-73.24	-0.217	4.56e-03	4.50e-04
5226	05/08/2008	17:00	2.90	10.0	1.67	26.70	2461.1	0.36	7.19	5.0	89.58	-47.72	-0.212	3.97e-03	4.48e-04
5227	05/08/2008	18:00	3.40	20.0	1.88	26.40	2486.0	0.38	6.77	5.0	43.49	-110.05	-0.099	2.17e-03	4.46e-04
5228	05/08/2008	19:00	1.90	10.0	1.05	24.90	127.9	0.16	8.82	4.0	-6.78	90.00	0.036	6.42e-05	4.37e-04
5229	05/08/2008	20:00	1.40	350.0	1.00	24.00	107.7	0.12	10.21	4.0	-3.94	90.00	0.028	0.00e+00	4.32e-04
5230	05/08/2008	21:00	2.00	320.0	1.10	23.20	131.6	0.17	8.60	3.0	-9.76	90.00	0.048	0.00e+00	4.28e-04
5231	05/08/2008	22:00	1.20	340.0	1.00	22.50	98.7	0.11	10.99	3.0	-2.67	90.00	0.022	0.00e+00	4.24e-04
5232	05/08/2008	23:00	1.00	330.0	1.00	21.40	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.18e-04
5233	06/08/2008	00:00	1.00	180.0	1.00	20.00	88.9	0.09	11.99	2.0	-1.70	90.00	0.016	0.00e+00	4.11e-04
5234	06/08/2008	01:00	1.00	0.0	1.00	19.00	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	4.05e-04
5235	06/08/2008	02:00	2.00	200.0	1.10	19.40	131.6	0.17	8.60	1.0	-9.76	90.00	0.048	0.00e+00	4.07e-04
5236	06/08/2008	03:00	1.00	170.0	1.00	18.80	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	4.04e-04
5237	06/08/2008	04:00	1.00	130.0	1.00	18.00	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	4.00e-04
5238	06/08/2008	05:00	1.00	100.0	1.00	18.00	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	8.02e-06	4.00e-04
5239	06/08/2008	06:00	1.00	180.0	1.00	19.30	490.4	0.17	11.47	7.0	27.72	-15.65	-0.137	1.32e-03	4.07e-04
5240	06/08/2008	07:00	1.00	330.0	1.00	20.50	629.5	0.19	11.37	7.0	58.19	-10.09	-0.262	2.43e-03	4.13e-04
5241	06/08/2008	08:00	1.00	340.0	1.00	21.40	790.6	0.20	11.42	7.0	86.04	-7.78	-0.372	3.31e-03	4.18e-04
5242	06/08/2008	09:00	1.00	180.0	1.00	24.00	957.6	0.20	11.45	7.0	109.26	-6.66	-0.463	3.95e-03	4.32e-04
5243	06/08/2008	10:00	1.40	160.0	1.00	23.90	1121.7	0.25	9.69	7.0	127.13	-11.28	-0.430	4.37e-03	4.32e-04
5244	06/08/2008	11:00	1.00	50.0	1.00	25.10	1275.5	0.21	11.48	7.0	137.89	-5.72	-0.571	4.60e-03	4.39e-04
5245	06/08/2008	12:00	1.50	10.0	1.00	25.70	1461.8	0.28	9.41	6.0	189.95	-9.81	-0.592	6.41e-03	4.42e-04
5246	06/08/2008	13:00	1.00	150.0	1.00	27.70	1621.7	0.21	11.52	6.0	183.45	-4.76	-0.741	6.31e-03	4.53e-04
5247	06/08/2008	14:00	1.70	60.0	1.12	28.90	1757.0	0.30	8.82	6.0	167.99	-13.54	-0.495	6.00e-03	4.60e-04
5248	06/08/2008	15:00	1.90	120.0	1.25	29.50	1895.4	0.32	8.35	1.0	185.50	-15.71	-0.504	7.54e-03	4.63e-04
5249	06/08/2008	16:00	2.40	170.0	1.58	29.90	1996.7	0.36	7.42	1.0	142.99	-30.03	-0.342	6.32e-03	4.66e-04
5250	06/08/2008	17:00	1.70	140.0	1.13	29.60	2059.7	0.28	8.76	1.0	93.66	-20.36	-0.293	4.64e-03	4.64e-04
5251	06/08/2008	18:00	1.70	90.0	1.02	28.90	2088.0	0.24	9.23	2.0	42.81	-27.90	-0.156	2.50e-03	4.60e-04
5252	06/08/2008	19:00	1.20	100.0	1.00	27.30	98.7	0.11	10.99	2.0	-2.67	90.00	0.022	1.11e-05	4.51e-04
5253	06/08/2008	20:00	1.00	140.0	1.00	24.70	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.36e-04
5254	06/08/2008	21:00	1.00	130.0	1.00	23.40	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	4.29e-04
5255	06/08/2008	22:00	1.00	70.0	1.00	22.10	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	4.22e-04
5256	06/08/2008	23:00	2.40	160.0	1.31	22.00	145.5	0.21	7.88	4.0	-15.61	90.00	0.065	0.00e+00	4.21e-04
5257	07/08/2008	00:00	1.20	250.0	1.00	21.50	98.7	0.11	10.99	5.0	-2.67	90.00	0.021	0.00e+00	4.19e-04
5258	07/08/2008	01:00	1.00	0.0	1.00	20.80	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	4.15e-04
5259	07/08/2008	02:00	1.00	0.0	1.00	20.20	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	4.12e-04
5260	07/08/2008	03:00	1.30	50.0	1.00	20.60	103.3	0.11	10.58	6.0	-3.26	90.00	0.024	0.00e+00	4.14e-04
5261	07/08/2008	04:00	3.40	180.0	1.85	21.60	187.3	0.29	6.64	6.0	-22.44	100.60	0.065	0.00e+00	4.19e-04
5262	07/08/2008	05:00	1.70	20.0	1.00	21.60	196.9	0.17	9.30	7.0	-1.59	258.53	0.008	0.00e+00	4.19e-04
5263	07/08/2008	06:00	3.00	140.0	1.65	21.90	960.1	0.33	7.20	7.0	28.26	-115.23	-0.072	1.29e-03	4.21e-04
5264	07/08/2008	07:00	3.20	90.0	1.78	21.30	982.9	0.34	6.92	7.0	11.24	-310.88	-0.028	2.41e-03	4.18e-04
5265	07/08/2008	08:00	5.20	110.0	2.89	21.00	1568.7	0.54	5.42	7.0	24.43	-581.27	-0.038	3.29e-03	4.16e-04
5266	07/08/2008	09:00	2.30	230.0	1.48	22.50	1660.0	0.34	7.66	7.0	109.08	-31.75	-0.273	3.94e-03	4.24e-04
5267	07/08/2008	10:00	2.10	150.0	1.39	24.20	1760.1	0.33	7.90	7.0	126.60	-25.18	-0.328	4.36e-03	4.34e-04
5268	07/08/2008	11:00	1.00	280.0	1.00	25.60	1894.7	0.21	11.52	6.0	184.28	-4.75	-0.738	6.30e-03	4.41e-04
5269	07/08/2008	12:00	2.80	90.0	1.83	25.60	2026.2	0.42	6.88	6.0	189.46	-33.83	-0.391	6.40e-03	4.41e-04
5270	07/08/2008	13:00	2.80	120.0	1.83	28.40	2165.2	0.42	6.88	5.0	212.34	-31.34	-0.437	7.44e-03	4.57e-04
5271	07/08/2008	14:00	7.10	190.0	3.92	29.80	2306.8	0.77	4.67	4.0	209.49	-189.45	-0.239	7.74e-03	4.65e-04
5272	07/08/2008	15:00	7.00	180.0	3.89	26.70	2333.6	0.72	4.67	7.0	26.04	-1286.37	-0.031	3.94e-03	4.48e-04
5273	07/08/2008	16:00	5.50	300.0	3.04	24.40	2387.8	0.59	5.30	7.0	85.52	-211.83	-0.124	3.29e-03	4.35e-04
5274	07/08/2008	17:00	5.70	310.0	3.18	20.10	2400.5	0.59	5.17	7.0	12.25	-1481.94	-0.018	2.41e-03	4.11e-04
5275	07/08/2008	18:00	1.40	130.0	1.00	20.00	107.7	0.12	10.21	7.0	-2.09	90.00	0.014	1.29e-03	4.11e-04
5276	07/08/2008	19:00	1.10	10.0	1.00	19.80	93.9	0.10	11.46	7.0	-2.14	90.00	0.019	0.00e+00	4.09e-04
5277	07/08/2008	20:00	2.20	170.0	1.21	19.10	138.7	0.19	8.21	7.0	-12.46	90.00	0.056	0.00e+00	4.06e-04
5278	07/08/2008	21:00	1.60	150.0	1.00	18.60	116.2	0.14	9.57	7.0	-5.52	90.00	0.033	0.00e+00	4.03e-04
5279	07/08/2008	22:00	1.60	350.0	1.00	18.40	116.2	0.14	9.57	7.0	-5.52	90.00	0.033	0.00e+00	4.02e-04
5280	07/08/2008	23:00	1.80	120.0	1.00	17.90	124.1	0.16	9.05	7.0	-7.45	90.00	0.040	0.00e+00	3.99e-04
5281	08/08/2008	00:00	1.00	0.0	1.00	17.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.97e-04
5282	08/08/2008	01:00	1.00	180.0	1.00	17.70	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.98e-04
5283	08/08/2008	02:00	2.70	210.0	1.47	17.60	155.2	0.23	7.44	6.0	-17.76	90.00	0.065	0.00e+00	3.98e-04
5284	08/08/2008	03:00	2.70	240.0	1.47	16.70	155.2	0.23	7.44	6.0	-17.82	90.00	0.065	0.00e+00	3.93e-04
5285	08/08/2008	04:00	2.30	210.0	1.26	16.40	142.1	0.20	8.04	6.0	-13.98	90.00	0.059	0.00e+00	3.91e-04
5286	08/08/2008	05:00	2.10	230.0	1.16	16.90	135.2	0.18	8.40	6.0	-9.47	90.00	0.044	0.00e+00	3.94e-04
5287	08/08/2008	06:00	1.00	80.0	1.00	17.10	481.5	0.17	11.55	7.0	25.60	-16.04	-0.128	1.27e-03	3.95e-04
5288	08/08/2008	07:00	1.00	0.0	1.00	18.10	679.8	0.20	11.42	5.0	87.22	-7.71	-0.372	3.87e-03	4.00e-04
5289	08/08/2008	08:00	1.00	100.0	1.00	19.70	829.0	0.20	11.42	7.0	85.12	-7.84	-0.366	3.28e-03	4.09e-04
5290	08/08/2008	09:00	1.20	120.0	1.00	19.10	987.9	0.23	10.46	7.0	109.54	-9.31	-0.408	3.93e-03	4.06e-04
5291	08/08/2008	10:00	1.50	140.0	1.00	19.50	1146.9	0.26	9.36	7.0	128.02	-12.81	-0.408	4.35e-03	4.08e-04
5292	08/08/2008	11:00	1.90	110.0	1.26	20.10	1299.0	0.31	8.32	7.0	139.37	-19.20	-0.378	4.59e-03	4.11e-04
5293	08/08/2008	12:00	1.00	200.0	1.00	22.00	1481.1	0.22	11.52	6.0	191.99	-4.63	-0.756	6.39e-03	4.21e-04
5294	08/08/2008	13:00	1.30	290.0	1.00	23.00	1639.0	0.25	10.11	6.0	185.75	-7.62	-0.629	6.29e-03	4.27e-04
5295	08/08/2008	14:00	2.80	310.0	1.83	23.90	1795.3	0.42	6.88	5.0	197.63	-32.93	-0.403	7.05e-03	4.32e-04
5296	08/08/2008	15:00	4.40	320.0	2.52	23.70	1931.5	0.53	5.85	4.0	182.27	-70.97	-0.296	6.97e-03	4.31e-04
5297	08/08/2008	16:00	5.50	330.0	3.04	24.70	2034.8	0.60	5.31	4.0	140.37	-138.94	-0.199	5.82e-03	4.36e-04
5298	08/08/2008	17:00	7.20	320.0	3.98	24.40	2177.1	0.75	4.62	4.0	92.49	-410.46	-0.105	4.24e-03	4.35e-04
5299	08/08/2008	18:00	6.10	320.0	3.38	23.30	2210.3	0.64	5.01	4.0	40.52	-563.45	-0.054	2.25e-03	4.29e-04
