i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
3668	01/06/2008	19:00	2.30	320.0	1.28	18.70	1837.8	0.25	8.17	8.0	6.86	-199.46	-0.023	2.89e-04	4.04e-04
3669	01/06/2008	20:00	1.60	330.0	1.00	18.10	116.2	0.14	9.57	8.0	-5.53	90.00	0.033	0.00e+00	4.01e-04
3670	01/06/2008	21:00	1.00	320.0	1.00	18.30	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	4.02e-04
3671	01/06/2008	22:00	1.50	340.0	1.00	18.10	112.0	0.13	9.88	8.0	-4.69	90.00	0.030	0.00e+00	4.01e-04
3672	01/06/2008	23:00	1.00	0.0	1.00	17.30	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.96e-04
3673	02/06/2008	00:00	1.00	200.0	1.00	16.80	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.94e-04
3674	02/06/2008	01:00	1.00	210.0	1.00	16.40	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.91e-04
3675	02/06/2008	02:00	1.00	180.0	1.00	16.00	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.89e-04
3676	02/06/2008	03:00	2.20	180.0	1.21	15.70	138.7	0.19	8.21	8.0	-10.22	90.00	0.045	0.00e+00	3.88e-04
3677	02/06/2008	04:00	3.00	140.0	1.67	15.60	192.6	0.27	7.02	8.0	-14.66	119.72	0.045	0.00e+00	3.87e-04
3678	02/06/2008	05:00	2.10	210.0	1.17	15.60	657.1	0.23	8.55	8.0	5.25	-198.86	-0.019	2.95e-04	3.87e-04
3679	02/06/2008	06:00	1.00	200.0	1.00	15.80	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	8.57e-04	3.88e-04
3680	02/06/2008	07:00	1.00	130.0	1.00	15.80	466.9	0.16	11.69	7.0	22.56	-16.62	-0.116	2.80e-03	3.88e-04
3681	02/06/2008	08:00	2.60	130.0	1.57	16.30	1014.0	0.35	7.42	7.0	97.28	-39.46	-0.231	3.59e-03	3.91e-04
3682	02/06/2008	09:00	3.60	140.0	2.05	17.80	1257.0	0.44	6.49	7.0	120.53	-60.67	-0.232	4.17e-03	3.99e-04
3683	02/06/2008	10:00	3.70	160.0	2.13	19.40	1400.5	0.45	6.37	7.0	137.71	-59.66	-0.256	4.55e-03	4.08e-04
3684	02/06/2008	11:00	5.00	180.0	2.78	19.90	1623.0	0.56	5.56	7.0	148.63	-105.91	-0.223	4.75e-03	4.10e-04
3685	02/06/2008	12:00	4.30	170.0	2.37	19.60	1675.7	0.47	6.00	7.0	58.77	-154.72	-0.106	4.81e-03	4.09e-04
3686	02/06/2008	13:00	3.70	180.0	2.15	20.20	1792.6	0.46	6.34	7.0	148.43	-57.74	-0.273	4.75e-03	4.12e-04
3687	02/06/2008	14:00	2.00	160.0	1.31	21.50	1945.4	0.34	8.15	5.0	215.34	-15.68	-0.542	7.37e-03	4.19e-04
3688	02/06/2008	15:00	2.50	180.0	1.64	22.10	2069.7	0.39	7.27	5.0	186.32	-27.25	-0.410	6.76e-03	4.22e-04
3689	02/06/2008	16:00	5.00	180.0	2.78	21.20	2168.8	0.56	5.56	5.0	149.97	-105.22	-0.226	5.82e-03	4.17e-04
3690	02/06/2008	17:00	5.70	200.0	3.15	20.60	2239.9	0.61	5.21	5.0	106.81	-191.55	-0.147	4.53e-03	4.14e-04
3691	02/06/2008	18:00	2.10	240.0	1.25	19.40	2275.0	0.28	8.34	5.0	59.92	-33.82	-0.178	2.91e-03	4.08e-04
3692	02/06/2008	19:00	1.00	360.0	1.00	17.70	2281.9	0.14	12.47	5.0	11.78	-19.77	-0.071	9.99e-04	3.98e-04
3693	02/06/2008	20:00	1.30	140.0	1.00	16.50	103.3	0.11	10.58	5.0	-3.27	90.00	0.024	0.00e+00	3.92e-04
3694	02/06/2008	21:00	1.00	70.0	1.00	15.60	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.87e-04
3695	02/06/2008	22:00	1.00	150.0	1.00	14.80	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.83e-04
3696	02/06/2008	23:00	1.00	0.0	1.00	14.40	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.81e-04
3697	03/06/2008	00:00	1.00	70.0	1.00	15.10	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.85e-04
3698	03/06/2008	01:00	1.00	0.0	1.00	14.80	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.83e-04
3699	03/06/2008	02:00	1.00	120.0	1.00	14.80	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.83e-04
3700	03/06/2008	03:00	1.20	170.0	1.00	14.30	98.7	0.11	10.99	4.0	-2.67	90.00	0.021	0.00e+00	3.80e-04
3701	03/06/2008	04:00	1.10	150.0	1.00	13.70	93.9	0.10	11.46	4.0	-2.15	90.00	0.018	0.00e+00	3.77e-04
3702	03/06/2008	05:00	1.10	190.0	1.00	13.60	406.1	0.14	12.04	4.0	9.08	-27.14	-0.053	1.12e-03	3.77e-04
3703	03/06/2008	06:00	1.00	210.0	1.00	15.90	574.6	0.19	11.38	2.0	62.51	-9.62	-0.274	3.42e-03	3.89e-04
3704	03/06/2008	07:00	1.00	340.0	1.00	17.80	800.7	0.20	11.46	2.0	118.65	-6.31	-0.487	5.32e-03	3.99e-04
3705	03/06/2008	08:00	1.00	20.0	1.00	18.80	1039.4	0.21	11.51	1.0	168.02	-5.04	-0.665	6.87e-03	4.04e-04
3706	03/06/2008	09:00	1.60	340.0	1.05	19.90	1281.6	0.29	9.12	2.0	213.04	-10.27	-0.617	7.92e-03	4.10e-04
3707	03/06/2008	10:00	1.40	20.0	1.00	20.10	1460.1	0.26	9.74	6.0	185.88	-8.74	-0.594	6.24e-03	4.11e-04
3708	03/06/2008	11:00	1.70	320.0	1.12	20.10	1589.0	0.29	8.81	7.0	148.65	-14.74	-0.430	4.75e-03	4.11e-04
3709	03/06/2008	12:00	1.60	340.0	1.06	22.10	1710.6	0.28	9.08	7.0	151.16	-12.96	-0.457	4.81e-03	4.22e-04
3710	03/06/2008	13:00	1.90	20.0	1.25	21.80	1858.8	0.32	8.36	6.0	199.35	-14.96	-0.524	6.51e-03	4.21e-04
3711	03/06/2008	14:00	6.30	330.0	3.49	21.40	1998.7	0.69	4.96	6.0	184.63	-155.77	-0.228	6.24e-03	4.18e-04
3712	03/06/2008	15:00	7.40	340.0	4.08	22.10	2264.7	0.78	4.57	6.0	160.05	-267.24	-0.173	5.73e-03	4.22e-04
3713	03/06/2008	16:00	7.00	310.0	3.86	21.00	2350.7	0.74	4.70	6.0	129.32	-278.89	-0.148	4.94e-03	4.16e-04
3714	03/06/2008	17:00	5.20	340.0	2.87	20.90	2406.9	0.56	5.46	6.0	92.64	-170.74	-0.139	3.85e-03	4.16e-04
3715	03/06/2008	18:00	5.80	340.0	3.21	20.10	2441.8	0.61	5.15	6.0	53.06	-378.97	-0.073	2.47e-03	4.11e-04
3716	03/06/2008	19:00	4.40	350.0	2.45	18.70	2451.0	0.46	5.88	6.0	12.60	-682.72	-0.023	8.62e-04	4.04e-04
3717	03/06/2008	20:00	4.30	340.0	2.40	18.00	323.0	0.41	5.89	7.0	-27.40	227.90	0.056	0.00e+00	4.00e-04
3718	03/06/2008	21:00	4.50	330.0	2.52	17.10	347.7	0.44	5.76	7.0	-28.97	252.50	0.056	0.00e+00	3.95e-04
3719	03/06/2008	22:00	3.10	330.0	1.69	16.50	170.4	0.26	6.96	7.0	-17.63	92.96	0.056	0.00e+00	3.92e-04
3720	03/06/2008	23:00	2.40	320.0	1.31	15.70	145.5	0.21	7.88	7.0	-13.72	90.00	0.056	0.00e+00	3.88e-04
3721	04/06/2008	00:00	3.30	320.0	1.84	15.20	230.7	0.31	6.70	8.0	-16.67	154.09	0.045	0.00e+00	3.85e-04
3722	04/06/2008	01:00	2.80	310.0	1.53	14.60	162.4	0.24	7.31	8.0	-13.07	94.19	0.045	0.00e+00	3.82e-04
3723	04/06/2008	02:00	1.50	330.0	1.00	14.20	112.0	0.13	9.88	8.0	-4.69	90.00	0.030	0.00e+00	3.80e-04
3724	04/06/2008	03:00	3.00	350.0	1.67	13.60	191.3	0.27	7.02	8.0	-14.73	118.29	0.045	0.00e+00	3.77e-04
3725	04/06/2008	04:00	1.20	10.0	1.00	13.30	98.7	0.11	10.99	8.0	-2.67	90.00	0.021	0.00e+00	3.75e-04
3726	04/06/2008	05:00	2.90	350.0	1.62	14.10	892.6	0.31	7.26	7.0	8.76	-298.95	-0.023	6.40e-04	3.79e-04
3727	04/06/2008	06:00	3.50	340.0	1.93	14.70	1112.4	0.39	6.66	7.0	39.45	-128.45	-0.085	1.81e-03	3.82e-04
3728	04/06/2008	07:00	4.10	340.0	2.26	15.30	1310.7	0.45	6.16	7.0	69.81	-118.75	-0.128	2.81e-03	3.86e-04
3729	04/06/2008	08:00	4.20	350.0	2.33	16.20	1412.2	0.47	6.08	7.0	97.70	-96.62	-0.172	3.60e-03	3.90e-04
3730	04/06/2008	09:00	4.70	10.0	2.61	17.30	1529.7	0.53	5.74	7.0	121.12	-106.88	-0.192	4.18e-03	3.96e-04
3731	04/06/2008	10:00	4.50	20.0	2.51	18.50	1651.5	0.52	5.85	7.0	138.57	-87.82	-0.225	4.55e-03	4.03e-04
3732	04/06/2008	11:00	5.30	10.0	2.94	19.00	1776.2	0.59	5.40	7.0	149.54	-120.89	-0.213	4.75e-03	4.05e-04
3733	04/06/2008	12:00	5.10	30.0	2.84	19.30	1893.9	0.57	5.50	7.0	153.16	-108.44	-0.225	4.81e-03	4.07e-04
3734	04/06/2008	13:00	4.60	30.0	2.57	20.00	1999.9	0.53	5.78	7.0	148.85	-87.76	-0.238	4.75e-03	4.11e-04
3735	04/06/2008	14:00	5.10	360.0	2.83	19.80	2094.6	0.57	5.51	7.0	137.79	-117.49	-0.205	4.55e-03	4.10e-04
3736	04/06/2008	15:00	6.40	350.0	3.53	20.00	2179.1	0.68	4.92	7.0	119.90	-234.75	-0.148	4.18e-03	4.11e-04
3737	04/06/2008	16:00	5.20	360.0	2.87	18.70	2242.1	0.56	5.46	7.0	97.01	-164.14	-0.144	3.60e-03	4.04e-04
3738	04/06/2008	17:00	5.90	340.0	3.26	18.40	2289.7	0.62	5.11	7.0	69.71	-308.23	-0.094	2.81e-03	4.02e-04
3739	04/06/2008	18:00	5.60	340.0	3.10	18.70	2318.7	0.59	5.23	7.0	40.41	-444.07	-0.058	1.81e-03	4.04e-04
3740	04/06/2008	19:00	4.20	10.0	2.34	17.50	2327.0	0.44	6.02	7.0	10.47	-714.79	-0.020	6.40e-04	3.97e-04
3741	04/06/2008	20:00	3.00	10.0	1.63	17.30	164.3	0.25	7.07	7.0	-16.92	90.00	0.056	0.00e+00	3.96e-04
3742	04/06/2008	21:00	3.40	350.0	1.85	16.60	184.0	0.29	6.65	6.0	-22.69	97.54	0.065	0.00e+00	3.93e-04
3743	04/06/2008	22:00	4.70	350.0	2.62	16.20	342.1	0.45	5.64	6.0	-35.05	231.73	0.065	0.00e+00	3.90e-04
3744	04/06/2008	23:00	3.50	10.0	1.92	14.60	196.6	0.31	6.54	6.0	-23.97	106.59	0.065	0.00e+00	3.82e-04
3745	05/06/2008	00:00	1.90	360.0	1.05	14.80	127.9	0.16	8.82	6.0	-8.57	90.00	0.043	0.00e+00	3.83e-04
3746	05/06/2008	01:00	3.30	330.0	1.79	14.90	173.0	0.28	6.76	6.0	-21.78	90.00	0.065	0.00e+00	3.84e-04
3747	05/06/2008	02:00	4.10	340.0	2.29	14.70	296.0	0.39	6.03	7.0	-26.15	200.69	0.056	0.00e+00	3.82e-04
3748	05/06/2008	03:00	3.90	340.0	2.17	14.60	271.4	0.37	6.18	7.0	-24.62	177.71	0.056	0.00e+00	3.82e-04
3749	05/06/2008	04:00	4.80	340.0	2.70	14.60	429.5	0.48	5.57	8.0	-25.92	370.26	0.045	0.00e+00	3.82e-04
3750	05/06/2008	05:00	4.60	340.0	2.57	14.40	1374.8	0.48	5.74	8.0	5.00	-1913.60	-0.009	3.10e-04	3.81e-04
3751	05/06/2008	06:00	3.90	340.0	2.19	14.20	650.7	0.40	6.20	8.0	-3.55	1596.35	0.007	8.69e-04	3.80e-04
3752	05/06/2008	07:00	4.30	340.0	2.40	14.30	1286.6	0.45	5.94	8.0	4.54	-1727.95	-0.008	1.35e-03	3.80e-04
3753	05/06/2008	08:00	4.50	330.0	2.51	14.40	1354.9	0.47	5.82	8.0	12.02	-761.93	-0.021	1.72e-03	3.81e-04
3754	05/06/2008	09:00	4.90	330.0	2.71	14.90	1515.5	0.52	5.62	8.0	59.29	-216.17	-0.094	2.00e-03	3.84e-04
3755	05/06/2008	10:00	4.10	330.0	2.26	15.20	1578.2	0.45	6.16	8.0	68.16	-121.11	-0.125	2.18e-03	3.85e-04
3756	05/06/2008	11:00	4.20	330.0	2.32	15.70	1643.2	0.46	6.08	8.0	73.68	-120.62	-0.132	2.27e-03	3.88e-04
3757	05/06/2008	12:00	4.60	330.0	2.54	16.10	1708.4	0.50	5.81	8.0	75.52	-148.45	-0.125	2.30e-03	3.90e-04
3758	05/06/2008	13:00	3.70	310.0	2.05	16.20	1767.0	0.42	6.48	8.0	73.63	-88.99	-0.146	2.27e-03	3.90e-04
3759	05/06/2008	14:00	4.30	320.0	2.37	15.40	1820.9	0.47	6.01	8.0	68.15	-136.44	-0.120	2.18e-03	3.86e-04
3760	05/06/2008	15:00	2.30	320.0	1.27	15.70	1833.9	0.26	8.24	8.0	17.27	-89.56	-0.055	2.00e-03	3.88e-04
3761	05/06/2008	16:00	4.30	330.0	2.40	14.40	1846.6	0.45	5.95	8.0	12.02	-668.99	-0.022	1.72e-03	3.81e-04
3762	05/06/2008	17:00	4.50	330.0	2.51	14.20	1854.6	0.47	5.80	8.0	4.58	-1954.25	-0.008	1.35e-03	3.80e-04
3763	05/06/2008	18:00	4.70	330.0	2.64	13.60	883.7	0.48	5.66	8.0	-3.44	2905.09	0.006	8.69e-04	3.77e-04
3764	05/06/2008	19:00	4.70	330.0	2.65	13.00	586.8	0.48	5.64	8.0	-11.79	823.39	0.020	3.10e-04	3.74e-04
3765	05/06/2008	20:00	5.40	330.0	3.04	12.80	513.5	0.54	5.25	8.0	-29.67	476.23	0.045	0.00e+00	3.73e-04
3766	05/06/2008	21:00	3.60	330.0	2.01	12.50	267.3	0.34	6.42	8.0	-18.71	188.78	0.045	0.00e+00	3.71e-04
3767	05/06/2008	22:00	3.60	320.0	2.01	12.30	267.2	0.34	6.42	8.0	-18.72	188.61	0.045	0.00e+00	3.70e-04
3768	05/06/2008	23:00	1.30	280.0	1.00	12.30	103.3	0.11	10.58	8.0	-3.27	90.00	0.024	0.00e+00	3.70e-04
3769	06/06/2008	00:00	2.20	310.0	1.21	12.50	138.7	0.19	8.21	8.0	-10.34	90.00	0.045	0.00e+00	3.71e-04
3770	06/06/2008	01:00	1.20	280.0	1.00	12.40	98.7	0.11	10.99	8.0	-2.67	90.00	0.021	0.00e+00	3.70e-04
3771	06/06/2008	02:00	1.00	240.0	1.00	12.20	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.69e-04
3772	06/06/2008	03:00	2.40	280.0	1.31	12.10	145.5	0.21	7.88	8.0	-11.25	90.00	0.045	0.00e+00	3.69e-04
3773	06/06/2008	04:00	2.50	290.0	1.37	12.00	148.8	0.21	7.72	8.0	-11.71	90.00	0.045	0.00e+00	3.68e-04
3774	06/06/2008	05:00	1.70	280.0	1.00	11.90	120.2	0.15	9.30	8.0	-6.45	90.00	0.036	3.15e-04	3.68e-04
3775	06/06/2008	06:00	1.00	310.0	1.00	11.90	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	8.73e-04	3.68e-04
3776	06/06/2008	07:00	1.00	250.0	1.00	12.20	359.9	0.12	12.66	8.0	5.57	-30.84	-0.037	1.35e-03	3.69e-04
3777	06/06/2008	08:00	2.50	270.0	1.39	12.70	869.7	0.30	7.88	8.0	47.56	-50.93	-0.130	1.73e-03	3.72e-04
3778	06/06/2008	09:00	1.80	300.0	1.13	13.10	955.9	0.26	8.78	8.0	59.37	-27.50	-0.185	2.00e-03	3.74e-04
3779	06/06/2008	10:00	2.00	310.0	1.24	14.00	1046.8	0.29	8.36	8.0	68.31	-30.47	-0.197	2.18e-03	3.79e-04
3780	06/06/2008	11:00	2.00	330.0	1.26	14.40	1136.6	0.29	8.30	8.0	73.89	-29.73	-0.210	2.27e-03	3.81e-04
3781	06/06/2008	12:00	1.50	350.0	1.00	14.80	1220.6	0.25	9.31	8.0	75.74	-18.44	-0.250	2.30e-03	3.83e-04
3782	06/06/2008	13:00	1.50	60.0	1.01	13.80	1297.2	0.25	9.30	8.0	73.97	-18.75	-0.244	2.27e-03	3.78e-04
3783	06/06/2008	14:00	2.30	60.0	1.36	13.60	1365.4	0.31	7.99	8.0	68.35	-36.92	-0.185	2.18e-03	3.77e-04
3784	06/06/2008	15:00	2.80	40.0	1.56	13.20	1422.7	0.33	7.43	8.0	59.36	-55.92	-0.146	2.00e-03	3.75e-04
3785	06/06/2008	16:00	2.50	10.0	1.39	13.00	1466.7	0.30	7.88	8.0	47.58	-50.91	-0.130	1.73e-03	3.74e-04
3786	06/06/2008	17:00	2.00	20.0	1.10	12.70	1490.6	0.24	8.85	7.0	26.55	-46.70	-0.091	2.82e-03	3.72e-04
3787	06/06/2008	18:00	1.00	360.0	1.00	13.00	1524.5	0.18	11.32	7.0	39.59	-13.10	-0.181	1.83e-03	3.74e-04
3788	06/06/2008	19:00	2.50	50.0	1.42	12.40	191.2	0.23	7.63	6.0	-8.00	142.97	0.028	9.05e-04	3.70e-04
3789	06/06/2008	20:00	3.00	70.0	1.63	12.10	164.3	0.25	7.07	6.0	-20.06	90.00	0.065	0.00e+00	3.69e-04
3790	06/06/2008	21:00	2.00	30.0	1.10	11.40	131.6	0.17	8.60	6.0	-9.77	90.00	0.046	0.00e+00	3.65e-04
3791	06/06/2008	22:00	1.00	40.0	1.00	11.30	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3792	06/06/2008	23:00	1.00	350.0	1.00	11.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3793	07/06/2008	00:00	1.00	0.0	1.00	11.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3794	07/06/2008	01:00	1.00	0.0	1.00	11.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3795	07/06/2008	02:00	1.00	0.0	1.00	11.50	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.66e-04
3796	07/06/2008	03:00	1.00	0.0	1.00	11.40	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3797	07/06/2008	04:00	1.00	0.0	1.00	11.40	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.65e-04
3798	07/06/2008	05:00	1.30	350.0	1.00	11.70	103.3	0.11	10.58	8.0	-3.27	90.00	0.024	3.19e-04	3.67e-04
3799	07/06/2008	06:00	2.50	350.0	1.41	12.00	315.7	0.25	7.71	8.0	-3.02	463.35	0.010	8.76e-04	3.68e-04
3800	07/06/2008	07:00	3.90	340.0	2.18	12.40	1171.9	0.41	6.24	8.0	5.52	-1072.80	-0.011	1.35e-03	3.70e-04
3801	07/06/2008	08:00	4.30	360.0	2.38	13.40	1339.6	0.46	6.00	8.0	47.70	-185.59	-0.085	1.73e-03	3.76e-04
3802	07/06/2008	09:00	2.80	360.0	1.56	13.90	1398.3	0.33	7.43	8.0	59.42	-55.88	-0.147	2.00e-03	3.78e-04
3803	07/06/2008	10:00	3.40	10.0	1.88	13.30	1464.0	0.39	6.76	8.0	68.44	-77.34	-0.144	2.18e-03	3.75e-04
3804	07/06/2008	11:00	4.30	330.0	2.37	14.50	1534.8	0.47	6.01	8.0	73.93	-127.51	-0.129	2.27e-03	3.81e-04
3805	07/06/2008	12:00	4.40	340.0	2.43	14.70	1604.1	0.48	5.94	8.0	75.81	-132.27	-0.130	2.30e-03	3.82e-04
3806	07/06/2008	13:00	4.70	340.0	2.59	14.70	1670.0	0.51	5.74	8.0	73.91	-159.76	-0.120	2.27e-03	3.82e-04
3807	07/06/2008	14:00	4.50	340.0	2.48	14.70	1728.1	0.49	5.87	8.0	68.32	-152.84	-0.115	2.18e-03	3.82e-04
3808	07/06/2008	15:00	3.60	350.0	1.99	14.20	1775.0	0.40	6.57	8.0	59.42	-98.42	-0.122	2.00e-03	3.80e-04
3809	07/06/2008	16:00	2.70	350.0	1.50	13.70	1810.7	0.32	7.59	8.0	47.73	-59.81	-0.124	1.73e-03	3.77e-04
3810	07/06/2008	17:00	3.20	340.0	1.77	13.30	1836.5	0.35	6.97	8.0	34.01	-116.09	-0.079	1.35e-03	3.75e-04
3811	07/06/2008	18:00	3.80	330.0	2.10	13.20	1867.3	0.41	6.39	7.0	39.82	-157.36	-0.079	1.83e-03	3.75e-04
3812	07/06/2008	19:00	2.20	340.0	1.22	13.00	1874.1	0.24	8.38	7.0	8.96	-139.84	-0.031	6.69e-04	3.74e-04
3813	07/06/2008	20:00	1.80	330.0	1.00	12.80	124.1	0.16	9.05	7.0	-7.46	90.00	0.039	0.00e+00	3.73e-04
3814	07/06/2008	21:00	2.90	340.0	1.58	13.10	161.3	0.25	7.19	6.0	-19.35	90.00	0.065	0.00e+00	3.74e-04
3815	07/06/2008	22:00	2.90	340.0	1.58	13.20	161.3	0.25	7.19	6.0	-19.34	90.00	0.065	0.00e+00	3.75e-04
3816	07/06/2008	23:00	2.40	340.0	1.31	13.30	145.5	0.21	7.88	6.0	-15.62	90.00	0.063	0.00e+00	3.75e-04
3817	08/06/2008	00:00	2.90	330.0	1.58	13.10	161.3	0.25	7.19	7.0	-16.61	90.00	0.056	0.00e+00	3.74e-04
3818	08/06/2008	01:00	3.50	340.0	1.96	13.00	254.8	0.33	6.51	8.0	-18.05	176.62	0.045	0.00e+00	3.74e-04
3819	08/06/2008	02:00	2.50	340.0	1.37	13.10	148.8	0.21	7.72	8.0	-11.66	90.00	0.045	0.00e+00	3.74e-04
3820	08/06/2008	03:00	2.60	350.0	1.42	13.10	152.0	0.22	7.58	7.0	-14.95	90.00	0.056	0.00e+00	3.74e-04
3821	08/06/2008	04:00	3.00	350.0	1.66	13.10	191.0	0.27	7.02	8.0	-14.74	117.94	0.045	0.00e+00	3.74e-04
3822	08/06/2008	05:00	2.70	350.0	1.51	13.20	824.4	0.29	7.51	8.0	4.71	-438.01	-0.014	3.23e-04	3.75e-04
3823	08/06/2008	06:00	2.50	350.0	1.38	13.40	858.8	0.28	7.90	8.0	19.46	-99.77	-0.057	8.79e-04	3.76e-04
3824	08/06/2008	07:00	4.10	360.0	2.26	14.20	1311.6	0.45	6.16	7.0	70.64	-117.61	-0.129	2.83e-03	3.80e-04
3825	08/06/2008	08:00	3.60	10.0	1.99	14.00	1362.9	0.40	6.57	8.0	47.83	-117.35	-0.099	1.73e-03	3.79e-04
3826	08/06/2008	09:00	4.30	350.0	2.37	15.50	1426.1	0.47	6.01	8.0	59.50	-153.08	-0.105	2.00e-03	3.87e-04
3827	08/06/2008	10:00	3.60	360.0	1.99	15.40	1491.3	0.41	6.57	8.0	68.33	-88.33	-0.139	2.18e-03	3.86e-04
3828	08/06/2008	11:00	4.50	350.0	2.48	16.20	1561.9	0.49	5.87	8.0	73.80	-143.15	-0.125	2.27e-03	3.90e-04
3829	08/06/2008	12:00	2.60	360.0	1.50	16.90	1625.4	0.33	7.59	8.0	75.61	-42.83	-0.190	2.30e-03	3.94e-04
3830	08/06/2008	13:00	1.80	350.0	1.17	15.90	1684.0	0.28	8.62	8.0	73.83	-25.55	-0.221	2.27e-03	3.89e-04
3831	08/06/2008	14:00	2.10	320.0	1.15	16.50	1701.0	0.24	8.65	8.0	21.24	-61.15	-0.072	2.18e-03	3.92e-04
3832	08/06/2008	15:00	2.70	320.0	1.51	16.60	1747.4	0.33	7.56	8.0	59.55	-51.83	-0.152	2.00e-03	3.93e-04
3833	08/06/2008	16:00	1.00	190.0	1.00	16.90	1755.2	0.13	12.55	8.0	10.35	-21.00	-0.064	1.73e-03	3.94e-04
3834	08/06/2008	17:00	1.70	160.0	1.00	17.00	1781.4	0.23	9.41	8.0	35.03	-29.59	-0.129	1.35e-03	3.95e-04
3835	08/06/2008	18:00	1.50	200.0	1.00	16.70	1796.8	0.19	10.20	8.0	20.74	-30.48	-0.090	8.79e-04	3.93e-04
