i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
2205	01/04/2008	20:00	1.80	340.0	1.00	10.80	124.1	0.16	9.05	7.0	-7.42	90.00	0.039	0.00e+00	3.60e-04
2206	01/04/2008	21:00	2.00	10.0	1.10	10.20	131.6	0.17	8.60	8.0	-9.46	90.00	0.045	0.00e+00	3.57e-04
2207	01/04/2008	22:00	1.70	350.0	1.00	10.40	120.2	0.15	9.30	8.0	-6.42	90.00	0.036	0.00e+00	3.58e-04
2208	01/04/2008	23:00	2.00	340.0	1.10	10.70	131.6	0.17	8.60	8.0	-9.44	90.00	0.045	0.00e+00	3.60e-04
2209	02/04/2008	00:00	1.10	20.0	1.00	10.50	93.9	0.10	11.46	8.0	-2.14	90.00	0.018	0.00e+00	3.59e-04
2210	02/04/2008	01:00	1.00	350.0	1.00	9.50	88.9	0.09	11.99	7.0	-1.69	90.00	0.016	0.00e+00	3.54e-04
2211	02/04/2008	02:00	1.30	50.0	1.00	7.40	103.3	0.11	10.58	5.0	-3.25	90.00	0.023	0.00e+00	3.43e-04
2212	02/04/2008	03:00	1.10	140.0	1.00	6.60	93.9	0.10	11.46	3.0	-2.14	90.00	0.018	0.00e+00	3.39e-04
2213	02/04/2008	04:00	1.00	190.0	1.00	5.80	88.9	0.09	11.99	2.0	-1.69	90.00	0.015	0.00e+00	3.35e-04
2214	02/04/2008	05:00	1.00	360.0	1.00	5.70	88.9	0.09	11.99	6.0	-1.69	90.00	0.015	0.00e+00	3.35e-04
2215	02/04/2008	06:00	1.00	0.0	1.00	6.70	88.9	0.09	11.99	7.0	-1.69	90.00	0.015	2.78e-04	3.40e-04
2216	02/04/2008	07:00	1.00	200.0	1.00	8.90	506.0	0.18	11.35	7.0	32.18	-14.75	-0.150	1.59e-03	3.51e-04
2217	02/04/2008	08:00	1.00	0.0	1.00	11.50	650.3	0.19	11.38	7.0	64.15	-9.43	-0.278	2.63e-03	3.64e-04
2218	02/04/2008	09:00	1.00	40.0	1.00	12.80	811.2	0.20	11.43	7.0	90.76	-7.49	-0.380	3.39e-03	3.71e-04
2219	02/04/2008	10:00	2.20	10.0	1.26	13.60	896.1	0.28	8.28	8.0	53.32	-37.63	-0.156	1.86e-03	3.75e-04
2220	02/04/2008	11:00	4.30	360.0	2.37	14.90	1352.7	0.47	6.01	8.0	59.43	-152.58	-0.106	2.00e-03	3.82e-04
2221	02/04/2008	12:00	5.70	20.0	3.15	14.70	1739.1	0.60	5.20	8.0	61.49	-313.38	-0.085	2.04e-03	3.81e-04
2222	02/04/2008	13:00	4.00	20.0	2.21	14.20	1786.7	0.44	6.23	8.0	59.43	-127.00	-0.112	2.00e-03	3.78e-04
2223	02/04/2008	14:00	4.10	20.0	2.26	13.50	1829.0	0.45	6.15	8.0	53.32	-148.18	-0.099	1.86e-03	3.74e-04
2224	02/04/2008	15:00	4.60	40.0	2.54	14.00	1897.3	0.51	5.81	7.0	90.39	-127.32	-0.148	3.39e-03	3.77e-04
2225	02/04/2008	16:00	4.20	30.0	2.32	13.00	1944.2	0.46	6.08	7.0	64.02	-134.92	-0.115	2.63e-03	3.72e-04
2226	02/04/2008	17:00	2.80	40.0	1.54	12.80	1967.2	0.32	7.47	7.0	32.91	-85.50	-0.086	1.59e-03	3.71e-04
2227	02/04/2008	18:00	4.10	350.0	2.30	11.90	802.9	0.42	6.06	6.0	-2.23	2957.54	0.004	3.81e-04	3.66e-04
2228	02/04/2008	19:00	2.70	10.0	1.47	10.50	155.2	0.23	7.44	6.0	-18.13	90.00	0.065	0.00e+00	3.59e-04
2229	02/04/2008	20:00	2.50	30.0	1.37	9.60	148.8	0.21	7.72	6.0	-16.89	90.00	0.065	0.00e+00	3.54e-04
2230	02/04/2008	21:00	1.30	40.0	1.00	9.10	103.3	0.11	10.58	7.0	-3.25	90.00	0.023	0.00e+00	3.52e-04
2231	02/04/2008	22:00	1.10	50.0	1.00	8.80	93.9	0.10	11.46	7.0	-2.14	90.00	0.018	0.00e+00	3.50e-04
2232	02/04/2008	23:00	1.00	80.0	1.00	8.60	88.9	0.09	11.99	7.0	-1.69	90.00	0.016	0.00e+00	3.49e-04
2233	03/04/2008	00:00	1.40	130.0	1.00	8.00	107.7	0.12	10.21	8.0	-3.92	90.00	0.026	0.00e+00	3.46e-04
2234	03/04/2008	01:00	1.00	120.0	1.00	7.80	88.9	0.09	11.99	6.0	-1.69	90.00	0.015	0.00e+00	3.45e-04
2235	03/04/2008	02:00	1.50	130.0	1.00	7.60	112.0	0.13	9.88	6.0	-4.67	90.00	0.029	0.00e+00	3.44e-04
2236	03/04/2008	03:00	1.00	0.0	1.00	7.50	88.9	0.09	11.99	7.0	-1.69	90.00	0.015	0.00e+00	3.44e-04
2237	03/04/2008	04:00	1.90	50.0	1.05	7.70	127.9	0.16	8.82	8.0	-8.52	90.00	0.042	0.00e+00	3.45e-04
2238	03/04/2008	05:00	1.80	10.0	1.00	7.80	124.1	0.16	9.05	8.0	-7.42	90.00	0.039	0.00e+00	3.45e-04
2239	03/04/2008	06:00	1.50	350.0	1.00	7.90	122.0	0.13	9.86	8.0	-2.03	105.89	0.012	1.51e-04	3.46e-04
2240	03/04/2008	07:00	4.90	350.0	2.73	8.60	1473.5	0.51	5.58	8.0	14.87	-788.37	-0.024	7.75e-04	3.49e-04
2241	03/04/2008	08:00	5.00	350.0	2.77	9.30	1517.4	0.53	5.54	8.0	30.43	-420.58	-0.047	1.27e-03	3.53e-04
2242	03/04/2008	09:00	6.40	350.0	3.53	11.20	1986.8	0.69	4.92	5.0	146.88	-195.61	-0.175	5.53e-03	3.62e-04
2243	03/04/2008	10:00	6.00	10.0	3.33	12.70	2118.5	0.66	5.07	4.0	193.72	-132.59	-0.241	6.96e-03	3.70e-04
2244	03/04/2008	11:00	6.20	360.0	3.45	13.10	2255.7	0.69	4.99	4.0	215.99	-131.86	-0.260	7.47e-03	3.72e-04
2245	03/04/2008	12:00	8.10	350.0	4.47	13.40	2477.1	0.86	4.37	5.0	205.84	-270.54	-0.199	6.96e-03	3.74e-04
2246	03/04/2008	13:00	7.00	20.0	3.86	13.60	2550.9	0.74	4.70	7.0	124.48	-287.41	-0.139	4.21e-03	3.75e-04
2247	03/04/2008	14:00	8.00	20.0	4.42	13.10	2620.2	0.84	4.39	7.0	111.95	-458.52	-0.111	3.92e-03	3.72e-04
2248	03/04/2008	15:00	7.20	20.0	3.97	13.30	2708.1	0.77	4.63	3.0	161.71	-245.01	-0.175	6.35e-03	3.73e-04
2249	03/04/2008	16:00	6.70	360.0	3.70	13.20	2768.2	0.71	4.80	3.0	112.35	-280.18	-0.131	4.94e-03	3.73e-04
2250	03/04/2008	17:00	8.50	20.0	4.71	12.50	2807.3	0.88	4.24	3.0	54.76	-1087.23	-0.052	3.02e-03	3.69e-04
2251	03/04/2008	18:00	7.60	20.0	4.25	11.10	1333.3	0.78	4.46	2.0	-11.37	3677.55	0.012	6.00e-04	3.62e-04
2252	03/04/2008	19:00	5.30	10.0	2.94	10.40	347.7	0.50	5.32	2.0	-53.37	208.63	0.087	0.00e+00	3.58e-04
2253	03/04/2008	20:00	4.90	350.0	2.71	9.50	302.9	0.46	5.53	2.0	-48.67	171.88	0.087	0.00e+00	3.54e-04
2254	03/04/2008	21:00	5.70	350.0	3.16	8.60	386.1	0.54	5.13	1.0	-59.74	238.70	0.089	0.00e+00	3.49e-04
2255	03/04/2008	22:00	6.70	350.0	3.72	7.80	501.7	0.66	4.74	1.0	-72.04	344.15	0.089	0.00e+00	3.45e-04
2256	03/04/2008	23:00	5.20	350.0	2.88	7.20	329.4	0.49	5.37	1.0	-53.81	190.80	0.089	0.00e+00	3.42e-04
2257	04/04/2008	00:00	5.00	350.0	2.76	6.50	305.6	0.46	5.48	0.0	-51.76	171.17	0.090	0.00e+00	3.39e-04
2258	04/04/2008	01:00	5.90	340.0	3.27	6.30	405.2	0.57	5.05	0.0	-63.09	253.70	0.090	0.00e+00	3.38e-04
2259	04/04/2008	02:00	5.90	350.0	3.27	5.70	404.7	0.57	5.05	0.0	-63.21	253.05	0.090	0.00e+00	3.35e-04
2260	04/04/2008	03:00	4.00	350.0	2.15	5.10	191.9	0.34	6.16	0.0	-37.58	90.00	0.090	0.00e+00	3.32e-04
2261	04/04/2008	04:00	6.40	340.0	3.55	5.20	461.8	0.62	4.85	0.0	-69.50	304.27	0.090	0.00e+00	3.32e-04
2262	04/04/2008	05:00	4.70	350.0	2.59	5.00	274.0	0.43	5.64	1.0	-47.82	147.15	0.089	0.00e+00	3.31e-04
2263	04/04/2008	06:00	4.30	350.0	2.52	5.00	420.6	0.44	5.77	0.0	-19.96	389.14	0.036	6.78e-04	3.31e-04
2264	04/04/2008	07:00	4.70	350.0	2.60	6.00	1454.0	0.50	5.73	1.0	51.95	-216.75	-0.083	3.16e-03	3.36e-04
2265	04/04/2008	08:00	6.50	340.0	3.59	7.70	1994.1	0.69	4.88	1.0	114.08	-254.67	-0.134	5.12e-03	3.45e-04
2266	04/04/2008	09:00	6.20	350.0	3.43	9.20	2107.8	0.67	5.00	1.0	165.85	-162.77	-0.201	6.56e-03	3.52e-04
2267	04/04/2008	10:00	7.30	360.0	4.03	11.30	2259.8	0.78	4.60	1.0	203.25	-208.03	-0.214	7.52e-03	3.63e-04
2268	04/04/2008	11:00	7.00	360.0	3.87	12.70	2396.9	0.76	4.70	1.0	225.89	-171.07	-0.246	8.06e-03	3.70e-04
2269	04/04/2008	12:00	7.70	360.0	4.25	13.80	2532.6	0.82	4.48	1.0	232.46	-212.86	-0.234	8.24e-03	3.76e-04
2270	04/04/2008	13:00	8.10	360.0	4.47	14.10	2658.6	0.86	4.37	1.0	223.69	-251.29	-0.216	8.06e-03	3.77e-04
2271	04/04/2008	14:00	7.90	360.0	4.36	14.50	2765.7	0.84	4.42	1.0	198.89	-260.93	-0.197	7.52e-03	3.80e-04
2272	04/04/2008	15:00	7.10	350.0	3.92	14.60	2848.0	0.76	4.67	1.0	160.34	-237.87	-0.176	6.56e-03	3.80e-04
2273	04/04/2008	16:00	7.60	360.0	4.20	14.40	2907.1	0.80	4.50	1.0	110.35	-402.70	-0.115	5.12e-03	3.79e-04
2274	04/04/2008	17:00	7.70	350.0	4.27	13.40	2939.3	0.80	4.46	1.0	51.86	-861.22	-0.054	3.16e-03	3.74e-04
2275	04/04/2008	18:00	5.10	360.0	2.87	12.10	667.8	0.52	5.42	1.0	-12.27	1014.36	0.019	6.77e-04	3.67e-04
2276	04/04/2008	19:00	4.40	360.0	2.43	10.90	245.9	0.40	5.82	1.0	-43.16	127.70	0.089	0.00e+00	3.61e-04
2277	04/04/2008	20:00	4.30	350.0	2.37	10.50	234.9	0.38	5.89	1.0	-41.88	119.72	0.089	0.00e+00	3.59e-04
2278	04/04/2008	21:00	3.00	340.0	1.63	9.70	164.3	0.25	7.07	0.0	-27.73	90.00	0.089	0.00e+00	3.55e-04
2279	04/04/2008	22:00	3.50	340.0	1.89	9.20	178.6	0.30	6.57	0.0	-32.55	90.00	0.090	0.00e+00	3.52e-04
2280	04/04/2008	23:00	3.70	340.0	1.99	8.80	184.1	0.31	6.39	0.0	-34.40	90.00	0.090	0.00e+00	3.50e-04
2281	05/04/2008	00:00	1.60	30.0	1.00	7.60	116.2	0.14	9.57	0.0	-5.50	90.00	0.032	0.00e+00	3.44e-04
2282	05/04/2008	01:00	2.10	360.0	1.16	7.20	135.2	0.18	8.40	0.0	-11.02	90.00	0.049	0.00e+00	3.42e-04
2283	05/04/2008	02:00	1.90	40.0	1.05	5.30	127.9	0.16	8.82	0.0	-8.52	90.00	0.042	0.00e+00	3.33e-04
2284	05/04/2008	03:00	1.00	0.0	1.00	3.80	88.9	0.09	11.99	0.0	-1.69	90.00	0.015	0.00e+00	3.25e-04
2285	05/04/2008	04:00	1.70	340.0	1.00	4.60	120.2	0.15	9.30	0.0	-6.42	90.00	0.035	0.00e+00	3.29e-04
2286	05/04/2008	05:00	1.00	110.0	1.00	4.30	88.9	0.09	11.99	1.0	-1.69	90.00	0.015	0.00e+00	3.28e-04
2287	05/04/2008	06:00	1.00	0.0	1.00	3.10	88.9	0.09	11.99	1.0	-1.69	90.00	0.015	7.50e-04	3.22e-04
2288	05/04/2008	07:00	1.00	0.0	1.00	6.70	537.9	0.19	11.36	1.0	53.68	-10.62	-0.233	3.22e-03	3.40e-04
2289	05/04/2008	08:00	1.00	350.0	1.00	9.00	763.8	0.20	11.46	1.0	114.97	-6.42	-0.462	5.17e-03	3.51e-04
2290	05/04/2008	09:00	1.80	350.0	1.19	10.60	1007.2	0.31	8.57	1.0	165.97	-15.22	-0.445	6.60e-03	3.59e-04
2291	05/04/2008	10:00	1.70	20.0	1.12	11.70	1238.6	0.30	8.84	0.0	201.09	-11.94	-0.550	7.57e-03	3.65e-04
2292	05/04/2008	11:00	2.70	340.0	1.77	13.20	1459.8	0.41	7.01	1.0	226.64	-27.60	-0.453	8.10e-03	3.73e-04
2293	05/04/2008	12:00	3.10	350.0	2.02	13.90	1658.6	0.46	6.54	1.0	233.82	-35.93	-0.425	8.27e-03	3.76e-04
2294	05/04/2008	13:00	2.00	310.0	1.31	15.00	1827.3	0.34	8.15	2.0	225.55	-15.13	-0.555	8.05e-03	3.82e-04
2295	05/04/2008	14:00	1.30	350.0	1.00	16.00	1963.7	0.25	10.11	3.0	199.11	-7.26	-0.655	7.36e-03	3.87e-04
2296	05/04/2008	15:00	1.40	30.0	1.00	15.70	2058.0	0.26	9.71	5.0	145.83	-10.25	-0.474	5.61e-03	3.86e-04
2297	05/04/2008	16:00	4.50	30.0	2.49	15.30	2126.8	0.50	5.87	5.0	103.95	-108.01	-0.172	4.39e-03	3.84e-04
2298	05/04/2008	17:00	3.20	20.0	1.77	14.70	2161.5	0.37	6.98	5.0	54.77	-79.06	-0.124	2.73e-03	3.81e-04
2299	05/04/2008	18:00	1.40	90.0	1.00	13.70	2162.2	0.15	10.43	5.0	1.19	-255.86	-0.007	6.36e-04	3.75e-04
2300	05/04/2008	19:00	1.20	120.0	1.00	11.80	98.7	0.11	10.99	6.0	-2.66	90.00	0.021	0.00e+00	3.65e-04
2301	05/04/2008	20:00	1.00	0.0	1.00	11.70	88.9	0.09	11.99	6.0	-1.69	90.00	0.016	0.00e+00	3.65e-04
2302	05/04/2008	21:00	4.80	350.0	2.67	11.20	350.8	0.46	5.58	6.0	-36.30	238.37	0.065	0.00e+00	3.62e-04
2303	05/04/2008	22:00	2.30	330.0	1.26	11.00	142.1	0.20	8.04	6.0	-13.92	90.00	0.058	0.00e+00	3.61e-04
2304	05/04/2008	23:00	1.00	190.0	1.00	11.20	88.9	0.09	11.99	6.0	-1.69	90.00	0.016	0.00e+00	3.62e-04
2305	06/04/2008	00:00	4.20	310.0	2.34	11.20	306.2	0.40	5.96	7.0	-27.08	209.41	0.056	0.00e+00	3.62e-04
2306	06/04/2008	01:00	3.70	290.0	2.06	10.60	245.1	0.34	6.34	7.0	-23.23	153.16	0.056	0.00e+00	3.59e-04
2307	06/04/2008	02:00	2.40	290.0	1.31	10.00	145.5	0.21	7.88	7.0	-13.93	90.00	0.056	0.00e+00	3.56e-04
2308	06/04/2008	03:00	3.20	310.0	1.75	9.60	180.0	0.28	6.84	7.0	-18.81	99.39	0.056	0.00e+00	3.54e-04
2309	06/04/2008	04:00	2.60	320.0	1.42	9.30	152.0	0.22	7.58	7.0	-15.08	90.00	0.056	0.00e+00	3.53e-04
2310	06/04/2008	05:00	3.60	340.0	2.00	8.80	232.2	0.33	6.42	7.0	-22.56	141.67	0.056	0.00e+00	3.50e-04
2311	06/04/2008	06:00	3.50	350.0	1.96	8.20	1045.3	0.36	6.57	7.0	0.96	-4350.14	-0.002	4.31e-04	3.47e-04
2312	06/04/2008	07:00	2.80	350.0	1.54	8.10	1091.7	0.32	7.47	7.0	35.73	-80.14	-0.091	1.72e-03	3.47e-04
2313	06/04/2008	08:00	3.40	10.0	1.88	7.50	1174.7	0.39	6.76	7.0	68.29	-77.18	-0.142	2.73e-03	3.44e-04
2314	06/04/2008	09:00	2.10	360.0	1.38	8.90	1349.5	0.34	7.93	3.0	171.14	-20.23	-0.410	6.47e-03	3.51e-04
2315	06/04/2008	10:00	2.80	20.0	1.83	9.80	1519.4	0.42	6.88	5.0	186.39	-34.07	-0.366	6.45e-03	3.55e-04
2316	06/04/2008	11:00	1.00	90.0	1.00	10.70	1660.5	0.21	11.51	6.0	176.01	-4.88	-0.676	5.84e-03	3.60e-04
2317	06/04/2008	12:00	1.80	30.0	1.18	11.90	1817.3	0.31	8.59	5.0	211.94	-12.86	-0.556	7.04e-03	3.66e-04
2318	06/04/2008	13:00	1.00	210.0	1.00	12.10	1936.2	0.21	11.51	6.0	174.40	-4.91	-0.674	5.84e-03	3.67e-04
2319	06/04/2008	14:00	2.40	180.0	1.54	12.10	2012.1	0.35	7.51	7.0	114.96	-33.13	-0.270	3.98e-03	3.67e-04
2320	06/04/2008	15:00	1.00	300.0	1.00	11.60	2071.4	0.20	11.44	7.0	94.56	-7.29	-0.392	3.48e-03	3.64e-04
2321	06/04/2008	16:00	1.00	130.0	1.00	10.70	2127.3	0.20	11.43	6.0	92.15	-7.42	-0.382	3.75e-03	3.60e-04
2322	06/04/2008	17:00	2.70	10.0	1.50	10.70	2157.3	0.32	7.59	6.0	48.75	-58.75	-0.125	2.36e-03	3.60e-04
2323	06/04/2008	18:00	3.90	360.0	2.18	9.90	2160.0	0.40	6.22	5.0	0.73	-7838.54	-0.001	6.97e-04	3.56e-04
2324	06/04/2008	19:00	8.30	310.0	4.66	8.40	775.6	0.84	4.25	5.0	-74.55	695.46	0.072	0.00e+00	3.48e-04
2325	06/04/2008	20:00	5.30	310.0	2.94	7.50	366.9	0.51	5.32	4.0	-49.19	233.26	0.079	0.00e+00	3.44e-04
2326	06/04/2008	21:00	4.60	280.0	2.55	6.80	287.0	0.43	5.70	4.0	-41.58	165.39	0.079	0.00e+00	3.40e-04
2327	06/04/2008	22:00	8.90	270.0	4.98	6.30	801.0	0.90	4.11	3.0	-92.78	682.92	0.084	0.00e+00	3.38e-04
2328	06/04/2008	23:00	6.60	290.0	3.67	4.30	503.8	0.65	4.77	3.0	-67.49	353.59	0.084	0.00e+00	3.28e-04
2329	07/04/2008	00:00	4.30	300.0	2.37	3.80	234.9	0.38	5.89	2.0	-41.88	119.72	0.087	0.00e+00	3.25e-04
2330	07/04/2008	01:00	3.20	290.0	1.73	3.30	170.2	0.27	6.86	2.0	-29.54	90.00	0.087	0.00e+00	3.23e-04
2331	07/04/2008	02:00	2.50	340.0	1.37	3.00	148.8	0.21	7.72	1.0	-17.27	90.00	0.065	0.00e+00	3.21e-04
2332	07/04/2008	03:00	2.20	350.0	1.21	2.00	138.7	0.19	8.21	1.0	-12.42	90.00	0.052	0.00e+00	3.17e-04
2333	07/04/2008	04:00	2.40	120.0	1.31	0.60	145.5	0.21	7.88	0.0	-15.54	90.00	0.060	0.00e+00	3.10e-04
2334	07/04/2008	05:00	1.40	100.0	1.00	0.00	107.7	0.12	10.21	1.0	-3.92	90.00	0.025	0.00e+00	3.07e-04
2335	07/04/2008	06:00	1.10	170.0	1.00	0.50	93.9	0.10	11.46	1.0	-2.14	90.00	0.017	8.93e-04	3.09e-04
2336	07/04/2008	07:00	1.00	210.0	1.00	3.90	542.0	0.19	11.37	1.0	57.54	-10.14	-0.245	3.34e-03	3.26e-04
2337	07/04/2008	08:00	1.20	40.0	1.00	5.20	774.8	0.23	10.47	1.0	120.89	-8.70	-0.426	5.27e-03	3.32e-04
2338	07/04/2008	09:00	1.20	220.0	1.00	5.10	1023.3	0.24	10.51	2.0	177.85	-6.74	-0.599	6.64e-03	3.32e-04
2339	07/04/2008	10:00	1.30	50.0	1.00	7.20	1262.3	0.26	10.12	2.0	216.15	-6.88	-0.683	7.58e-03	3.42e-04
2340	07/04/2008	11:00	1.50	360.0	1.00	7.70	1484.3	0.28	9.43	2.0	240.93	-8.35	-0.690	8.11e-03	3.45e-04
2341	07/04/2008	12:00	2.50	30.0	1.63	7.60	1685.9	0.40	7.29	2.0	249.83	-21.97	-0.512	8.28e-03	3.44e-04
2342	07/04/2008	13:00	1.30	30.0	1.00	9.10	1855.3	0.26	10.14	1.0	236.62	-6.48	-0.745	8.16e-03	3.52e-04
2343	07/04/2008	14:00	3.40	80.0	2.16	9.30	1998.2	0.47	6.33	1.0	210.94	-44.59	-0.363	7.63e-03	3.53e-04
2344	07/04/2008	15:00	2.70	50.0	1.76	9.20	2105.6	0.40	7.01	1.0	170.75	-33.52	-0.347	6.69e-03	3.52e-04
2345	07/04/2008	16:00	2.90	40.0	1.76	9.70	2178.6	0.39	7.01	2.0	120.35	-43.06	-0.253	5.23e-03	3.55e-04
2346	07/04/2008	17:00	4.30	350.0	2.37	9.50	2216.4	0.47	6.01	2.0	59.80	-151.77	-0.104	3.32e-03	3.54e-04
2347	07/04/2008	18:00	3.10	360.0	1.75	7.80	460.4	0.32	6.94	3.0	-3.12	890.94	0.008	8.70e-04	3.45e-04
2348	07/04/2008	19:00	2.50	10.0	1.37	6.20	148.8	0.21	7.72	3.0	-17.27	90.00	0.065	0.00e+00	3.37e-04
2349	07/04/2008	20:00	2.00	10.0	1.10	5.40	131.6	0.17	8.60	4.0	-9.72	90.00	0.045	0.00e+00	3.33e-04
2350	07/04/2008	21:00	2.10	360.0	1.16	5.40	135.2	0.18	8.40	4.0	-11.02	90.00	0.049	0.00e+00	3.33e-04
2351	07/04/2008	22:00	2.50	350.0	1.37	5.60	148.8	0.21	7.72	5.0	-17.27	90.00	0.065	0.00e+00	3.34e-04
2352	07/04/2008	23:00	2.50	340.0	1.37	5.30	148.8	0.21	7.72	5.0	-17.27	90.00	0.065	0.00e+00	3.33e-04
2353	08/04/2008	00:00	2.50	330.0	1.37	4.70	148.8	0.21	7.72	6.0	-17.19	90.00	0.065	0.00e+00	3.30e-04
2354	08/04/2008	01:00	1.00	350.0	1.00	3.80	88.9	0.09	11.99	6.0	-1.69	90.00	0.015	0.00e+00	3.25e-04
2355	08/04/2008	02:00	1.10	10.0	1.00	3.80	93.9	0.10	11.46	7.0	-2.14	90.00	0.018	0.00e+00	3.25e-04
2356	08/04/2008	03:00	1.40	10.0	1.00	3.90	107.7	0.12	10.21	7.0	-3.92	90.00	0.026	0.00e+00	3.26e-04
2357	08/04/2008	04:00	1.20	40.0	1.00	3.80	98.7	0.11	10.99	7.0	-2.66	90.00	0.020	0.00e+00	3.25e-04
2358	08/04/2008	05:00	1.00	20.0	1.00	3.90	88.9	0.09	11.99	8.0	-1.69	90.00	0.015	0.00e+00	3.26e-04
2359	08/04/2008	06:00	1.60	70.0	1.00	4.20	187.7	0.16	9.61	8.0	-1.32	254.37	0.007	2.41e-04	3.27e-04
2360	08/04/2008	07:00	2.10	50.0	1.15	4.30	692.1	0.24	8.64	8.0	15.90	-76.39	-0.053	8.49e-04	3.28e-04
2361	08/04/2008	08:00	1.00	20.0	1.00	4.00	380.4	0.13	12.61	8.0	8.86	-22.78	-0.054	1.33e-03	3.26e-04
2362	08/04/2008	09:00	1.00	20.0	1.00	4.40	441.8	0.15	11.97	8.0	18.08	-17.48	-0.095	1.68e-03	3.28e-04
2363	08/04/2008	10:00	1.00	240.0	1.00	5.50	508.7	0.16	11.60	8.0	24.32	-16.26	-0.119	1.92e-03	3.34e-04
2364	08/04/2008	11:00	1.30	220.0	1.00	5.10	579.0	0.19	10.47	8.0	29.12	-21.70	-0.121	2.05e-03	3.32e-04
2365	08/04/2008	12:00	1.00	200.0	1.00	5.40	642.9	0.17	11.39	8.0	30.33	-15.12	-0.141	2.09e-03	3.33e-04
2366	08/04/2008	13:00	3.70	120.0	2.05	6.70	1150.0	0.40	6.46	8.0	27.52	-202.48	-0.056	2.05e-03	3.40e-04
2367	08/04/2008	14:00	3.20	130.0	1.77	7.80	1215.0	0.37	6.98	8.0	55.83	-77.93	-0.124	1.92e-03	3.45e-04
2368	08/04/2008	15:00	4.20	130.0	2.33	9.60	1368.5	0.47	6.08	7.0	97.05	-96.74	-0.167	3.52e-03	3.54e-04
2369	08/04/2008	16:00	5.10	160.0	2.82	10.70	1579.4	0.55	5.51	7.0	69.43	-207.91	-0.104	2.78e-03	3.60e-04
2370	08/04/2008	17:00	4.50	160.0	2.49	10.50	1616.3	0.48	5.85	7.0	37.80	-257.18	-0.065	1.78e-03	3.59e-04
2371	08/04/2008	18:00	3.90	150.0	2.18	10.00	1623.2	0.40	6.23	7.0	3.59	-1628.65	-0.007	5.05e-04	3.56e-04
