i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
27	02/01/2008	02:00	1.00	140.0	1.00	-1.80	88.9	0.09	11.99	8.0	-1.71	90.00	0.015	0.00e+00	3.01e-04
28	02/01/2008	03:00	1.00	0.0	1.00	-1.60	88.9	0.09	11.99	8.0	-1.71	90.00	0.015	0.00e+00	3.02e-04
29	02/01/2008	04:00	1.00	120.0	1.00	-1.60	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.02e-04
30	02/01/2008	05:00	1.10	100.0	1.00	-1.90	93.9	0.10	11.46	6.0	-2.16	90.00	0.017	0.00e+00	3.01e-04
31	02/01/2008	06:00	1.00	100.0	1.00	-2.30	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	2.99e-04
32	02/01/2008	07:00	1.00	0.0	1.00	-2.50	88.9	0.09	11.99	2.0	-1.71	90.00	0.015	0.00e+00	2.98e-04
33	02/01/2008	08:00	1.00	0.0	1.00	-2.80	88.9	0.09	11.99	3.0	-1.71	90.00	0.015	2.78e-04	2.97e-04
34	02/01/2008	09:00	1.00	0.0	1.00	-1.20	497.3	0.17	11.42	5.0	29.75	-15.30	-0.134	1.88e-03	3.04e-04
35	02/01/2008	10:00	1.00	0.0	1.00	-0.20	637.6	0.19	11.38	5.0	64.35	-9.47	-0.265	3.00e-03	3.09e-04
36	02/01/2008	11:00	1.00	340.0	1.00	0.80	766.2	0.19	11.40	6.0	73.20	-8.69	-0.298	3.09e-03	3.14e-04
37	02/01/2008	12:00	1.00	270.0	1.00	2.90	884.4	0.19	11.41	6.0	78.66	-8.29	-0.320	3.27e-03	3.24e-04
38	02/01/2008	13:00	1.20	360.0	1.00	4.10	996.2	0.22	10.42	5.0	84.30	-11.14	-0.305	3.65e-03	3.30e-04
39	02/01/2008	14:00	1.60	360.0	1.06	5.00	1078.5	0.26	9.06	4.0	67.31	-22.21	-0.209	3.28e-03	3.35e-04
40	02/01/2008	15:00	1.20	10.0	1.00	4.60	1109.0	0.18	10.86	6.0	26.39	-20.14	-0.116	1.59e-03	3.33e-04
41	02/01/2008	16:00	1.00	120.0	1.00	3.70	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	1.49e-04	3.28e-04
42	02/01/2008	17:00	2.20	130.0	1.21	4.30	138.7	0.19	8.21	7.0	-12.54	90.00	0.053	0.00e+00	3.31e-04
43	02/01/2008	18:00	2.50	120.0	1.37	3.70	148.8	0.21	7.72	7.0	-14.96	90.00	0.056	0.00e+00	3.28e-04
44	02/01/2008	19:00	3.10	130.0	1.68	3.70	167.3	0.26	6.96	7.0	-18.41	90.00	0.056	0.00e+00	3.28e-04
45	02/01/2008	20:00	3.10	130.0	1.68	2.80	167.3	0.26	6.96	7.0	-18.47	90.00	0.056	0.00e+00	3.24e-04
46	02/01/2008	21:00	1.00	80.0	1.00	2.70	88.9	0.09	11.99	8.0	-1.71	90.00	0.015	0.00e+00	3.23e-04
47	02/01/2008	22:00	1.70	330.0	1.00	2.30	120.2	0.15	9.30	8.0	-6.48	90.00	0.035	0.00e+00	3.21e-04
48	02/01/2008	23:00	1.30	50.0	1.00	2.10	103.3	0.11	10.58	8.0	-3.28	90.00	0.023	0.00e+00	3.20e-04
49	03/01/2008	00:00	2.00	120.0	1.10	3.10	131.6	0.17	8.60	8.0	-9.80	90.00	0.045	0.00e+00	3.25e-04
50	03/01/2008	01:00	3.30	120.0	1.84	3.20	224.5	0.31	6.70	8.0	-17.36	145.77	0.045	0.00e+00	3.26e-04
51	03/01/2008	02:00	3.60	120.0	2.01	3.20	262.0	0.34	6.42	8.0	-19.35	181.09	0.045	0.00e+00	3.26e-04
52	03/01/2008	03:00	1.00	260.0	1.00	3.10	88.9	0.09	11.99	8.0	-1.71	90.00	0.015	0.00e+00	3.25e-04
53	03/01/2008	04:00	2.30	120.0	1.26	2.60	142.1	0.20	8.04	8.0	-11.23	90.00	0.045	0.00e+00	3.23e-04
54	03/01/2008	05:00	2.80	100.0	1.52	2.40	158.3	0.24	7.31	8.0	-13.58	90.00	0.045	0.00e+00	3.22e-04
55	03/01/2008	06:00	3.80	120.0	2.13	2.30	286.9	0.36	6.25	8.0	-20.72	205.53	0.045	0.00e+00	3.21e-04
56	03/01/2008	07:00	1.30	30.0	1.00	2.40	103.3	0.11	10.58	8.0	-3.28	90.00	0.023	0.00e+00	3.22e-04
57	03/01/2008	08:00	1.80	180.0	1.00	2.60	124.1	0.16	9.05	8.0	-6.17	90.00	0.031	7.60e-05	3.23e-04
58	03/01/2008	09:00	3.80	120.0	2.12	3.50	1145.7	0.40	6.32	8.0	7.05	-789.15	-0.014	5.57e-04	3.27e-04
59	03/01/2008	10:00	4.70	130.0	2.60	5.50	1456.1	0.50	5.73	6.0	54.71	-208.80	-0.087	2.55e-03	3.37e-04
60	03/01/2008	11:00	4.10	130.0	2.26	7.40	1522.6	0.45	6.16	6.0	71.74	-116.63	-0.127	3.10e-03	3.47e-04
61	03/01/2008	12:00	4.20	120.0	2.32	6.80	1590.9	0.47	6.08	6.0	77.78	-115.90	-0.134	3.28e-03	3.44e-04
62	03/01/2008	13:00	3.40	100.0	1.88	7.60	1634.6	0.38	6.77	7.0	52.42	-95.08	-0.110	2.26e-03	3.48e-04
63	03/01/2008	14:00	3.20	120.0	1.76	9.60	1667.6	0.36	6.98	7.0	40.06	-101.82	-0.091	1.86e-03	3.58e-04
64	03/01/2008	15:00	3.40	130.0	1.89	8.80	1685.4	0.37	6.73	7.0	20.30	-214.37	-0.045	1.17e-03	3.54e-04
65	03/01/2008	16:00	3.30	130.0	1.86	8.90	422.4	0.33	6.72	7.0	-5.32	625.02	0.013	1.59e-04	3.54e-04
66	03/01/2008	17:00	5.30	170.0	2.97	10.70	447.0	0.52	5.31	7.0	-35.79	356.77	0.056	0.00e+00	3.63e-04
67	03/01/2008	18:00	2.20	100.0	1.21	9.60	138.7	0.19	8.21	7.0	-12.54	90.00	0.054	0.00e+00	3.58e-04
68	03/01/2008	19:00	1.00	110.0	1.00	6.90	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.44e-04
69	03/01/2008	20:00	1.60	130.0	1.00	6.30	116.2	0.14	9.57	7.0	-5.55	90.00	0.032	0.00e+00	3.41e-04
70	03/01/2008	21:00	2.30	120.0	1.26	6.30	142.1	0.20	8.04	7.0	-13.68	90.00	0.056	0.00e+00	3.41e-04
71	03/01/2008	22:00	3.00	110.0	1.63	5.70	164.3	0.25	7.07	7.0	-17.71	90.00	0.056	0.00e+00	3.38e-04
72	03/01/2008	23:00	2.30	100.0	1.26	5.40	142.1	0.20	8.04	8.0	-11.12	90.00	0.045	0.00e+00	3.37e-04
73	04/01/2008	00:00	2.10	300.0	1.16	5.40	135.2	0.18	8.40	8.0	-10.19	90.00	0.045	0.00e+00	3.37e-04
74	04/01/2008	01:00	2.30	40.0	1.26	4.40	142.1	0.20	8.04	8.0	-11.16	90.00	0.045	0.00e+00	3.32e-04
75	04/01/2008	02:00	2.20	340.0	1.21	4.70	138.7	0.19	8.21	8.0	-10.68	90.00	0.045	0.00e+00	3.33e-04
76	04/01/2008	03:00	2.70	350.0	1.47	4.70	155.2	0.23	7.44	8.0	-13.01	90.00	0.045	0.00e+00	3.33e-04
77	04/01/2008	04:00	1.60	70.0	1.00	4.30	116.2	0.14	9.57	8.0	-5.55	90.00	0.032	0.00e+00	3.31e-04
78	04/01/2008	05:00	1.20	350.0	1.00	4.20	98.7	0.11	10.99	8.0	-2.68	90.00	0.020	0.00e+00	3.31e-04
79	04/01/2008	06:00	1.10	320.0	1.00	3.90	93.9	0.10	11.46	8.0	-2.16	90.00	0.018	0.00e+00	3.29e-04
80	04/01/2008	07:00	1.40	80.0	1.00	3.70	107.7	0.12	10.21	6.0	-3.96	90.00	0.026	0.00e+00	3.28e-04
81	04/01/2008	08:00	1.10	50.0	1.00	3.50	93.9	0.10	11.46	8.0	-2.16	90.00	0.018	8.10e-05	3.27e-04
82	04/01/2008	09:00	1.20	330.0	1.00	3.70	421.6	0.15	11.52	8.0	7.25	-38.28	-0.039	5.62e-04	3.28e-04
83	04/01/2008	10:00	1.00	40.0	1.00	4.60	471.8	0.15	12.04	8.0	17.30	-17.69	-0.091	8.92e-04	3.33e-04
84	04/01/2008	11:00	2.90	130.0	1.60	5.50	924.2	0.32	7.32	8.0	23.60	-123.78	-0.059	1.08e-03	3.37e-04
85	04/01/2008	12:00	1.60	90.0	1.00	6.20	930.3	0.18	9.82	8.0	3.71	-132.74	-0.017	1.15e-03	3.41e-04
86	04/01/2008	13:00	2.90	140.0	1.61	8.60	1004.8	0.34	7.33	7.0	52.67	-65.56	-0.125	2.27e-03	3.53e-04
87	04/01/2008	14:00	4.50	170.0	2.49	10.10	1401.4	0.49	5.86	6.0	54.78	-185.94	-0.091	2.56e-03	3.60e-04
88	04/01/2008	15:00	4.00	160.0	2.22	9.70	1425.9	0.42	6.19	7.0	20.81	-326.08	-0.040	1.18e-03	3.58e-04
89	04/01/2008	16:00	2.30	110.0	1.33	7.60	203.6	0.22	7.89	7.0	-5.71	176.95	0.020	1.70e-04	3.48e-04
90	04/01/2008	17:00	3.00	200.0	1.63	7.80	164.3	0.25	7.07	7.0	-17.58	90.00	0.056	0.00e+00	3.49e-04
91	04/01/2008	18:00	3.20	240.0	1.75	7.60	178.7	0.28	6.84	7.0	-19.08	98.14	0.056	0.00e+00	3.48e-04
92	04/01/2008	19:00	1.90	160.0	1.05	7.60	127.9	0.16	8.82	7.0	-8.61	90.00	0.042	0.00e+00	3.48e-04
93	04/01/2008	20:00	2.10	120.0	1.16	6.90	135.2	0.18	8.40	7.0	-11.13	90.00	0.049	0.00e+00	3.44e-04
94	04/01/2008	21:00	1.60	80.0	1.00	6.10	116.2	0.14	9.57	7.0	-5.55	90.00	0.032	0.00e+00	3.40e-04
95	04/01/2008	22:00	1.50	120.0	1.00	6.10	112.0	0.13	9.88	7.0	-4.71	90.00	0.029	0.00e+00	3.40e-04
96	04/01/2008	23:00	3.40	140.0	1.88	6.70	206.9	0.31	6.60	7.0	-21.22	120.22	0.056	0.00e+00	3.43e-04
97	05/01/2008	00:00	5.80	140.0	3.24	7.00	472.7	0.57	5.08	6.0	-46.11	360.54	0.065	0.00e+00	3.45e-04
98	05/01/2008	01:00	5.50	170.0	3.07	8.00	435.2	0.54	5.22	6.0	-43.31	321.40	0.065	0.00e+00	3.50e-04
99	05/01/2008	02:00	1.50	270.0	1.00	7.60	112.0	0.13	9.88	6.0	-4.71	90.00	0.029	0.00e+00	3.48e-04
100	05/01/2008	03:00	2.10	360.0	1.16	7.40	135.2	0.18	8.40	6.0	-11.13	90.00	0.050	0.00e+00	3.47e-04
101	05/01/2008	04:00	4.10	160.0	2.28	7.80	265.6	0.38	6.03	6.0	-30.65	160.62	0.065	0.00e+00	3.49e-04
102	05/01/2008	05:00	5.80	180.0	3.24	8.90	474.3	0.57	5.08	6.0	-45.83	363.35	0.065	0.00e+00	3.54e-04
103	05/01/2008	06:00	7.20	200.0	4.04	9.80	662.9	0.72	4.56	6.0	-57.85	584.63	0.065	0.00e+00	3.59e-04
104	05/01/2008	07:00	6.60	180.0	3.71	9.50	625.2	0.67	4.76	7.0	-45.67	573.50	0.056	0.00e+00	3.57e-04
105	05/01/2008	08:00	7.20	190.0	4.02	9.60	1561.8	0.74	4.58	7.0	-4.44	8099.42	0.005	1.81e-04	3.58e-04
106	05/01/2008	09:00	8.20	190.0	4.56	10.30	2434.7	0.84	4.31	7.0	21.26	-2511.63	-0.020	1.19e-03	3.61e-04
107	05/01/2008	10:00	9.90	190.0	5.49	10.40	2934.6	1.02	3.93	7.0	40.72	-2296.70	-0.033	1.88e-03	3.62e-04
108	05/01/2008	11:00	9.30	190.0	5.17	10.80	2958.1	0.95	4.05	7.0	17.99	-4299.72	-0.015	2.28e-03	3.64e-04
109	05/01/2008	12:00	10.50	190.0	5.83	11.00	3106.7	1.08	3.81	8.0	26.94	-4119.11	-0.020	1.15e-03	3.65e-04
110	05/01/2008	13:00	10.40	190.0	5.77	10.70	3136.6	1.07	3.83	8.0	24.88	-4333.33	-0.019	1.09e-03	3.63e-04
111	05/01/2008	14:00	10.30	190.0	5.72	10.40	3163.0	1.06	3.85	8.0	18.98	-5516.21	-0.015	8.97e-04	3.62e-04
112	05/01/2008	15:00	9.50	180.0	5.28	10.00	3181.3	0.97	4.00	8.0	9.55	-8612.20	-0.008	5.67e-04	3.60e-04
113	05/01/2008	16:00	10.90	190.0	6.08	10.00	2139.5	1.12	3.73	8.0	-15.45	8023.70	0.011	8.64e-05	3.60e-04
114	05/01/2008	17:00	10.50	190.0	5.84	9.60	1304.4	1.07	3.80	8.0	-59.31	1821.49	0.045	0.00e+00	3.58e-04
115	05/01/2008	18:00	9.20	190.0	5.13	9.40	1085.8	0.93	4.06	8.0	-51.92	1392.99	0.045	0.00e+00	3.57e-04
116	05/01/2008	19:00	8.90	200.0	5.01	9.20	965.8	0.91	4.10	7.0	-62.46	1069.42	0.056	0.00e+00	3.56e-04
117	05/01/2008	20:00	8.90	200.0	5.01	9.30	907.0	0.91	4.10	6.0	-72.53	914.13	0.065	0.00e+00	3.56e-04
118	05/01/2008	21:00	13.80	180.0	7.66	9.70	1656.9	1.40	3.32	6.0	-111.92	2185.71	0.065	0.00e+00	3.58e-04
119	05/01/2008	22:00	14.50	180.0	8.05	10.10	1774.7	1.47	3.24	6.0	-117.46	2417.84	0.065	0.00e+00	3.60e-04
120	05/01/2008	23:00	13.90	190.0	7.72	10.20	1674.6	1.41	3.31	6.0	-112.54	2221.68	0.065	0.00e+00	3.61e-04
121	06/01/2008	00:00	12.40	180.0	6.89	10.10	1429.5	1.26	3.50	6.0	-100.34	1764.26	0.065	0.00e+00	3.60e-04
122	06/01/2008	01:00	12.60	190.0	7.00	10.40	1675.7	1.28	3.47	8.0	-71.05	2636.40	0.045	0.00e+00	3.62e-04
123	06/01/2008	02:00	11.40	190.0	6.34	10.80	1462.7	1.16	3.65	8.0	-64.16	2159.13	0.045	0.00e+00	3.64e-04
124	06/01/2008	03:00	11.20	190.0	6.23	10.60	1427.3	1.14	3.68	8.0	-63.08	2082.06	0.045	0.00e+00	3.63e-04
125	06/01/2008	04:00	6.00	200.0	3.39	9.50	598.7	0.61	4.98	8.0	-33.78	590.10	0.045	0.00e+00	3.57e-04
126	06/01/2008	05:00	3.70	180.0	2.05	9.20	220.7	0.33	6.33	6.0	-26.76	124.30	0.065	0.00e+00	3.56e-04
127	06/01/2008	06:00	2.40	180.0	1.31	9.10	145.5	0.21	7.88	7.0	-14.11	90.00	0.056	0.00e+00	3.55e-04
128	06/01/2008	07:00	2.30	240.0	1.26	9.10	142.1	0.20	8.04	7.0	-13.54	90.00	0.056	0.00e+00	3.55e-04
129	06/01/2008	08:00	1.00	160.0	1.00	9.00	88.9	0.09	11.99	7.0	-1.71	90.00	0.016	1.93e-04	3.55e-04
130	06/01/2008	09:00	1.40	210.0	1.00	9.30	535.2	0.19	10.50	7.0	21.29	-26.64	-0.093	1.20e-03	3.56e-04
131	06/01/2008	10:00	1.00	190.0	1.00	9.80	626.3	0.18	11.32	7.0	40.98	-12.84	-0.184	1.89e-03	3.59e-04
132	06/01/2008	11:00	1.00	180.0	1.00	10.30	676.1	0.17	11.58	8.0	24.94	-16.19	-0.122	1.09e-03	3.61e-04
133	06/01/2008	12:00	2.20	180.0	1.21	10.80	747.0	0.26	8.44	8.0	27.05	-57.03	-0.085	1.16e-03	3.64e-04
134	06/01/2008	13:00	3.30	190.0	1.83	10.60	1035.7	0.36	6.85	8.0	25.01	-164.37	-0.057	1.09e-03	3.63e-04
135	06/01/2008	14:00	1.50	210.0	1.00	10.50	112.0	0.13	9.88	8.0	-2.28	90.00	0.014	9.02e-04	3.62e-04
136	06/01/2008	15:00	1.00	180.0	1.00	10.50	386.2	0.13	12.57	8.0	9.89	-21.56	-0.060	5.73e-04	3.62e-04
137	06/01/2008	16:00	1.00	150.0	1.00	10.10	88.9	0.09	11.99	8.0	-1.71	90.00	0.016	9.21e-05	3.60e-04
138	06/01/2008	17:00	1.40	190.0	1.00	9.60	107.7	0.12	10.21	8.0	-3.96	90.00	0.026	0.00e+00	3.58e-04
139	06/01/2008	18:00	1.40	180.0	1.00	9.60	107.7	0.12	10.21	7.0	-3.96	90.00	0.026	0.00e+00	3.58e-04
140	06/01/2008	19:00	3.00	170.0	1.63	9.70	164.3	0.25	7.07	7.0	-17.46	90.00	0.056	0.00e+00	3.58e-04
141	06/01/2008	20:00	3.70	190.0	2.07	10.00	278.7	0.35	6.33	8.0	-19.59	199.49	0.045	0.00e+00	3.60e-04
142	06/01/2008	21:00	1.20	200.0	1.00	10.10	98.7	0.11	10.99	7.0	-2.68	90.00	0.021	0.00e+00	3.60e-04
143	06/01/2008	22:00	2.20	170.0	1.21	10.10	138.7	0.19	8.21	7.0	-12.54	90.00	0.054	0.00e+00	3.60e-04
144	06/01/2008	23:00	1.80	120.0	1.00	9.90	124.1	0.16	9.05	7.0	-7.50	90.00	0.039	0.00e+00	3.59e-04
145	07/01/2008	00:00	2.00	170.0	1.10	9.90	131.6	0.17	8.60	8.0	-9.56	90.00	0.045	0.00e+00	3.59e-04
146	07/01/2008	01:00	2.50	180.0	1.37	10.40	148.8	0.21	7.72	6.0	-17.01	90.00	0.065	0.00e+00	3.62e-04
147	07/01/2008	02:00	4.80	180.0	2.67	10.70	350.5	0.46	5.58	6.0	-36.72	237.86	0.065	0.00e+00	3.63e-04
148	07/01/2008	03:00	3.90	200.0	2.17	10.60	269.1	0.37	6.18	7.0	-25.05	174.58	0.056	0.00e+00	3.63e-04
149	07/01/2008	04:00	5.30	190.0	2.99	10.60	497.2	0.53	5.30	8.0	-29.43	453.27	0.045	0.00e+00	3.63e-04
150	07/01/2008	05:00	5.90	180.0	3.33	10.70	585.0	0.60	5.02	8.0	-33.04	571.89	0.045	0.00e+00	3.63e-04
151	07/01/2008	06:00	5.60	190.0	3.16	10.80	540.8	0.56	5.15	8.0	-31.22	511.28	0.045	0.00e+00	3.64e-04
152	07/01/2008	07:00	5.10	200.0	2.87	10.80	468.8	0.51	5.40	8.0	-28.20	416.98	0.045	0.00e+00	3.64e-04
153	07/01/2008	08:00	2.30	220.0	1.26	11.00	142.1	0.20	8.04	8.0	-10.90	90.00	0.045	9.82e-05	3.65e-04
154	07/01/2008	09:00	1.40	350.0	1.00	11.20	184.8	0.14	10.30	7.0	-0.76	304.78	0.005	1.21e-03	3.66e-04
155	07/01/2008	10:00	2.80	340.0	1.54	11.50	931.3	0.32	7.47	7.0	41.49	-72.04	-0.105	1.90e-03	3.68e-04
156	07/01/2008	11:00	1.60	360.0	1.07	12.50	1041.9	0.26	9.02	5.0	84.03	-19.55	-0.260	3.73e-03	3.73e-04
157	07/01/2008	12:00	4.70	350.0	2.60	13.40	1498.2	0.52	5.75	3.0	98.93	-125.78	-0.156	4.52e-03	3.78e-04
158	07/01/2008	13:00	3.00	330.0	1.72	12.80	1577.0	0.37	7.09	3.0	91.58	-50.19	-0.201	4.28e-03	3.74e-04
159	07/01/2008	14:00	4.30	330.0	2.37	12.70	1627.6	0.47	6.00	6.0	56.03	-161.92	-0.098	2.61e-03	3.74e-04
160	07/01/2008	15:00	1.80	20.0	1.02	11.30	1654.2	0.23	9.23	3.0	33.71	-33.09	-0.118	2.25e-03	3.67e-04
161	07/01/2008	16:00	1.00	70.0	1.00	10.40	88.9	0.09	11.99	2.0	-1.71	90.00	0.016	3.90e-04	3.62e-04
162	07/01/2008	17:00	1.30	40.0	1.00	8.10	103.3	0.11	10.58	2.0	-3.28	90.00	0.023	0.00e+00	3.50e-04
163	07/01/2008	18:00	1.70	30.0	1.00	7.10	120.2	0.15	9.30	2.0	-6.48	90.00	0.035	0.00e+00	3.45e-04
164	07/01/2008	19:00	1.10	200.0	1.00	5.40	93.9	0.10	11.46	2.0	-2.16	90.00	0.018	0.00e+00	3.37e-04
165	07/01/2008	20:00	1.00	190.0	1.00	4.10	88.9	0.09	11.99	2.0	-1.71	90.00	0.015	0.00e+00	3.30e-04
166	07/01/2008	21:00	1.00	260.0	1.00	3.70	88.9	0.09	11.99	2.0	-1.71	90.00	0.015	0.00e+00	3.28e-04
167	07/01/2008	22:00	1.10	180.0	1.00	2.70	93.9	0.10	11.46	2.0	-2.16	90.00	0.018	0.00e+00	3.23e-04
168	07/01/2008	23:00	1.10	160.0	1.00	2.20	93.9	0.10	11.46	1.0	-2.16	90.00	0.018	0.00e+00	3.21e-04
169	08/01/2008	00:00	1.00	190.0	1.00	1.60	88.9	0.09	11.99	1.0	-1.71	90.00	0.015	0.00e+00	3.18e-04
170	08/01/2008	01:00	1.00	130.0	1.00	1.00	88.9	0.09	11.99	1.0	-1.71	90.00	0.015	0.00e+00	3.15e-04
171	08/01/2008	02:00	1.30	110.0	1.00	0.50	103.3	0.11	10.58	0.0	-3.28	90.00	0.023	0.00e+00	3.12e-04
172	08/01/2008	03:00	1.00	0.0	1.00	0.00	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.10e-04
173	08/01/2008	04:00	1.00	140.0	1.00	-0.50	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.08e-04
174	08/01/2008	05:00	1.00	0.0	1.00	-1.00	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.05e-04
175	08/01/2008	06:00	1.00	0.0	1.00	-1.10	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.05e-04
176	08/01/2008	07:00	1.00	80.0	1.00	-1.10	88.9	0.09	11.99	0.0	-1.71	90.00	0.015	0.00e+00	3.05e-04
177	08/01/2008	08:00	2.00	90.0	1.10	-0.40	131.6	0.17	8.60	0.0	-9.82	90.00	0.045	4.19e-04	3.08e-04
178	08/01/2008	09:00	1.10	60.0	1.00	0.20	509.9	0.18	11.12	1.0	27.52	-17.83	-0.122	2.34e-03	3.11e-04
179	08/01/2008	10:00	1.30	320.0	1.00	0.50	665.4	0.23	9.99	3.0	72.90	-14.35	-0.251	3.55e-03	3.12e-04
180	08/01/2008	11:00	1.50	40.0	1.00	1.90	815.6	0.25	9.32	5.0	88.53	-16.59	-0.274	3.75e-03	3.19e-04
181	08/01/2008	12:00	1.50	330.0	1.00	4.40	957.9	0.26	9.34	1.0	100.33	-15.21	-0.309	4.66e-03	3.32e-04
182	08/01/2008	13:00	1.80	360.0	1.20	5.80	1072.4	0.29	8.52	1.0	91.28	-23.20	-0.253	4.41e-03	3.39e-04
183	08/01/2008	14:00	1.50	350.0	1.00	6.40	1148.6	0.25	9.31	1.0	66.77	-20.05	-0.216	3.65e-03	3.42e-04
184	08/01/2008	15:00	1.70	60.0	1.00	6.90	1180.8	0.22	9.52	6.0	29.25	-32.07	-0.107	1.68e-03	3.44e-04
185	08/01/2008	16:00	1.10	70.0	1.00	5.20	93.9	0.10	11.46	6.0	-2.16	90.00	0.018	3.01e-04	3.36e-04
186	08/01/2008	17:00	1.00	100.0	1.00	3.90	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.29e-04
187	08/01/2008	18:00	1.00	120.0	1.00	3.30	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.26e-04
188	08/01/2008	19:00	1.00	0.0	1.00	2.90	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.24e-04
189	08/01/2008	20:00	1.00	120.0	1.00	2.70	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.23e-04
190	08/01/2008	21:00	1.00	140.0	1.00	2.70	88.9	0.09	11.99	6.0	-1.71	90.00	0.015	0.00e+00	3.23e-04
191	08/01/2008	22:00	1.00	0.0	1.00	2.40	88.9	0.09	11.99	7.0	-1.71	90.00	0.015	0.00e+00	3.22e-04
