i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
2927	01/05/2008	22:00	1.00	140.0	1.00	10.80	88.9	0.09	11.99	6.0	-1.69	90.00	0.016	0.00e+00	3.61e-04
2928	01/05/2008	23:00	2.80	260.0	1.52	11.70	158.3	0.24	7.31	6.0	-18.72	90.00	0.065	0.00e+00	3.65e-04
2929	02/05/2008	00:00	2.30	170.0	1.26	11.30	142.1	0.20	8.04	5.0	-13.94	90.00	0.058	0.00e+00	3.63e-04
2930	02/05/2008	01:00	1.10	190.0	1.00	11.80	93.9	0.10	11.46	5.0	-2.14	90.00	0.018	0.00e+00	3.66e-04
2931	02/05/2008	02:00	1.00	0.0	1.00	11.70	88.9	0.09	11.99	5.0	-1.69	90.00	0.016	0.00e+00	3.65e-04
2932	02/05/2008	03:00	1.00	360.0	1.00	11.30	88.9	0.09	11.99	5.0	-1.69	90.00	0.016	0.00e+00	3.63e-04
2933	02/05/2008	04:00	1.10	330.0	1.00	10.50	93.9	0.10	11.46	5.0	-2.14	90.00	0.018	0.00e+00	3.59e-04
2934	02/05/2008	05:00	1.00	0.0	1.00	9.60	88.9	0.09	11.99	6.0	-1.69	90.00	0.016	0.00e+00	3.55e-04
2935	02/05/2008	06:00	1.00	190.0	1.00	10.50	502.5	0.17	11.38	6.0	31.05	-14.98	-0.146	1.72e-03	3.59e-04
2936	02/05/2008	07:00	1.00	0.0	1.00	13.60	693.7	0.20	11.43	5.0	87.74	-7.67	-0.369	3.86e-03	3.75e-04
2937	02/05/2008	08:00	1.30	270.0	1.00	14.30	913.7	0.24	10.07	5.0	135.61	-9.36	-0.463	5.30e-03	3.79e-04
2938	02/05/2008	09:00	1.00	340.0	1.00	16.50	1106.3	0.21	11.49	6.0	149.37	-5.42	-0.597	5.38e-03	3.90e-04
2939	02/05/2008	10:00	1.00	150.0	1.00	18.20	1295.8	0.21	11.51	6.0	173.94	-4.92	-0.686	5.96e-03	3.99e-04
2940	02/05/2008	11:00	1.00	70.0	1.00	19.40	1474.7	0.22	11.52	6.0	188.89	-4.67	-0.741	6.28e-03	4.06e-04
2941	02/05/2008	12:00	1.20	240.0	1.00	20.80	1686.4	0.25	10.56	3.0	253.67	-5.36	-0.865	8.65e-03	4.13e-04
2942	02/05/2008	13:00	1.70	120.0	1.11	21.90	1863.2	0.31	8.86	4.0	236.04	-10.72	-0.657	8.13e-03	4.19e-04
2943	02/05/2008	14:00	1.60	90.0	1.05	23.40	2010.6	0.29	9.12	4.0	214.00	-10.21	-0.629	7.72e-03	4.28e-04
2944	02/05/2008	15:00	1.00	10.0	1.00	23.00	2119.0	0.21	11.51	5.0	168.85	-5.01	-0.680	6.35e-03	4.26e-04
2945	02/05/2008	16:00	3.00	50.0	1.83	22.70	2201.3	0.40	6.88	5.0	130.84	-44.02	-0.278	5.30e-03	4.24e-04
2946	02/05/2008	17:00	3.50	80.0	1.95	23.00	2254.8	0.41	6.64	5.0	86.33	-69.93	-0.181	3.86e-03	4.26e-04
2947	02/05/2008	18:00	2.80	50.0	1.54	21.30	2278.0	0.32	7.47	5.0	38.02	-76.44	-0.101	2.03e-03	4.16e-04
2948	02/05/2008	19:00	2.40	20.0	1.31	18.70	145.5	0.21	7.88	5.0	-12.37	90.00	0.051	0.00e+00	4.02e-04
2949	02/05/2008	20:00	1.00	30.0	1.00	17.80	88.9	0.09	11.99	5.0	-1.69	90.00	0.016	0.00e+00	3.97e-04
2950	02/05/2008	21:00	1.00	290.0	1.00	15.40	88.9	0.09	11.99	5.0	-1.69	90.00	0.016	0.00e+00	3.85e-04
2951	02/05/2008	22:00	1.40	230.0	1.00	14.00	107.7	0.12	10.21	4.0	-3.92	90.00	0.027	0.00e+00	3.77e-04
2952	02/05/2008	23:00	1.00	170.0	1.00	12.70	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.70e-04
2953	03/05/2008	00:00	1.00	0.0	1.00	11.80	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.66e-04
2954	03/05/2008	01:00	1.60	200.0	1.00	11.10	116.2	0.14	9.57	4.0	-5.50	90.00	0.033	0.00e+00	3.62e-04
2955	03/05/2008	02:00	1.40	180.0	1.00	10.70	107.7	0.12	10.21	4.0	-3.92	90.00	0.026	0.00e+00	3.60e-04
2956	03/05/2008	03:00	1.00	130.0	1.00	10.20	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.58e-04
2957	03/05/2008	04:00	1.00	160.0	1.00	9.50	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.54e-04
2958	03/05/2008	05:00	1.00	0.0	1.00	9.50	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.54e-04
2959	03/05/2008	06:00	1.00	200.0	1.00	11.50	518.2	0.18	11.32	4.0	37.92	-13.45	-0.174	2.27e-03	3.64e-04
2960	03/05/2008	07:00	1.00	220.0	1.00	14.20	721.8	0.20	11.44	3.0	96.83	-7.19	-0.404	4.46e-03	3.78e-04
2961	03/05/2008	08:00	1.20	200.0	1.00	17.00	955.9	0.23	10.49	3.0	149.64	-7.56	-0.536	6.11e-03	3.93e-04
2962	03/05/2008	09:00	1.10	230.0	1.00	19.00	1191.8	0.23	10.99	1.0	192.79	-5.47	-0.712	7.51e-03	4.04e-04
2963	03/05/2008	10:00	1.20	280.0	1.00	20.50	1420.3	0.25	10.54	1.0	226.37	-5.77	-0.782	8.32e-03	4.12e-04
2964	03/05/2008	11:00	1.30	280.0	1.00	22.30	1634.9	0.26	10.14	2.0	247.23	-6.30	-0.810	8.71e-03	4.22e-04
2965	03/05/2008	12:00	1.20	340.0	1.00	22.60	1829.5	0.25	10.56	2.0	254.16	-5.35	-0.872	8.85e-03	4.23e-04
2966	03/05/2008	13:00	1.00	70.0	1.00	24.30	1999.6	0.22	11.55	2.0	244.49	-3.96	-0.945	8.71e-03	4.33e-04
2967	03/05/2008	14:00	1.80	30.0	1.18	25.00	2143.7	0.32	8.60	2.0	222.46	-12.45	-0.607	8.27e-03	4.37e-04
2968	03/05/2008	15:00	1.90	20.0	1.25	25.00	2258.9	0.32	8.35	2.0	188.83	-15.49	-0.506	7.46e-03	4.37e-04
2969	03/05/2008	16:00	1.00	360.0	1.00	25.20	2343.1	0.21	11.49	2.0	144.92	-5.53	-0.599	6.23e-03	4.38e-04
2970	03/05/2008	17:00	2.20	60.0	1.40	24.70	2396.9	0.32	7.87	2.0	93.97	-31.38	-0.251	4.55e-03	4.35e-04
2971	03/05/2008	18:00	2.60	20.0	1.43	22.70	2418.6	0.30	7.75	2.0	38.22	-64.20	-0.108	2.43e-03	4.24e-04
2972	03/05/2008	19:00	1.80	30.0	1.00	20.90	124.1	0.16	9.05	2.0	-7.43	90.00	0.041	0.00e+00	4.14e-04
2973	03/05/2008	20:00	2.00	10.0	1.10	20.20	131.6	0.17	8.60	2.0	-9.73	90.00	0.048	0.00e+00	4.10e-04
2974	03/05/2008	21:00	1.00	0.0	1.00	17.40	88.9	0.09	11.99	2.0	-1.69	90.00	0.016	0.00e+00	3.95e-04
2975	03/05/2008	22:00	1.30	260.0	1.00	16.50	103.3	0.11	10.58	2.0	-3.25	90.00	0.024	0.00e+00	3.90e-04
2976	03/05/2008	23:00	1.10	180.0	1.00	16.00	93.9	0.10	11.46	3.0	-2.14	90.00	0.018	0.00e+00	3.88e-04
2977	04/05/2008	00:00	1.30	200.0	1.00	14.30	103.3	0.11	10.58	3.0	-3.25	90.00	0.024	0.00e+00	3.79e-04
2978	04/05/2008	01:00	1.00	160.0	1.00	13.10	88.9	0.09	11.99	3.0	-1.69	90.00	0.016	0.00e+00	3.73e-04
2979	04/05/2008	02:00	1.00	160.0	1.00	12.70	88.9	0.09	11.99	3.0	-1.69	90.00	0.016	0.00e+00	3.70e-04
2980	04/05/2008	03:00	1.20	190.0	1.00	11.90	98.7	0.11	10.99	3.0	-2.66	90.00	0.021	0.00e+00	3.66e-04
2981	04/05/2008	04:00	1.20	270.0	1.00	11.50	98.7	0.11	10.99	3.0	-2.66	90.00	0.021	0.00e+00	3.64e-04
2982	04/05/2008	05:00	1.20	160.0	1.00	10.70	98.7	0.11	10.99	3.0	-2.66	90.00	0.021	0.00e+00	3.60e-04
2983	04/05/2008	06:00	1.00	190.0	1.00	13.10	519.3	0.18	11.32	3.0	38.68	-13.27	-0.178	2.43e-03	3.73e-04
2984	04/05/2008	07:00	1.10	200.0	1.00	15.40	725.2	0.21	10.91	3.0	97.53	-8.53	-0.385	4.50e-03	3.85e-04
2985	04/05/2008	08:00	1.00	180.0	1.00	18.30	958.6	0.21	11.49	3.0	149.66	-5.42	-0.601	6.14e-03	4.00e-04
2986	04/05/2008	09:00	1.00	180.0	1.00	20.80	1194.5	0.22	11.53	3.0	192.43	-4.61	-0.757	7.34e-03	4.13e-04
2987	04/05/2008	10:00	1.10	210.0	1.00	22.20	1422.2	0.23	11.01	3.0	224.75	-4.95	-0.824	8.12e-03	4.21e-04
2988	04/05/2008	11:00	1.00	350.0	1.00	23.40	1634.6	0.22	11.55	3.0	244.26	-3.96	-0.942	8.55e-03	4.28e-04
2989	04/05/2008	12:00	1.30	300.0	1.00	24.90	1827.3	0.26	10.14	3.0	249.37	-6.27	-0.823	8.68e-03	4.36e-04
2990	04/05/2008	13:00	1.10	340.0	1.00	25.30	1990.6	0.23	11.01	4.0	233.33	-4.84	-0.860	8.16e-03	4.38e-04
2991	04/05/2008	14:00	2.10	340.0	1.38	25.60	2130.2	0.35	7.95	4.0	213.34	-17.33	-0.530	7.75e-03	4.40e-04
2992	04/05/2008	15:00	2.20	20.0	1.45	25.50	2242.8	0.35	7.75	4.0	182.17	-21.27	-0.445	7.00e-03	4.39e-04
2993	04/05/2008	16:00	3.40	360.0	2.02	25.20	2328.0	0.44	6.55	4.0	141.53	-51.50	-0.280	5.86e-03	4.38e-04
2994	04/05/2008	17:00	3.80	360.0	2.12	24.20	2383.4	0.44	6.38	4.0	93.96	-78.94	-0.184	4.29e-03	4.32e-04
2995	04/05/2008	18:00	2.60	360.0	1.44	23.00	2407.3	0.31	7.75	4.0	41.99	-60.01	-0.118	2.32e-03	4.26e-04
2996	04/05/2008	19:00	1.50	350.0	1.00	22.20	112.0	0.13	9.88	3.0	-4.67	90.00	0.031	0.00e+00	4.21e-04
2997	04/05/2008	20:00	1.00	310.0	1.00	20.20	88.9	0.09	11.99	3.0	-1.69	90.00	0.016	0.00e+00	4.10e-04
2998	04/05/2008	21:00	1.00	320.0	1.00	18.20	88.9	0.09	11.99	3.0	-1.69	90.00	0.016	0.00e+00	3.99e-04
2999	04/05/2008	22:00	2.80	320.0	1.52	18.20	158.3	0.24	7.31	3.0	-23.19	90.00	0.082	0.00e+00	3.99e-04
3000	04/05/2008	23:00	2.20	10.0	1.21	17.70	138.7	0.19	8.21	3.0	-12.43	90.00	0.055	0.00e+00	3.97e-04
3001	05/05/2008	00:00	1.40	160.0	1.00	15.70	107.7	0.12	10.21	2.0	-3.92	90.00	0.027	0.00e+00	3.86e-04
3002	05/05/2008	01:00	1.00	0.0	1.00	14.30	88.9	0.09	11.99	2.0	-1.69	90.00	0.016	0.00e+00	3.79e-04
3003	05/05/2008	02:00	1.00	270.0	1.00	13.60	88.9	0.09	11.99	2.0	-1.69	90.00	0.016	0.00e+00	3.75e-04
3004	05/05/2008	03:00	2.60	340.0	1.42	14.30	152.0	0.22	7.58	2.0	-19.13	90.00	0.072	0.00e+00	3.79e-04
3005	05/05/2008	04:00	2.10	360.0	1.16	13.80	135.2	0.18	8.40	2.0	-11.03	90.00	0.051	0.00e+00	3.76e-04
3006	05/05/2008	05:00	1.00	30.0	1.00	13.70	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	3.74e-05	3.76e-04
3007	05/05/2008	06:00	2.10	10.0	1.17	15.00	743.2	0.26	8.61	6.0	34.75	-43.31	-0.112	1.82e-03	3.82e-04
3008	05/05/2008	07:00	1.60	340.0	1.07	16.30	890.0	0.27	9.03	5.0	89.93	-18.52	-0.282	3.95e-03	3.89e-04
3009	05/05/2008	08:00	1.40	340.0	1.00	17.40	1072.9	0.25	9.70	5.0	136.17	-10.74	-0.448	5.37e-03	3.95e-04
3010	05/05/2008	09:00	1.50	10.0	1.00	19.60	1269.4	0.27	9.40	5.0	173.99	-10.38	-0.538	6.41e-03	4.07e-04
3011	05/05/2008	10:00	1.50	10.0	1.00	21.30	1465.5	0.28	9.41	5.0	202.07	-9.39	-0.618	7.09e-03	4.16e-04
3012	05/05/2008	11:00	1.90	360.0	1.25	21.90	1628.1	0.32	8.35	6.0	188.23	-15.52	-0.500	6.32e-03	4.19e-04
3013	05/05/2008	12:00	3.60	10.0	2.21	23.60	1783.3	0.48	6.25	6.0	191.97	-50.55	-0.343	6.42e-03	4.29e-04
3014	05/05/2008	13:00	4.30	10.0	2.48	23.50	1923.7	0.52	5.89	6.0	186.80	-67.19	-0.307	6.32e-03	4.28e-04
3015	05/05/2008	14:00	4.00	360.0	2.33	23.80	2043.1	0.49	6.09	6.0	171.16	-61.78	-0.298	6.00e-03	4.30e-04
3016	05/05/2008	15:00	4.60	20.0	2.57	24.00	2141.7	0.53	5.78	6.0	146.58	-88.43	-0.238	5.43e-03	4.31e-04
3017	05/05/2008	16:00	4.30	360.0	2.39	23.30	2215.7	0.49	5.99	6.0	114.88	-90.26	-0.201	4.55e-03	4.27e-04
3018	05/05/2008	17:00	4.30	360.0	2.38	23.10	2265.0	0.48	6.01	6.0	77.55	-122.19	-0.140	3.34e-03	4.26e-04
3019	05/05/2008	18:00	4.00	350.0	2.21	21.70	2288.9	0.43	6.22	6.0	36.87	-191.95	-0.073	1.82e-03	4.18e-04
3020	05/05/2008	19:00	3.60	350.0	2.03	20.70	525.0	0.37	6.44	6.0	-4.48	977.28	0.010	2.89e-05	4.13e-04
3021	05/05/2008	20:00	3.10	340.0	1.69	20.10	172.5	0.27	6.96	7.0	-17.43	95.04	0.056	0.00e+00	4.10e-04
3022	05/05/2008	21:00	3.20	330.0	1.76	19.30	186.1	0.28	6.83	7.0	-18.44	105.54	0.056	0.00e+00	4.05e-04
3023	05/05/2008	22:00	3.30	330.0	1.83	18.70	200.3	0.30	6.71	7.0	-19.47	116.85	0.056	0.00e+00	4.02e-04
3024	05/05/2008	23:00	1.20	340.0	1.00	17.40	98.7	0.11	10.99	7.0	-2.66	90.00	0.021	0.00e+00	3.95e-04
3025	06/05/2008	00:00	1.00	0.0	1.00	15.90	88.9	0.09	11.99	7.0	-1.69	90.00	0.016	0.00e+00	3.87e-04
3026	06/05/2008	01:00	1.20	250.0	1.00	14.90	98.7	0.11	10.99	8.0	-2.66	90.00	0.021	0.00e+00	3.82e-04
3027	06/05/2008	02:00	2.50	200.0	1.37	15.00	148.8	0.21	7.72	8.0	-11.54	90.00	0.045	0.00e+00	3.82e-04
3028	06/05/2008	03:00	1.50	110.0	1.00	14.70	112.0	0.13	9.88	8.0	-4.67	90.00	0.030	0.00e+00	3.81e-04
3029	06/05/2008	04:00	1.50	170.0	1.00	14.10	112.0	0.13	9.88	8.0	-4.67	90.00	0.030	0.00e+00	3.78e-04
3030	06/05/2008	05:00	3.30	190.0	1.85	15.10	673.3	0.34	6.75	8.0	-1.23	2808.15	0.003	2.44e-05	3.83e-04
3031	06/05/2008	06:00	3.10	180.0	1.72	16.00	961.0	0.33	7.04	8.0	14.18	-229.57	-0.036	6.46e-04	3.88e-04
3032	06/05/2008	07:00	3.40	180.0	1.88	16.40	1070.1	0.37	6.75	8.0	29.18	-154.00	-0.066	1.17e-03	3.90e-04
3033	06/05/2008	08:00	3.30	190.0	1.82	17.00	1127.8	0.37	6.87	8.0	43.11	-102.68	-0.098	1.59e-03	3.93e-04
3034	06/05/2008	09:00	3.80	170.0	2.13	18.40	1289.1	0.45	6.35	7.0	111.50	-70.45	-0.210	3.97e-03	4.01e-04
3035	06/05/2008	10:00	2.50	160.0	1.61	19.80	1418.6	0.37	7.34	7.0	129.48	-33.65	-0.299	4.39e-03	4.08e-04
3036	06/05/2008	11:00	3.90	200.0	2.22	21.10	1550.4	0.47	6.23	7.0	140.34	-64.88	-0.254	4.62e-03	4.15e-04
3037	06/05/2008	12:00	3.40	200.0	2.02	21.70	1673.2	0.44	6.54	7.0	143.91	-51.22	-0.280	4.69e-03	4.18e-04
3038	06/05/2008	13:00	2.90	200.0	1.81	22.50	1783.3	0.40	6.92	7.0	139.62	-40.96	-0.297	4.62e-03	4.23e-04
3039	06/05/2008	14:00	1.60	170.0	1.06	23.00	1876.8	0.28	9.06	7.0	128.09	-14.48	-0.397	4.39e-03	4.26e-04
3040	06/05/2008	15:00	1.20	250.0	1.00	23.30	1978.6	0.23	10.49	6.0	147.55	-7.63	-0.541	5.44e-03	4.27e-04
3041	06/05/2008	16:00	1.00	200.0	1.00	23.30	2054.8	0.20	11.46	6.0	115.56	-6.40	-0.487	4.57e-03	4.27e-04
3042	06/05/2008	17:00	1.90	140.0	1.23	22.50	2105.3	0.29	8.41	6.0	78.25	-27.04	-0.232	3.37e-03	4.23e-04
3043	06/05/2008	18:00	2.60	180.0	1.44	21.60	2132.4	0.31	7.75	5.0	42.02	-59.99	-0.117	2.19e-03	4.18e-04
3044	06/05/2008	19:00	1.20	180.0	1.00	20.20	98.7	0.11	10.99	5.0	-2.66	90.00	0.021	8.28e-05	4.10e-04
3045	06/05/2008	20:00	1.10	150.0	1.00	19.30	93.9	0.10	11.46	5.0	-2.14	90.00	0.019	0.00e+00	4.05e-04
3046	06/05/2008	21:00	1.90	180.0	1.05	17.10	127.9	0.16	8.82	4.0	-8.53	90.00	0.044	0.00e+00	3.94e-04
3047	06/05/2008	22:00	1.00	150.0	1.00	16.40	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.90e-04
3048	06/05/2008	23:00	1.00	190.0	1.00	15.40	88.9	0.09	11.99	4.0	-1.69	90.00	0.016	0.00e+00	3.85e-04
3049	07/05/2008	00:00	1.70	160.0	1.00	14.20	120.2	0.15	9.30	3.0	-6.42	90.00	0.036	0.00e+00	3.78e-04
3050	07/05/2008	01:00	1.20	150.0	1.00	13.20	98.7	0.11	10.99	3.0	-2.66	90.00	0.021	0.00e+00	3.73e-04
3051	07/05/2008	02:00	1.00	130.0	1.00	12.10	88.9	0.09	11.99	3.0	-1.69	90.00	0.016	0.00e+00	3.67e-04
3052	07/05/2008	03:00	1.00	140.0	1.00	11.50	88.9	0.09	11.99	2.0	-1.69	90.00	0.016	0.00e+00	3.64e-04
3053	07/05/2008	04:00	1.00	130.0	1.00	11.10	88.9	0.09	11.99	2.0	-1.69	90.00	0.016	0.00e+00	3.62e-04
3054	07/05/2008	05:00	1.00	140.0	1.00	11.10	88.9	0.09	11.99	1.0	-1.69	90.00	0.016	1.54e-04	3.62e-04
3055	07/05/2008	06:00	1.00	0.0	1.00	14.10	524.9	0.18	11.33	4.0	42.85	-12.38	-0.196	2.44e-03	3.78e-04
3056	07/05/2008	07:00	2.00	190.0	1.31	15.90	893.6	0.31	8.13	4.0	98.39	-26.60	-0.265	4.39e-03	3.87e-04
3057	07/05/2008	08:00	1.70	170.0	1.12	17.40	1091.9	0.29	8.81	4.0	148.68	-14.70	-0.428	5.94e-03	3.95e-04
3058	07/05/2008	09:00	2.30	170.0	1.51	19.50	1311.2	0.37	7.59	3.0	196.44	-22.05	-0.453	7.40e-03	4.06e-04
3059	07/05/2008	10:00	2.20	180.0	1.44	21.30	1519.7	0.36	7.77	4.0	220.40	-18.58	-0.522	7.80e-03	4.16e-04
3060	07/05/2008	11:00	2.70	160.0	1.76	22.80	1727.4	0.42	7.01	2.0	249.71	-25.74	-0.511	8.77e-03	4.24e-04
3061	07/05/2008	12:00	2.90	140.0	1.90	23.60	1896.4	0.43	6.76	5.0	225.45	-32.19	-0.444	7.60e-03	4.29e-04
3062	07/05/2008	13:00	3.30	180.0	2.12	24.10	2048.0	0.47	6.39	5.0	218.70	-41.80	-0.400	7.49e-03	4.32e-04
3063	07/05/2008	14:00	3.60	160.0	2.17	24.50	2160.3	0.47	6.31	6.0	171.83	-52.54	-0.316	6.03e-03	4.34e-04
3064	07/05/2008	15:00	3.90	170.0	2.24	25.30	2252.8	0.47	6.21	6.0	147.20	-63.32	-0.268	5.46e-03	4.38e-04
3065	07/05/2008	16:00	4.10	160.0	2.29	24.90	2323.6	0.47	6.13	6.0	115.86	-80.73	-0.211	4.59e-03	4.36e-04
3066	07/05/2008	17:00	3.70	160.0	2.05	24.10	2370.5	0.42	6.48	6.0	79.07	-84.12	-0.161	3.39e-03	4.32e-04
3067	07/05/2008	18:00	3.50	160.0	1.93	22.60	2393.7	0.39	6.66	6.0	38.80	-129.83	-0.086	1.89e-03	4.23e-04
3068	07/05/2008	19:00	3.70	170.0	2.08	20.90	655.1	0.38	6.37	6.0	-2.62	1847.65	0.006	1.10e-04	4.14e-04
3069	07/05/2008	20:00	4.20	180.0	2.34	20.10	284.6	0.39	5.96	6.0	-30.15	180.02	0.065	0.00e+00	4.10e-04
3070	07/05/2008	21:00	5.70	190.0	3.19	18.90	470.0	0.56	5.12	6.0	-43.13	363.84	0.065	0.00e+00	4.03e-04
3071	07/05/2008	22:00	6.10	190.0	3.41	17.80	492.1	0.60	4.96	5.0	-51.81	370.00	0.072	0.00e+00	3.97e-04
3072	07/05/2008	23:00	4.60	200.0	2.55	17.00	309.1	0.43	5.70	5.0	-37.51	192.31	0.072	0.00e+00	3.93e-04
3073	08/05/2008	00:00	4.40	190.0	2.44	16.40	285.7	0.41	5.83	5.0	-35.59	172.12	0.072	0.00e+00	3.90e-04
3074	08/05/2008	01:00	1.50	170.0	1.00	15.80	112.0	0.13	9.88	5.0	-4.67	90.00	0.030	0.00e+00	3.87e-04
3075	08/05/2008	02:00	2.40	150.0	1.31	15.10	145.5	0.21	7.88	5.0	-15.55	90.00	0.063	0.00e+00	3.83e-04
3076	08/05/2008	03:00	1.50	130.0	1.00	14.50	112.0	0.13	9.88	5.0	-4.67	90.00	0.030	0.00e+00	3.80e-04
3077	08/05/2008	04:00	1.00	40.0	1.00	14.00	88.9	0.09	11.99	5.0	-1.69	90.00	0.016	0.00e+00	3.77e-04
3078	08/05/2008	05:00	1.40	150.0	1.00	13.60	107.7	0.12	10.21	4.0	-3.92	90.00	0.027	1.94e-04	3.75e-04
3079	08/05/2008	06:00	1.00	0.0	1.00	14.80	523.3	0.18	11.33	2.0	41.60	-12.63	-0.191	2.65e-03	3.81e-04
3080	08/05/2008	07:00	1.00	180.0	1.00	16.30	733.5	0.20	11.44	2.0	100.64	-7.01	-0.421	4.73e-03	3.89e-04
3081	08/05/2008	08:00	2.50	180.0	1.64	19.00	1090.4	0.38	7.27	2.0	153.24	-31.02	-0.342	6.37e-03	4.04e-04
3082	08/05/2008	09:00	3.50	180.0	2.18	21.30	1370.4	0.47	6.30	2.0	196.56	-48.01	-0.352	7.57e-03	4.16e-04
3083	08/05/2008	10:00	4.90	180.0	2.81	22.20	1686.3	0.58	5.53	1.0	228.32	-77.01	-0.333	8.41e-03	4.21e-04
3084	08/05/2008	11:00	5.10	160.0	2.93	23.20	1882.2	0.61	5.42	1.0	248.51	-79.41	-0.350	8.84e-03	4.27e-04
3085	08/05/2008	12:00	4.10	170.0	2.53	23.90	2060.4	0.54	5.84	1.0	254.82	-55.54	-0.402	8.97e-03	4.30e-04
3086	08/05/2008	13:00	5.20	160.0	2.97	24.60	2222.0	0.61	5.38	1.0	246.62	-82.65	-0.346	8.84e-03	4.34e-04
3087	08/05/2008	14:00	4.70	170.0	2.72	24.70	2358.8	0.57	5.62	1.0	225.33	-71.98	-0.341	8.41e-03	4.35e-04
3088	08/05/2008	15:00	5.00	150.0	2.82	25.10	2469.8	0.58	5.53	1.0	191.33	-88.70	-0.286	7.62e-03	4.37e-04
3089	08/05/2008	16:00	4.90	160.0	2.73	24.80	2552.6	0.55	5.61	1.0	147.73	-101.26	-0.230	6.41e-03	4.35e-04
3090	08/05/2008	17:00	4.80	160.0	2.65	24.00	2607.3	0.53	5.68	2.0	99.00	-131.44	-0.161	4.73e-03	4.31e-04
3091	08/05/2008	18:00	2.80	160.0	1.55	22.80	2630.2	0.32	7.47	2.0	43.73	-68.82	-0.115	2.65e-03	4.24e-04
