i	Date	Heure	Uext	Direct	Uh	To	h	us	sigmatheta	Cld	Fo	Lmo	thetas	k1	k3
7346	02/11/2008	01:00	1.70	360.0	1.00	9.70	120.2	0.15	9.30	8.0	-6.44	90.00	0.036	0.00e+00	3.56e-04
7347	02/11/2008	02:00	1.60	300.0	1.00	9.40	116.2	0.14	9.57	6.0	-5.52	90.00	0.032	0.00e+00	3.55e-04
7348	02/11/2008	03:00	2.50	330.0	1.37	9.60	148.8	0.21	7.72	8.0	-11.80	90.00	0.045	0.00e+00	3.56e-04
7349	02/11/2008	04:00	1.40	320.0	1.00	9.30	107.7	0.12	10.21	7.0	-3.94	90.00	0.026	0.00e+00	3.54e-04
7350	02/11/2008	05:00	1.00	340.0	1.00	9.20	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.54e-04
7351	02/11/2008	06:00	1.40	300.0	1.00	9.30	107.7	0.12	10.21	8.0	-3.94	90.00	0.026	0.00e+00	3.54e-04
7352	02/11/2008	07:00	1.00	310.0	1.00	9.50	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7353	02/11/2008	08:00	2.20	360.0	1.22	10.30	687.5	0.24	8.35	8.0	5.89	-202.84	-0.020	4.24e-04	3.59e-04
7354	02/11/2008	09:00	1.60	350.0	1.00	10.40	760.4	0.23	9.49	7.0	39.78	-26.26	-0.143	1.85e-03	3.60e-04
7355	02/11/2008	10:00	1.00	360.0	1.00	10.50	807.0	0.17	11.46	8.0	28.21	-15.56	-0.135	1.19e-03	3.60e-04
7356	02/11/2008	11:00	1.00	20.0	1.00	10.70	860.2	0.18	11.33	8.0	34.31	-14.32	-0.158	1.37e-03	3.61e-04
7357	02/11/2008	12:00	1.00	0.0	1.00	10.90	913.2	0.18	11.32	8.0	36.41	-13.82	-0.167	1.43e-03	3.62e-04
7358	02/11/2008	13:00	1.00	330.0	1.00	12.40	1042.1	0.20	11.44	6.0	98.23	-7.13	-0.405	3.95e-03	3.70e-04
7359	02/11/2008	14:00	1.50	40.0	1.00	13.20	1161.0	0.26	9.34	4.0	100.79	-15.10	-0.322	4.44e-03	3.74e-04
7360	02/11/2008	15:00	2.40	40.0	1.35	13.20	1221.6	0.30	7.99	6.0	53.90	-43.67	-0.149	2.53e-03	3.74e-04
7361	02/11/2008	16:00	1.00	110.0	1.00	12.60	1236.7	0.14	12.29	7.0	14.23	-18.46	-0.081	8.88e-04	3.71e-04
7362	02/11/2008	17:00	1.90	60.0	1.05	11.90	127.9	0.16	8.82	6.0	-8.56	90.00	0.043	0.00e+00	3.68e-04
7363	02/11/2008	18:00	3.70	200.0	2.05	12.10	222.2	0.33	6.33	6.0	-26.38	126.03	0.065	0.00e+00	3.69e-04
7364	02/11/2008	19:00	4.10	210.0	2.27	11.90	249.1	0.38	6.03	5.0	-33.12	141.30	0.072	0.00e+00	3.68e-04
7365	02/11/2008	20:00	8.60	210.0	4.83	12.80	823.5	0.87	4.17	5.0	-76.59	762.60	0.072	0.00e+00	3.72e-04
7366	02/11/2008	21:00	7.90	160.0	4.42	12.20	696.2	0.79	4.36	4.0	-75.92	579.15	0.079	0.00e+00	3.69e-04
7367	02/11/2008	22:00	5.50	110.0	3.06	11.80	393.5	0.53	5.22	4.0	-50.87	258.95	0.079	0.00e+00	3.67e-04
7368	02/11/2008	23:00	2.40	290.0	1.31	11.10	145.5	0.21	7.88	3.0	-15.61	90.00	0.062	0.00e+00	3.63e-04
7369	03/11/2008	00:00	1.00	230.0	1.00	10.30	88.9	0.09	11.99	3.0	-1.70	90.00	0.016	0.00e+00	3.59e-04
7370	03/11/2008	01:00	3.10	110.0	1.68	9.40	167.3	0.26	6.96	2.0	-28.15	90.00	0.087	0.00e+00	3.55e-04
7371	03/11/2008	02:00	2.10	130.0	1.16	9.90	135.2	0.18	8.40	2.0	-11.06	90.00	0.050	0.00e+00	3.57e-04
7372	03/11/2008	03:00	3.00	160.0	1.63	9.70	164.3	0.25	7.07	1.0	-27.85	90.00	0.089	0.00e+00	3.56e-04
7373	03/11/2008	04:00	1.00	60.0	1.00	8.60	88.9	0.09	11.99	1.0	-1.70	90.00	0.016	0.00e+00	3.51e-04
7374	03/11/2008	05:00	2.30	130.0	1.26	9.80	142.1	0.20	8.04	1.0	-13.98	90.00	0.058	0.00e+00	3.57e-04
7375	03/11/2008	06:00	5.60	170.0	3.11	12.80	383.4	0.54	5.18	2.0	-56.75	239.98	0.087	0.00e+00	3.72e-04
7376	03/11/2008	07:00	4.70	170.0	2.60	13.30	279.3	0.43	5.64	1.0	-46.83	152.89	0.089	0.00e+00	3.75e-04
7377	03/11/2008	08:00	4.90	180.0	2.73	14.30	1470.5	0.51	5.57	1.0	12.20	-959.19	-0.020	1.64e-03	3.80e-04
7378	03/11/2008	09:00	4.70	170.0	2.60	15.00	1531.6	0.51	5.74	1.0	60.64	-189.61	-0.099	3.47e-03	3.84e-04
7379	03/11/2008	10:00	4.90	170.0	2.71	15.90	1621.9	0.54	5.63	4.0	98.38	-139.46	-0.152	4.39e-03	3.88e-04
7380	03/11/2008	11:00	6.70	180.0	3.70	17.00	2038.7	0.71	4.80	6.0	95.55	-326.25	-0.113	3.91e-03	3.94e-04
7381	03/11/2008	12:00	8.80	200.0	4.87	16.60	2625.5	0.91	4.17	7.0	75.20	-885.38	-0.069	2.98e-03	3.92e-04
7382	03/11/2008	13:00	7.30	200.0	4.04	16.80	2670.3	0.76	4.59	7.0	71.10	-547.47	-0.078	2.85e-03	3.93e-04
7383	03/11/2008	14:00	7.20	190.0	3.99	17.10	2708.1	0.75	4.61	7.0	59.16	-627.90	-0.066	2.48e-03	3.95e-04
7384	03/11/2008	15:00	7.20	180.0	3.99	16.40	2736.2	0.75	4.61	7.0	40.02	-916.86	-0.045	1.82e-03	3.91e-04
7385	03/11/2008	16:00	8.40	190.0	4.67	15.70	2757.0	0.86	4.26	7.0	14.81	-3840.09	-0.014	8.58e-04	3.87e-04
7386	03/11/2008	17:00	5.30	180.0	2.97	14.60	450.2	0.52	5.31	7.0	-35.13	362.42	0.056	0.00e+00	3.82e-04
7387	03/11/2008	18:00	3.80	170.0	2.11	13.40	234.3	0.35	6.25	6.0	-27.21	135.93	0.065	0.00e+00	3.75e-04
7388	03/11/2008	19:00	1.10	260.0	1.00	12.00	93.9	0.10	11.46	6.0	-2.14	90.00	0.018	0.00e+00	3.68e-04
7389	03/11/2008	20:00	2.20	130.0	1.21	11.10	138.7	0.19	8.21	6.0	-12.47	90.00	0.054	0.00e+00	3.63e-04
7390	03/11/2008	21:00	1.00	0.0	1.00	9.30	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.54e-04
7391	03/11/2008	22:00	1.10	30.0	1.00	9.80	93.9	0.10	11.46	5.0	-2.14	90.00	0.018	0.00e+00	3.57e-04
7392	03/11/2008	23:00	1.00	0.0	1.00	9.00	88.9	0.09	11.99	5.0	-1.70	90.00	0.016	0.00e+00	3.53e-04
7393	04/11/2008	00:00	1.00	120.0	1.00	8.50	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.50e-04
7394	04/11/2008	01:00	1.00	0.0	1.00	8.80	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.52e-04
7395	04/11/2008	02:00	1.00	10.0	1.00	8.50	88.9	0.09	11.99	4.0	-1.70	90.00	0.016	0.00e+00	3.50e-04
7396	04/11/2008	03:00	2.00	360.0	1.10	8.50	131.6	0.17	8.60	3.0	-9.76	90.00	0.046	0.00e+00	3.50e-04
7397	04/11/2008	04:00	1.00	290.0	1.00	7.20	88.9	0.09	11.99	3.0	-1.70	90.00	0.015	0.00e+00	3.44e-04
7398	04/11/2008	05:00	1.20	310.0	1.00	6.90	98.7	0.11	10.99	3.0	-2.67	90.00	0.020	0.00e+00	3.42e-04
7399	04/11/2008	06:00	1.00	270.0	1.00	7.00	88.9	0.09	11.99	4.0	-1.70	90.00	0.015	0.00e+00	3.43e-04
7400	04/11/2008	07:00	1.80	150.0	1.00	7.20	124.1	0.16	9.05	6.0	-7.45	90.00	0.039	0.00e+00	3.44e-04
7401	04/11/2008	08:00	1.10	140.0	1.00	8.00	416.9	0.14	11.99	7.0	11.05	-24.13	-0.062	8.29e-04	3.48e-04
7402	04/11/2008	09:00	1.00	0.0	1.00	9.40	522.8	0.18	11.32	7.0	38.08	-13.44	-0.173	1.79e-03	3.55e-04
7403	04/11/2008	10:00	1.30	240.0	1.00	10.60	653.2	0.22	9.97	7.0	58.36	-16.67	-0.214	2.45e-03	3.61e-04
7404	04/11/2008	11:00	1.90	360.0	1.26	12.50	864.2	0.30	8.31	6.0	95.93	-24.75	-0.264	3.88e-03	3.71e-04
7405	04/11/2008	12:00	3.90	20.0	2.16	11.60	1216.0	0.42	6.30	8.0	35.72	-185.20	-0.070	1.41e-03	3.66e-04
7406	04/11/2008	13:00	3.10	30.0	1.71	10.70	1254.5	0.35	7.09	8.0	33.51	-108.48	-0.079	1.35e-03	3.61e-04
7407	04/11/2008	14:00	3.90	360.0	2.16	10.50	1288.9	0.42	6.28	8.0	27.43	-234.78	-0.054	1.17e-03	3.60e-04
7408	04/11/2008	15:00	3.50	360.0	1.94	10.10	1310.9	0.37	6.62	8.0	17.68	-261.54	-0.039	8.56e-04	3.58e-04
7409	04/11/2008	16:00	2.60	360.0	1.45	10.50	1318.0	0.28	7.66	8.0	5.26	-355.04	-0.016	3.96e-04	3.60e-04
7410	04/11/2008	17:00	5.10	330.0	2.87	11.30	469.2	0.51	5.40	8.0	-27.99	417.81	0.045	0.00e+00	3.64e-04
7411	04/11/2008	18:00	3.20	330.0	1.78	11.40	216.3	0.29	6.80	8.0	-16.19	140.02	0.045	0.00e+00	3.65e-04
7412	04/11/2008	19:00	2.70	320.0	1.47	11.40	155.2	0.23	7.44	8.0	-12.63	90.00	0.045	0.00e+00	3.65e-04
7413	04/11/2008	20:00	3.00	340.0	1.66	11.60	190.0	0.27	7.03	8.0	-14.78	116.87	0.045	0.00e+00	3.66e-04
7414	04/11/2008	21:00	2.20	360.0	1.21	11.30	138.7	0.19	8.21	8.0	-10.37	90.00	0.045	0.00e+00	3.64e-04
7415	04/11/2008	22:00	1.00	250.0	1.00	11.10	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.63e-04
7416	04/11/2008	23:00	1.50	140.0	1.00	10.60	112.0	0.13	9.88	8.0	-4.69	90.00	0.029	0.00e+00	3.61e-04
7417	05/11/2008	00:00	2.30	230.0	1.26	10.30	142.1	0.20	8.04	8.0	-10.86	90.00	0.045	0.00e+00	3.59e-04
7418	05/11/2008	01:00	1.60	80.0	1.00	9.80	116.2	0.14	9.57	8.0	-5.52	90.00	0.032	0.00e+00	3.57e-04
7419	05/11/2008	02:00	1.00	90.0	1.00	9.60	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.56e-04
7420	05/11/2008	03:00	1.00	0.0	1.00	9.80	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7421	05/11/2008	04:00	1.00	230.0	1.00	9.90	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7422	05/11/2008	05:00	1.00	0.0	1.00	9.90	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7423	05/11/2008	06:00	1.00	20.0	1.00	9.90	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7424	05/11/2008	07:00	1.10	130.0	1.00	9.80	93.9	0.10	11.46	8.0	-2.14	90.00	0.018	0.00e+00	3.57e-04
7425	05/11/2008	08:00	1.00	20.0	1.00	10.10	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	8.00e-04	3.58e-04
7426	05/11/2008	09:00	1.00	210.0	1.00	10.90	517.4	0.18	11.31	7.0	37.49	-13.59	-0.171	1.77e-03	3.62e-04
7427	05/11/2008	10:00	3.40	210.0	1.89	11.50	1055.4	0.37	6.73	7.0	20.14	-214.77	-0.045	2.43e-03	3.65e-04
7428	05/11/2008	11:00	1.00	180.0	1.00	12.50	1164.9	0.20	11.44	6.0	94.82	-7.30	-0.393	3.85e-03	3.71e-04
7429	05/11/2008	12:00	1.80	160.0	1.02	12.80	1204.5	0.23	9.20	8.0	35.55	-32.21	-0.125	1.40e-03	3.72e-04
7430	05/11/2008	13:00	5.50	180.0	3.05	12.70	1661.8	0.58	5.28	8.0	33.51	-503.78	-0.048	1.34e-03	3.72e-04
7431	05/11/2008	14:00	3.90	190.0	2.16	12.80	1686.9	0.42	6.29	8.0	27.62	-233.27	-0.054	1.16e-03	3.72e-04
7432	05/11/2008	15:00	2.50	170.0	1.38	12.80	1701.8	0.28	7.89	8.0	18.22	-105.36	-0.054	8.43e-04	3.72e-04
7433	05/11/2008	16:00	3.30	180.0	1.84	12.60	1713.0	0.35	6.81	7.0	12.04	-317.43	-0.028	8.00e-04	3.71e-04
7434	05/11/2008	17:00	5.20	190.0	2.91	11.80	434.6	0.51	5.36	7.0	-34.71	343.43	0.056	0.00e+00	3.67e-04
7435	05/11/2008	18:00	2.10	150.0	1.16	10.90	135.2	0.18	8.40	7.0	-11.06	90.00	0.050	0.00e+00	3.62e-04
7436	05/11/2008	19:00	3.10	140.0	1.68	10.60	167.3	0.26	6.96	7.0	-17.86	90.00	0.056	0.00e+00	3.61e-04
7437	05/11/2008	20:00	3.10	130.0	1.68	10.20	167.3	0.26	6.96	7.0	-17.88	90.00	0.056	0.00e+00	3.59e-04
7438	05/11/2008	21:00	3.60	130.0	2.00	9.30	232.5	0.33	6.42	7.0	-22.61	142.00	0.056	0.00e+00	3.54e-04
7439	05/11/2008	22:00	1.70	110.0	1.00	9.30	120.2	0.15	9.30	7.0	-6.44	90.00	0.036	0.00e+00	3.54e-04
7440	05/11/2008	23:00	2.00	150.0	1.10	9.20	131.6	0.17	8.60	7.0	-9.76	90.00	0.046	0.00e+00	3.54e-04
7441	06/11/2008	00:00	3.60	140.0	2.00	9.70	232.7	0.33	6.42	7.0	-22.59	142.27	0.056	0.00e+00	3.56e-04
7442	06/11/2008	01:00	3.00	130.0	1.63	10.10	164.3	0.25	7.07	7.0	-17.33	90.00	0.056	0.00e+00	3.58e-04
7443	06/11/2008	02:00	2.40	120.0	1.31	10.10	145.5	0.21	7.88	7.0	-13.98	90.00	0.056	0.00e+00	3.58e-04
7444	06/11/2008	03:00	2.00	100.0	1.10	9.80	131.6	0.17	8.60	7.0	-9.76	90.00	0.046	0.00e+00	3.57e-04
7445	06/11/2008	04:00	1.00	30.0	1.00	9.50	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7446	06/11/2008	05:00	1.50	90.0	1.00	9.30	112.0	0.13	9.88	7.0	-4.69	90.00	0.029	0.00e+00	3.54e-04
7447	06/11/2008	06:00	2.00	50.0	1.10	8.70	131.6	0.17	8.60	6.0	-9.76	90.00	0.046	0.00e+00	3.51e-04
7448	06/11/2008	07:00	1.00	110.0	1.00	8.20	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.49e-04
7449	06/11/2008	08:00	1.00	90.0	1.00	9.20	387.2	0.13	12.57	7.0	9.99	-21.38	-0.061	7.72e-04	3.54e-04
7450	06/11/2008	09:00	1.00	0.0	1.00	10.40	515.6	0.18	11.32	7.0	36.66	-13.76	-0.168	1.74e-03	3.60e-04
7451	06/11/2008	10:00	1.00	140.0	1.00	11.20	642.7	0.19	11.37	7.0	56.74	-10.26	-0.248	2.40e-03	3.64e-04
7452	06/11/2008	11:00	1.00	0.0	1.00	11.80	769.2	0.19	11.39	7.0	69.21	-8.99	-0.296	2.78e-03	3.67e-04
7453	06/11/2008	12:00	2.40	190.0	1.42	12.10	914.7	0.32	7.82	7.0	73.41	-38.35	-0.190	2.91e-03	3.69e-04
7454	06/11/2008	13:00	1.10	200.0	1.00	12.50	1007.4	0.20	10.86	7.0	69.12	-10.76	-0.280	2.78e-03	3.71e-04
7455	06/11/2008	14:00	1.30	210.0	1.00	12.80	1078.2	0.22	9.97	7.0	56.71	-17.01	-0.211	2.40e-03	3.72e-04
7456	06/11/2008	15:00	1.20	240.0	1.00	12.50	1121.9	0.20	10.51	7.0	36.99	-18.28	-0.154	1.74e-03	3.71e-04
7457	06/11/2008	16:00	1.00	270.0	1.00	12.00	1138.3	0.14	12.29	6.0	14.26	-18.45	-0.081	1.06e-03	3.68e-04
7458	06/11/2008	17:00	1.00	220.0	1.00	10.90	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.62e-04
7459	06/11/2008	18:00	1.00	280.0	1.00	10.60	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.61e-04
7460	06/11/2008	19:00	1.60	200.0	1.00	10.60	116.2	0.14	9.57	8.0	-5.52	90.00	0.032	0.00e+00	3.61e-04
7461	06/11/2008	20:00	2.10	220.0	1.16	10.30	135.2	0.18	8.40	8.0	-9.95	90.00	0.045	0.00e+00	3.59e-04
7462	06/11/2008	21:00	2.20	200.0	1.21	9.90	138.7	0.19	8.21	7.0	-12.47	90.00	0.054	0.00e+00	3.57e-04
7463	06/11/2008	22:00	1.20	190.0	1.00	10.10	98.7	0.11	10.99	7.0	-2.67	90.00	0.021	0.00e+00	3.58e-04
7464	06/11/2008	23:00	1.20	230.0	1.00	9.90	98.7	0.11	10.99	7.0	-2.67	90.00	0.021	0.00e+00	3.57e-04
7465	07/11/2008	00:00	1.00	0.0	1.00	9.80	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7466	07/11/2008	01:00	1.00	0.0	1.00	9.70	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.56e-04
7467	07/11/2008	02:00	1.10	210.0	1.00	9.70	93.9	0.10	11.46	8.0	-2.14	90.00	0.018	0.00e+00	3.56e-04
7468	07/11/2008	03:00	1.00	250.0	1.00	9.50	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7469	07/11/2008	04:00	1.00	150.0	1.00	9.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7470	07/11/2008	05:00	1.10	150.0	1.00	9.20	93.9	0.10	11.46	8.0	-2.14	90.00	0.018	0.00e+00	3.54e-04
7471	07/11/2008	06:00	1.10	190.0	1.00	9.30	93.9	0.10	11.46	8.0	-2.14	90.00	0.018	0.00e+00	3.54e-04
7472	07/11/2008	07:00	1.00	170.0	1.00	9.50	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7473	07/11/2008	08:00	1.00	140.0	1.00	10.10	384.9	0.13	12.58	7.0	9.61	-21.82	-0.059	7.44e-04	3.58e-04
7474	07/11/2008	09:00	1.20	200.0	1.00	12.00	606.7	0.21	10.37	5.0	55.93	-14.69	-0.218	2.78e-03	3.68e-04
7475	07/11/2008	10:00	1.90	200.0	1.15	12.90	770.7	0.27	8.67	7.0	55.95	-30.10	-0.173	2.38e-03	3.73e-04
7476	07/11/2008	11:00	2.70	170.0	1.64	14.40	1055.3	0.37	7.26	5.0	106.99	-40.41	-0.242	4.47e-03	3.81e-04
7477	07/11/2008	12:00	3.50	180.0	1.99	14.80	1223.7	0.42	6.58	5.0	113.51	-59.39	-0.222	4.67e-03	3.83e-04
7478	07/11/2008	13:00	3.60	170.0	2.03	15.70	1338.3	0.43	6.52	5.0	106.44	-65.05	-0.207	4.47e-03	3.87e-04
7479	07/11/2008	14:00	3.00	180.0	1.71	14.80	1423.5	0.37	7.11	5.0	87.19	-51.26	-0.196	3.85e-03	3.83e-04
7480	07/11/2008	15:00	3.50	190.0	1.93	14.60	1471.3	0.39	6.67	6.0	48.86	-107.45	-0.104	2.35e-03	3.82e-04
7481	07/11/2008	16:00	3.30	190.0	1.83	13.90	1486.7	0.35	6.82	6.0	14.07	-274.84	-0.033	1.02e-03	3.78e-04
7482	07/11/2008	17:00	2.50	190.0	1.37	12.90	148.8	0.21	7.72	6.0	-16.77	90.00	0.065	0.00e+00	3.73e-04
7483	07/11/2008	18:00	2.20	170.0	1.21	12.60	138.7	0.19	8.21	6.0	-12.47	90.00	0.054	0.00e+00	3.71e-04
7484	07/11/2008	19:00	1.60	170.0	1.00	12.40	116.2	0.14	9.57	7.0	-5.52	90.00	0.033	0.00e+00	3.70e-04
7485	07/11/2008	20:00	1.00	0.0	1.00	12.30	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.70e-04
7486	07/11/2008	21:00	1.00	0.0	1.00	11.80	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.67e-04
7487	07/11/2008	22:00	1.00	340.0	1.00	11.60	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.66e-04
7488	07/11/2008	23:00	1.40	30.0	1.00	11.50	107.7	0.12	10.21	8.0	-3.94	90.00	0.026	0.00e+00	3.65e-04
7489	08/11/2008	00:00	2.00	320.0	1.10	11.10	131.6	0.17	8.60	8.0	-9.47	90.00	0.045	0.00e+00	3.63e-04
7490	08/11/2008	01:00	1.00	30.0	1.00	10.80	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.62e-04
7491	08/11/2008	02:00	1.00	80.0	1.00	10.60	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.61e-04
7492	08/11/2008	03:00	1.00	330.0	1.00	10.40	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.60e-04
7493	08/11/2008	04:00	1.00	360.0	1.00	10.50	88.9	0.09	11.99	8.0	-1.70	90.00	0.016	0.00e+00	3.60e-04
7494	08/11/2008	05:00	1.00	330.0	1.00	9.80	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.57e-04
7495	08/11/2008	06:00	1.00	0.0	1.00	9.40	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7496	08/11/2008	07:00	1.00	0.0	1.00	9.50	88.9	0.09	11.99	7.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
7497	08/11/2008	08:00	1.00	0.0	1.00	10.20	380.8	0.13	12.61	7.0	8.95	-22.69	-0.055	7.16e-04	3.59e-04
7498	08/11/2008	09:00	1.00	0.0	1.00	11.60	513.4	0.18	11.32	7.0	35.37	-14.07	-0.163	1.69e-03	3.66e-04
7499	08/11/2008	10:00	1.00	0.0	1.00	12.10	638.3	0.19	11.36	7.0	55.20	-10.45	-0.243	2.35e-03	3.69e-04
7500	08/11/2008	11:00	1.00	0.0	1.00	12.80	763.3	0.19	11.39	7.0	67.53	-9.14	-0.291	2.74e-03	3.72e-04
7501	08/11/2008	12:00	1.00	180.0	1.00	14.40	912.7	0.20	11.44	6.0	96.68	-7.21	-0.402	3.92e-03	3.81e-04
7502	08/11/2008	13:00	1.50	170.0	1.00	15.30	1035.0	0.26	9.33	6.0	90.75	-16.24	-0.295	3.75e-03	3.85e-04
7503	08/11/2008	14:00	1.00	0.0	1.00	14.60	1124.1	0.19	11.40	6.0	74.33	-8.57	-0.319	3.23e-03	3.82e-04
7504	08/11/2008	15:00	1.00	140.0	1.00	14.40	1178.1	0.18	11.35	6.0	47.87	-11.51	-0.215	2.31e-03	3.81e-04
7505	08/11/2008	16:00	1.20	90.0	1.00	13.80	1192.7	0.16	11.46	6.0	13.10	-25.85	-0.069	9.82e-04	3.77e-04
7506	08/11/2008	17:00	1.00	120.0	1.00	11.80	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	3.67e-04
7507	08/11/2008	18:00	2.40	120.0	1.31	10.40	145.5	0.21	7.88	6.0	-15.61	90.00	0.062	0.00e+00	3.60e-04
7508	08/11/2008	19:00	1.00	300.0	1.00	9.50	88.9	0.09	11.99	6.0	-1.70	90.00	0.016	0.00e+00	3.55e-04
